Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value
ENSMUSG00000040584,Abcb1a,0.02249111487649309,-4.158183821658713,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005311017922312045,0.022619139119095813,-3.8521829658048685,0.000000000000000000000000000000000000000000000000000000000000000000015250779365246847,0.09487076439739024,-1.4562199303190047,0.00002618695449640123,0.05009682854383432,-2.4101452911191092,0.0000000000012180175513449344,5.146621648102419,5.848330029285286,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007577720877718598,0.029861326912878468,-3.125460896869,0.0000000000006758947489843531,0.2062024106180652,-0.2630654404924462,1,1.493759103088262,2.7357357867041827,0.000000000013058082258839161,0.9383853726221064,2.04520345762682,0.000000014277334293746543
ENSMUSG00000028970,Abcb1b,0.012464211810841163,0.15424722962793957,0.4530830352434044,0.007955036215614206,-0.7082888507704155,0.001936375080410206,0.020508366561152014,0.9140289663985222,0.002915950522684249,0.004453051426118606,-1.439630132262531,0.00028285855673296754,0.0052294889342919685,-1.0849047769388331,0.21214493043326477,0.0035362097659987655,-1.7197359172964584,0.0006981045743819042,0.07252636511394017,2.78243376646349,0.0000000018238383065303197,0.02066056850744484,0.8833500335942244,0.21627985803514194,0.01607894974507179,0.5092185780568643,0.35978404083232346
ENSMUSG00000042476,Abcb4,0.01736968131065241,0.10360514953424182,0.610879184700108,0.013082680041341435,-0.45116801380672467,0.04657563503535864,0.02019526172815733,0.31425364957994084,0.3685867446006128,0.0057054721397144645,-1.6038761771099264,0.00003142188723465464,0.008045367591218414,-1.005391406819732,0.2515710498057634,0.0263251171468797,0.7276115790200306,0.03685633970807631,0.08816930660910374,2.5292010100015183,0.0000000888960997926561,0.008264227402977936,-0.91157394149303,0.5916131962615852,0.012952487294641164,-0.3253427812960048,0.8364983522921259
ENSMUSG00000028973,Abcb8,0.053528236365864894,-0.6031140063860607,0.00016698392365801986,0.06613222878040725,-0.10945849841429212,0.6359707328255484,0.0933052402324168,0.45906981370730904,0.10700652761641896,0.1534911163440257,1.3154390409621377,0.000000022823090490973245,0.04223817985389667,-0.734326901186857,0.36182728190442137,0.06404468798419986,-0.13279031039897404,0.8969654050608504,0.05119508125689895,-0.439703823887466,0.9206549571617365,0.050962735651697275,-0.44708660389176735,0.8804508090305999,0.07860819875368431,0.1797301562483149,0.6629709882683124
ENSMUSG00000023088,Abcc1,0.08894634319469077,-0.09486810969274329,0.6076706963673636,0.08084425358880219,-0.2577073357052675,0.20366198183032042,0.10269838522225742,0.16603640011796683,0.5794332329837998,0.12913849135743957,0.5398421393962782,0.04152284705282467,0.045054058510823114,-1.0499579256831093,0.1391361561845146,0.0960670319762998,0.06029807373262708,0.8438462858139304,0.11661101841849206,0.3479806490449504,0.6422664769529971,0.07024593292531246,-0.39111991360790865,0.9212918118855622,0.15096347260650736,0.7362045696027648,0.08575333258217756
ENSMUSG00000030834,Abcc6,0.001573452481071533,-3.7543206747477873,0.0000000000000000000000000000000000000000000000000000002836994935901271,0.0014376571474001576,-3.5784684186540767,0.00000000000000000000000000000000023270916379193896,0.0028179434969521854,-2.2752689340871415,0.0000016529866352225401,0.002226525713059303,-2.6242053981516538,0.000000007536766496181137,0.30773531036410434,6.277043091180243,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000794793535627808,0.006286595139553361,-1.1066213171143966,0.03200516627058346,0.003555213976173538,-1.6783913159874029,0.315101729674907,0.043387193865634166,1.7704559771882904,0.0017709180198839049,0.04019737436267948,1.6784147013266333,0.0001533540300662311
ENSMUSG00000040136,Abcc8,0.27776064092327474,1.292239092950082,0.000000000000000003422269088982246,0.206926785415796,0.2756810851269278,0.14157671078884881,0.02849253980251654,-2.7572498694864302,0.0000000000001032464698276096,0.020456204988732348,-3.2527908994579033,0.00000000000000000015846186602907448,0.027756518189703528,-2.7189929177435315,0.00003916045440733386,0.10078197833096482,-0.8803416894591596,0.029694744675311267,0.04763986728072541,-1.9196076116155054,0.10290729865266339,0.02066056850744484,-3.1035093888316427,0.0015620794527215628,0.007592837379617234,-4.52809660036002,0.0000000027963549678617685
ENSMUSG00000030249,Abcc9,0.0014500444433404325,-4.752728588832062,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000010175010868475553,0.0023960952456669295,-3.711466381423814,0.000000000000000000000000000000000000000007391576622653168,0.006888306325883119,-1.870636879788119,0.000013321195121831056,0.005148840711449639,-2.305647090313622,0.000000019796810718109362,0.08608543322603703,1.9582718074248984,0.0000011923807846872192,0.0017681048829993828,-3.714246398876657,0.0000000001646279973840373,0.01777606988086769,-0.3989822220823127,0.9921158751981444,1.0075470575463934,7.402348832976856,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034275420341588576,0.016972224730909112,-0.4900389128990108,0.6952086287584881
ENSMUSG00000055782,Abcd2,0.0396139801116833,-0.8910775266755064,0.00000002817906375170269,0.0415962134647779,-0.667538946001625,0.0005863684692450948,0.2116588671044086,2.1894186539184872,0.0000000000000000000008000971624133226,0.023795993558321304,-1.4025627777060095,0.000021800856422542755,0.06154706207282086,0.054167746466442956,0.8569790775258843,0.06679507335775446,0.17768392288437607,0.6502178121072838,0.28441711809388304,2.3559601074782277,0.0000001086807546470332,0.07575541786063109,0.36286466239230997,0.583984730842418,0.030817987011387597,-0.953972109068169,0.21126400417000957
ENSMUSG00000028127,Abcd3,0.4470147646714792,-0.6258334692099956,0.0000557525578943499,0.6552841277849918,0.2064152596513672,0.2830352146694187,0.9114481688475345,0.6954044351960086,0.010118290384355778,0.6473623510719924,0.14563901675329105,0.6204141406202174,0.5676006835604591,-0.0593269266547547,1,0.48092452817583214,-0.3149371572209382,0.5128180657252193,0.6342501733493592,0.10473773213205906,0.8419660524399244,0.5468163798303735,-0.11293336626169481,1,1.253711442622681,1.1328528479291966,0.006177580427965147
ENSMUSG00000038762,Abcf1,0.2295080981704144,-0.022304609060329383,0.9163019715010939,0.2305043626331586,-0.009380727624321406,0.990067520668881,0.19224636745873797,-0.2892551170979121,0.44315826463159363,0.24909256414850953,0.11623462332014523,0.6962897323085191,0.2196385352402627,-0.0771089546545154,1,0.27405625686490437,0.26151108121454314,0.5230735422219492,0.24744289274167824,0.10009292489547406,0.848657608320897,0.22037939741274498,-0.06969609405734767,0.9710855954833612,0.24341743364067017,0.07566949543223611,0.789365808050864
ENSMUSG00000029802,Abcg2,0.04998025528109575,-2.0346496919570822,0.0000000000000000000000000000000000046903738439605934,0.026932110561296286,-2.758859508985616,0.00000000000000000000000000000000000000013205241860480939,0.07796310341567712,-0.9155448566300541,0.009061808856760877,0.07138798067496391,-1.0565409372922483,0.0009096403185641113,2.210464745687259,4.880792486190435,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015347980657926533,0.015520031750772361,-3.2586743104212363,0.0000000000003326795383600323,0.18984842632766694,0.4345934065386903,0.5563843520969866,0.6032886004173894,2.1801504932516145,0.0000007823503807340736,0.6087669028481347,2.2475424019205126,0.00000000017966827628799136
ENSMUSG00000024254,Abcg8,0.0004936321509244025,-0.8323757334169795,0.07255976717400578,0.0002875314294800315,-1.4564429558473986,0.015685670618396052,0.00031310483299468725,-0.7559252209114273,0.4964747560256683,0.0006957892853310322,0.1349618313890506,1,0,-0.9536602436605808,0.6650506101847576,0.0005893682943331276,0.03707448826662052,1,0,-0.11225268955790213,1,0.000688685616914828,0.8650928513263665,0.8549775138695977,0.011612574815885183,4.776154048260304,0.00000000000000003865018480666656
ENSMUSG00000038459,Abhd17c,0.24595221919808355,0.5583520773408459,0.0002616337914148967,0.12124241943074662,-0.9038583017719426,0.0000006778401242323605,0.197725702036145,-0.010730123871543373,1,0.16030985134026982,-0.340010933599316,0.28550457360027964,0.1790094289046097,-0.15623140673488,1,0.2705200470989056,0.4780459723186907,0.16636526961671716,0.3455667984840679,0.8159010232860093,0.21141213849234886,0.1597750631242401,-0.31826087152278326,0.9855356052661186,0.17150879728076576,-0.21862202796985208,0.9361209615961013
ENSMUSG00000040997,Abhd4,0.0625987271391008,-2.360458771109842,0.000000000000000000000000000000000000000000000006951621813048766,0.08199437930672232,-1.684722220260761,0.0000000000000000001504459218511737,0.604135775263249,1.7298470489621622,0.0000000000001277357872071663,0.8288241966863256,2.4171729439741805,0.00000000000000000000000000000007856812414981794,0.43847253372140355,1.0706097156459151,0.011143635611105665,0.07327812459541887,-1.6200873156323485,0.00003518012707859084,0.28370607529864833,0.4037810923770584,0.5766848776726623,0.4648627914175089,1.1378250103008598,0.02923906243334166,0.48638822978842167,1.2246961342356804,0.002791408060103862
ENSMUSG00000032540,Abhd5,0.04100232053615818,-1.6250190470656398,0.000000000000000000000002652065634036449,0.040302322032117754,-1.4465410541856172,0.00000000000003356977865884002,0.1144398164595582,0.3530931060097817,0.22614603532201288,0.4092632576317132,2.766809273906855,0.000000000000000000000000000000000000000001242692774421127,0.16694137751778207,0.9061064398339123,0.032127995095335794,0.05186440990131523,-0.8590854241264534,0.0393637849880697,0.09670182015192023,0.08773231695923522,0.866227145210639,0.16597323367647357,0.8829869727067634,0.11502359456265832,0.17552853471703372,0.9786096616411091,0.01804649363121697
ENSMUSG00000058835,Abi1,0.8266795927512103,0.5029137322744444,0.0009761783052364713,0.4881804453521802,-0.6226218684060737,0.0006182216179240719,0.8043663159633515,0.2596668991187261,0.4161636044638636,0.3927034726408346,-0.8567633434356059,0.0038236812610456922,0.7361511345964848,0.11296376955366394,0.8607835621885536,0.8811056000280257,0.3974361694486071,0.26733434359721675,0.7807249891677089,0.19793603697070938,0.8667273090908602,0.5812506606761149,-0.23500796361347254,1,0.48281512984507235,-0.5109244541019233,0.46553576314349804
ENSMUSG00000035258,Abi3bp,0.017832461452144042,1.1509585437881231,0.00000000006046586512092638,0.004888034301160536,-1.5621904583315764,0.000000000013302821852578769,0.005635886993904371,-1.120510706967397,0.007176160711743902,0.002087367855993097,-2.5482242054202286,0.000000007259050310242517,0.005631757313852889,-1.0209930131186402,0.23469251728898838,0.016502312241327574,0.5095175949396227,0.20002168846892204,0.0014220855904694153,-2.5197565161513387,0.09381930154556156,0.002754742467659312,-1.8266684083343714,0.15242728050821527,0.05404313664315796,2.33210759282918,0.0000000013986423257078862
ENSMUSG00000038827,Abitram,0.10054669874141424,0.3368051805730419,0.03743914416294196,0.07471024975989486,-0.31414990879713356,0.11246582786056959,0.07952862758065056,-0.15827458886957269,0.7781037703884339,0.08307724066852525,-0.09164792005098787,0.8815138952965407,0.06436294072974731,-0.4579516397157519,0.6593275416059342,0.11748074667040344,0.44959300338235275,0.17435582668451832,0.07679262188534842,-0.19018553811770245,1,0.05716090620393073,-0.6181698912597571,0.757461911517821,0.061635974022775195,-0.5190537839551479,0.5901214913523037
ENSMUSG00000026842,Abl1,0.1336200528533492,-1.6075813380228343,0.0000000000000000000000013721000663991598,0.16312616432500454,-1.0715271309208856,0.0000000035249447237921127,0.24719626564930558,-0.2785395436154994,0.46366854035845867,1.3080838564223405,2.744505087519058,0.0000000000000000000000000000000000000000003581896736127685,0.3053217000867388,0.048809637173335085,0.8521925597810094,0.22022728598247868,-0.44932524132588636,0.29925155202793563,0.8240985996770261,1.525849908532618,0.005519969167903369,0.4614193633329348,0.6579983120555966,0.2597987659277592,0.4895146922388523,0.7553211687178749,0.09994687995186242
ENSMUSG00000078453,Abracl,0.029247704942270848,0.8206785828491086,0.0000007693513909608787,0.01255553908729471,-0.9886445421226231,0.0000017549916104019216,0.01080211673831671,-1.0505912357943314,0.00636627731232641,0.004731367140251019,-2.2664274968861857,0.000000004734675282361278,0.02413610277365524,0.17919945014822591,0.7443549610632334,0.03261171228643306,0.6435667319057492,0.0592003067428903,0.04195152491884775,0.9958961142977207,0.1658748492013521,0.03236822399499692,0.6167364111542195,0.3852775913703995,0.03707091191224885,0.8162981897043107,0.08072445946607495
ENSMUSG00000035234,Abraxas1,0.015888784857879205,-0.5784627175517336,0.0017738687487249831,0.021181481971695656,0.061874185118255376,0.7935509816839463,0.027553225303532478,0.47393465566009585,0.14409008495803527,0.019899573560467523,-0.04174777462037138,1,0.03258373874443458,0.7090115681583118,0.17071650872512614,0.025735748852546574,0.3597697701121776,0.3817078561446971,0.03555213976173538,0.8367961229953433,0.2847360729674621,0.022037939741274496,0.1455713098921132,0.8405599132146825,0.028584799546794295,0.5136297350814338,0.32706372156528235
ENSMUSG00000030965,Abraxas2,0.14849072139994682,0.006084561845610903,0.9823237218829848,0.16470758718714473,0.21192001121676052,0.2764284437338932,0.1310343726082766,-0.18995280769155753,0.7128411947041248,0.10422923494258862,-0.5473009119381831,0.09212614266729138,0.13355310201422566,-0.1503252537830937,1,0.14459168820972731,-0.03562048671620621,1,0.22540056608940232,0.6226979670728263,0.3681591805635782,0.14600135078594353,-0.015531024948494121,0.9207814912804397,0.15498321004277532,0.07063030826215044,0.7987429270119235
ENSMUSG00000036880,Acaa2,0.03547981084769143,-1.5823297259803617,0.0000000000000000000001209098130100838,0.03426416201303709,-1.435810932081548,0.00000000000011955978141453422,0.22433961284069343,1.7962134328382433,0.00000000000004588003055132068,0.03910335783560401,-1.0504446659669116,0.0011756532662752332,0.20676594709431323,1.4986455605688258,0.00011497897821816046,0.05815100504086859,-0.433385764901685,0.40700811108557877,0.08888034940433845,0.2127797739081494,0.7666777829476675,0.23139836728338223,1.6365460416713695,0.0009901767067558322,0.584648478230527,3.220014019577171,0.0000000000000000000000002992828279892727
ENSMUSG00000020532,Acaca,0.18036084714400358,-0.7097233425492073,0.000005068944430354473,0.2050099092192625,-0.36285146120085265,0.056585850660741274,0.4115763029715164,0.8147981072494643,0.002157744437162651,0.6807602367678819,1.729298748653226,0.000000000000004640370787967276,0.20475460519650862,-0.2840124198617091,0.8486830550761294,0.11099769543273903,-1.2127675714010004,0.0018765327382636076,0.16140671451827862,-0.625063601784253,0.7859569473949957,0.19007723026849255,-0.38748719687026156,0.9269269795693935,0.23359140879645962,-0.08839349573475985,1
ENSMUSG00000042010,Acacb,0.004566097396050723,-3.447642349541707,0.0000000000000000000000000000000000000000000000000000000000000000005397394871273856,0.008098801930354222,-2.293044800105048,0.00000000000000000000000020430125169688045,0.09267903056642743,1.8228425718456123,0.00000000000017115100880011668,0.006401261425045496,-2.3814240353950824,0.00000000039356871083494743,0.37571866650989993,4.199085961932426,0.000000000000000000000000000000000000000000000000000004671185812617848,0.0041255780603318935,-2.952533905886785,0.0000000017815337163045964,0.020620241061806523,-0.5757588984712214,0.850292526037793,0.1811243172485998,2.6577036998257344,0.0000000006344895472988148,0.13756434781894755,2.274938635550667,0.0000000005331374912229467
ENSMUSG00000030607,Acan,0.008731118669475369,-0.8805154448562869,0.0000020695794962940587,0.021277325781522333,1.0623389573234396,0.000000014397840696831243,0.033032559880939505,1.5445740099170955,0.00000001276367252884054,0.00821031356690618,-0.7042648655381667,0.06374333392220594,0.002413610277365524,-2.257614904807684,0.00617936832069137,0.005107858550887106,-1.36525195926267,0.004516409929436111,0.006399385157112369,-0.8974544693769557,0.6692376797966704,0.002066056850744484,-2.274631912340247,0.06346404365096546,0.00044663749291866086,-3.9164101749313325,0.00007495253491986986
ENSMUSG00000020681,Ace,0.006448069971450008,-3.569926718153558,0.00000000000000000000000000000000000000000000000000000000000000000000000000035941457855860345,0.035126756301477186,-0.5877919335109443,0.003368499378950067,0.02019526172815733,-1.3157967406697528,0.0003557846279971005,0.009184418566369625,-2.4821350149624566,0.00000000001813959207338634,0.11142834113837502,1.275726165609595,0.001985858077669542,0.009822804905552127,-2.3433065289365382,0.00000013567516853016438,0.028441711809388304,-0.7373140527427751,0.7459401348729793,0.20040751452221497,2.1468047094499116,0.0000030400405949401987,0.9102472105682308,5.291803812622626,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031464025064598367
ENSMUSG00000015405,Ace2,0.0030852009432775157,-3.8043072497580788,0.000000000000000000000000000000000000000000000000000000000000000001799835821240935,0.002108563816186898,-4.0580318782291664,0.000000000000000000000000000000000000000000000025364684915974357,0.007514515991872494,-1.9064300171215818,0.00000824844480965104,0.0057054721397144645,-2.319350816623233,0.000000012940442153965117,0.07602872373701401,1.5849766340596472,0.00023828772601765493,0.0023574731773325103,-3.4923165465925905,0.0000000004703541220988725,0.015642941495163567,-0.7377603723446642,0.7950045789548857,1.0585097931980907,7.0724808432798545,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012692267317328232,0.07012208638822975,1.4510604411260832,0.0009511665985924812
ENSMUSG00000045019,Acer1,0.0004319281320588522,-0.1973725501962278,0.8065833870747904,0.0005271409540467245,0.26869720292201826,0.805303304364515,0.0004696572494920309,0.3471682720526754,1,0.00013915785706620644,-0.9165684692510307,0.3646236588854939,0,-0.3321718669143099,0.8148936737164262,0.0007858243924441701,1.0626095803737563,0.5059321681656113,0.0014220855904694153,2.1701470411428225,0.41096267214913407,0,0.46233368182595846,1,0.0013399124787559825,1.938804385904863,0.18581474697813707
ENSMUSG00000023328,Ache,0.11603440747666736,-1.3483053053981742,0.000000000000000007884676475972207,0.5666286036953154,2.503957238062975,0.000000000000000000000000000000000000000000000000000000000003708189963342411,0.10003699414180257,-1.2180396106449574,0.0003295860438045758,0.057472194968343264,-2.051217995945813,0.00000000029934368683812663,0.051088084204236925,-2.146528377322395,0.0009021576133498824,0.13496533940228622,-0.756763253069705,0.0683064943415085,0.09670182015192023,-1.2063490020080874,0.3795311912578755,0.04407587948254899,-2.3348225900911137,0.015445511550659331,0.014292399773397147,-3.9544205252703573,0.00000004946662437564246
ENSMUSG00000037872,Ackr1,0.334806006364476,1.0176213508239056,0.000000000007909125080883587,0.2471332636380871,0.104403826446954,0.6216921682094683,0.05792439410401714,-2.105136189810322,0.0000000023883021287884173,0.052740827828092245,-2.2555794807258787,0.000000000008692956859826845,0.07683326049613586,-1.6333749086556724,0.010933795715822382,0.2504815250915792,0.10315004169869635,0.8250502912144086,0.06328280877588897,-1.8930293782045968,0.10678858749991169,0.1253407822784987,-0.9088354900824509,0.5120160190835992,0.0661023489519618,-1.8470277746913415,0.0047618333125977585
ENSMUSG00000044534,Ackr2,0.0016043044905043082,1.6825509978120223,0.000011881991318970662,0.0003833752393067087,-1.426448215549561,0.007286407848006907,0.00031310483299468725,-1.1073975914128056,0.26269568319155934,0.0008349471423972387,0.00943094930519095,1,0,-1.2946971614956482,0.3982112046589893,0.0011787365886662552,0.5480364075439983,0.6968147200116939,0,-0.45328960739296953,0.8965011736669539,0.000688685616914828,0.5189172101923258,1,0,-1.1391981260964101,0.4752705753032784
ENSMUSG00000044337,Ackr3,0.028754072791346445,-1.785424334840624,0.0000000000000000000000000009162678545181645,0.020750184827475607,-2.084423481981797,0.0000000000000000000000014490449340398046,0.11804052203899709,0.8327649629432319,0.0020138856953357833,0.016977258562077185,-2.147402355758761,0.000000000724974080298376,0.5330056029182199,3.262026331675016,0.00000000000000000000000000047004536677798515,0.019842065909215296,-1.8843990501927044,0.000006932969977071495,0.03484109696650067,-1.00185602337522,0.5556622858710237,0.9917072883573524,4.215797136160407,0.0000000000000000000000000000000000002191460391024886,0.2009868718133974,1.5933966804033397,0.00003791209194285527
ENSMUSG00000079355,Ackr4,0.0008021522452521541,-1.0805588852134775,0.0036288480845231216,0.0006709066687867403,-1.171875388463965,0.008669394429437694,0.002035181414465467,0.739485694831437,0.260128162963965,0.0019482099989268902,0.6683940314701236,0.26040371768214127,0.0020113418978046035,0.8377531345280023,0.5245324905812726,0.0011787365886662552,-0.009181102694252985,1,0.0014220855904694153,0.6381334203706253,0.9330036503817032,0.002066056850744484,1.0198154461250084,0.5746622296242252,0.01116593732296652,3.416851682709508,0.0000000016262614280131458
ENSMUSG00000020917,Acly,0.732056479820889,-0.4953945622670517,0.0015725260815383022,1.2657133525710988,0.6926183445218643,0.000028205997623201007,0.9062819391031223,-0.005970256217149722,1,1.0599653972732945,0.244319584532237,0.3860135447151892,0.714830910479756,-0.35757920028926016,0.6640729840309606,0.65577045549466,-0.49941564745265926,0.23060255128393609,0.9584856879763859,0.0767201771745542,0.9695587680993673,0.5778072325915408,-0.6639163134059978,0.7171913074350798,0.6708495143638286,-0.45010118861731396,0.5387939883495644
