Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000028127,Abcd3,0.5245096767442761,-0.5701520133820217,0.00049747431606055,0.7787303770795468,0.5701520133820217,0.000497474316060337
ENSMUSG00000038762,Abcf1,0.23372982870328352,0.05035272742321473,0.8133010859150431,0.22568822461580232,-0.05035272742321473,0.8133010859152494
ENSMUSG00000029802,Abcg2,0.039473917346699985,-3.4494841047313374,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000058831286011778095,0.43138058816935915,3.4494841047313374,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000058831286011778095
ENSMUSG00000024254,Abcg8,0.0004423801081957757,-1.8342736482591473,0.000013408307008218314,0.0015900323254315707,1.8342736482591473,0.000013408307008218314
ENSMUSG00000038459,Abhd17c,0.2033587328136889,0.1178323861104209,0.5475558811655611,0.18738290041222358,-0.1178323861104209,0.5475558811658257
ENSMUSG00000040997,Abhd4,0.07169960676680766,-3.1230497688603727,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006868210571911667,0.6247863382991266,3.1230497688603727,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006868210571908935
ENSMUSG00000032540,Abhd5,0.042383417289064515,-2.447729176806868,0.000000000000000000000000000000000000000000000000000000006481790029051508,0.231277429153683,2.447729176806868,0.000000000000000000000000000000000000000000000000000000006481790029051877
ENSMUSG00000058835,Abi1,0.7103943952842319,0.23491028060360547,0.19962054732586856,0.6036340900911126,-0.23491028060360547,0.19962054732586856
ENSMUSG00000035258,Abi3bp,0.013067227811321375,0.5228990545684784,0.015678819745701362,0.009058365975185917,-0.5228990545684784,0.015678819745701362
ENSMUSG00000038827,Abitram,0.09264460342792304,0.29641446058047993,0.11152435151602087,0.07540607846364873,-0.29641446058047993,0.11152435151599847
ENSMUSG00000026842,Abl1,0.15457781857533165,-2.169552206238877,0.0000000000000000000000000000000000000000000003960303618457998,0.6954705025842209,2.169552206238877,0.0000000000000000000000000000000000000000000003960303618457998
ENSMUSG00000078453,Abracl,0.023463160353922104,0.47754313066092635,0.018554018874050757,0.016815796411382367,-0.47754313066092635,0.018554018874050757
ENSMUSG00000035234,Abraxas1,0.01856294992467659,-0.4964040095027622,0.009321220186570642,0.02616325917301039,0.4964040095027622,0.009321220186570642
ENSMUSG00000030965,Abraxas2,0.15422051156486583,0.2365941452372704,0.20299798951653675,0.1308644786627923,-0.2365941452372704,0.20299798951650178
ENSMUSG00000036880,Acaa2,0.03712589984935318,-2.367429455015228,0.0000000000000000000000000000000000000000000000000005979273637596726,0.19162298661337443,2.367429455015228,0.0000000000000000000000000000000000000000000000000005979273637596726
ENSMUSG00000020532,Acaca,0.18399609577035073,-1.2257198001454082,0.000000000000006111578583541335,0.4303205666190714,1.2257198001454082,0.000000000000006111578583539598
ENSMUSG00000042010,Acacb,0.005955116841096981,-4.123854445727222,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005702455980282252,0.10407484311915735,4.123854445727222,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005702455980282252
ENSMUSG00000030607,Acan,0.012709920800855557,-0.16425721491358836,0.427987911472167,0.014213925333403434,0.16425721491358836,0.427987911472167
ENSMUSG00000020681,Ace,0.016912531828715428,-3.014820808133309,0.0000000000000000000000000000000000000000000000000000000000000000000000000000019933283716604064,0.13679096278485542,3.014820808133309,0.0000000000000000000000000000000000000000000000000000000000000000000000000000019933283716604064
ENSMUSG00000015405,Ace2,0.002892485322818534,-5.035858959175863,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028663531981355,0.09540193952589424,5.035858959175863,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028663531981355
ENSMUSG00000045019,Acer1,0.0004934239668337499,0.08326419154888143,0.8874335648000186,0.00043364517966315564,-0.08326419154888143,0.8874335648000186
ENSMUSG00000023328,Ache,0.27701502082828555,2.0349927007386475,0.000000000000000000000000007525791636320733,0.06755228243197157,-2.0349927007386475,0.000000000000000000000000007525791636323673
ENSMUSG00000037872,Ackr1,0.29515260526431236,2.2398206544391277,0.00000000000000000000000000000018563850402443671,0.062444905871494406,-2.2398206544391277,0.00000000000000000000000000000018563850402444726
ENSMUSG00000044534,Ackr2,0.0011229648900354307,1.2424627863981357,0.011151725681752272,0.00043364517966315564,-1.2424627863981357,0.011151725681752272
ENSMUSG00000044337,Ackr3,0.025113578449883267,-2.985519543263606,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000010161955084357396,0.19899495466764808,2.985519543263606,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000010161955084357396
ENSMUSG00000079355,Ackr4,0.0007656578795696118,-1.9781363531152625,0.000000003460572714639963,0.0030355162576420893,1.9781363531152625,0.000000003460572714639963
ENSMUSG00000020917,Acly,0.9142295374452085,0.02733448923158019,0.9040075677134007,0.8970673283298479,-0.02733448923158019,0.9040075677134007
ENSMUSG00000022126,Acod1,0.0007486432600236205,-0.09730805409293986,0.9134971328140563,0.00077092476384561,0.09730805409293986,0.9134971328140563
ENSMUSG00000043487,Acot6,0.03522026246020214,-1.619370880131671,0.000000000000000000000003972069737507883,0.10821856372482751,1.619370880131671,0.00000000000000000000000397206973750698
ENSMUSG00000020777,Acox1,0.8333590507431116,-0.34936790328602557,0.038564182511440094,1.061707948208626,0.34936790328602557,0.038564182511439
ENSMUSG00000002103,Acp2,0.3601994957886374,-0.16652355299531796,0.3501700907401129,0.40425367304154175,0.16652355299531796,0.35017009074010375
ENSMUSG00000001348,Acp5,0.0023139882582548267,-1.0183760703269567,0.0005225819290486723,0.004673731380814011,1.0183760703269567,0.0005225819290486723
ENSMUSG00000022622,Acr,0.007877768849794006,0.896851067317999,0.00023651781563709432,0.004191903403410504,-0.896851067317999,0.00023651781563709432
ENSMUSG00000018796,Acsl1,0.13773334522480019,-1.2641689827548082,0.0000000000000009097897367627986,0.3308230892852474,1.2641689827548082,0.0000000000000009097897367627986
ENSMUSG00000031278,Acsl4,0.7257415821147161,1.6870527875473917,0.00000000000000000004791730931885008,0.22535094503161987,-1.6870527875473917,0.000000000000000000047917309318852803
ENSMUSG00000020333,Acsl6,0.9284367447661114,-1.0732383174208828,0.000000000009152248683925126,1.9536197171802565,1.0732383174208828,0.000000000009152248683925126
ENSMUSG00000027452,Acss1,0.05026118613885852,-2.9646319931107956,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000026330164162864603,0.39244888759515584,2.9646319931107956,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000026330164162866103
ENSMUSG00000027605,Acss2,0.3323805928309415,-0.5058278827488505,0.0022410003672895715,0.47195050386673437,0.5058278827488505,0.0022410003672895715
ENSMUSG00000068614,Actc1,0.0003913362495578016,0.08326419154887965,0.8736170450212116,0.00033727958418245437,-0.08326419154887965,0.8736170450212116
ENSMUSG00000059430,Actg2,0.00023820467364387923,-5.884826560496375,0.00000000000000000000000000000000000000000002482739771901359,0.015033032894989395,5.884826560496375,0.00000000000000000000000000000000000000000002482739771901359
ENSMUSG00000027671,Actl6a,0.06899428225899502,-0.9639726775783983,0.000000002972088950537411,0.1345745540887993,0.9639726775783983,0.000000002972088950537411
ENSMUSG00000029712,Actl6b,0.39855044824530195,2.6488342690100906,0.000000000000000000000000000000000000000015330196487396978,0.06350492742178213,-2.6488342690100906,0.000000000000000000000000000000000000000015330196487396978
ENSMUSG00000015143,Actn1,0.30464676297097554,0.7584063080218073,0.00001965757368468393,0.18005911515569029,-0.7584063080218073,0.00001965757368468393
ENSMUSG00000052374,Actn2,0.21428211856221538,3.023468169656771,0.0000000000000000000000000000000000000000000000018697941159476205,0.02630780756623144,-3.023468169656771,0.0000000000000000000000000000000000000000000000018697941159476205
ENSMUSG00000025228,Actr1a,0.3302027215290546,-0.012221976215233799,0.9454476106343667,0.3329913151835632,0.012221976215233799,0.9454476106343629
ENSMUSG00000037351,Actr1b,0.6663605598992062,1.2130307664138724,0.000000000013767901192228418,0.2874103885211915,-1.2130307664138724,0.000000000013767901192228418
ENSMUSG00000020152,Actr2,1.4891024880456192,0.8600901610811733,0.000001104086212674125,0.8203603143272097,-0.8600901610811733,0.0000011040862126741231
ENSMUSG00000026836,Acvr1,0.09817435478037023,-0.43073388857691075,0.011270431355367008,0.13230996259500283,0.43073388857691075,0.011270431355367008
ENSMUSG00000000532,Acvr1b,0.5097069577392636,2.046463845281505,0.0000000000000000000000000018328558641319977,0.1233479622152976,-2.046463845281505,0.0000000000000000000000000018328558641314772
ENSMUSG00000026834,Acvr1c,0.05260920363620533,2.032396877229435,0.0000000000000000000000230517537556333,0.012816624198933266,-2.032396877229435,0.0000000000000000000000230517537556333
ENSMUSG00000052155,Acvr2a,0.3724670364812972,1.6714594388840789,0.0000000000000000001459680252618794,0.11689146731809061,-1.6714594388840789,0.0000000000000000001459680252618794
ENSMUSG00000061393,Acvr2b,0.07287361551548106,-0.3816676054655055,0.028072395197941427,0.09492011154849073,0.3816676054655055,0.02807239519794295
ENSMUSG00000000530,Acvrl1,0.027070259697672277,-4.3910837956903634,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174937088629024,0.5683160993474357,4.3910837956903634,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174937088629024
ENSMUSG00000017697,Ada,0.0018205642914210772,-3.763619094695362,0.00000000000000000000000000000000000000000000000002206760042831177,0.02491050643176127,3.763619094695362,0.00000000000000000000000000000000000000000000000002206760042831177
ENSMUSG00000027719,Adad1,0.00037432163001181024,-0.6785760712563551,0.3887655823236349,0.0005781935728842075,0.6785760712563551,0.3887655823236349
ENSMUSG00000024266,Adad2,0.0007486432600236205,0.8202297857150871,0.1330641225104738,0.000385462381922805,-0.8202297857150871,0.1330641225104738
ENSMUSG00000054693,Adam10,0.3335546015796149,-1.0271946552529503,0.00000000008314967375839473,0.679811093318607,1.0271946552529503,0.00000000008314967375839473
ENSMUSG00000052593,Adam17,0.02390554046211788,-2.375234308214358,0.0000000000000000000000000000000000000000000000000008332050366109681,0.12407070418140285,2.375234308214358,0.0000000000000000000000000000000000000000000000000008332050366111101
ENSMUSG00000031552,Adam18,0.0065506285252066795,-0.028182344627702527,0.9155162623275344,0.006649226088168386,0.028182344627702527,0.9155162623275344
ENSMUSG00000014725,Adam28,0.0003913362495578016,-0.8236264040596382,0.1867874542711171,0.0006745591683649087,0.8236264040596382,0.1867874542711171
ENSMUSG00000022057,Adamdec1,0.0005274532059257326,-1.5891611504226155,0.004973803063601019,0.0015900323254315707,1.5891611504226155,0.004973803063601019
ENSMUSG00000022893,Adamts1,0.03421639990698865,-2.6094327607206202,0.0000000000000000000000000000000000000000000000000000000000000041144451875013847,0.20887242820441995,2.6094327607206202,0.000000000000000000000000000000000000000000000000000000000000004114445187501619
ENSMUSG00000014852,Adamts13,0.0008337163577535774,0.8202297857150871,0.12139203020897338,0.00043364517966315564,-0.8202297857150871,0.12139203020897338
ENSMUSG00000059901,Adamts14,0.0019226520086970253,-2.940271322911908,0.00000000000000000000000000000000000009292643693164907,0.014840301704027992,2.940271322911908,0.00000000000000000000000000000000000009292643693164907
ENSMUSG00000053399,Adamts18,0.007214198687500343,2.4747332196893197,0.00000000000000021767747098323017,0.0012527527412491163,-2.4747332196893197,0.00000000000000021767747098323017
ENSMUSG00000022449,Adamts20,0.08338865039490373,-0.8443143287131463,0.0000002472668174941894,0.14970395257926938,0.8443143287131463,0.00000024726681749420345
ENSMUSG00000043635,Adamts3,0.1455430555964102,2.207707004706418,0.000000000000000000000000000022501361945837624,0.031463366924448954,-2.207707004706418,0.000000000000000000000000000022501361945837624
ENSMUSG00000022894,Adamts5,0.009426099228479222,-0.8971070017021869,0.000002369177204984558,0.017538538377487627,0.8971070017021869,0.000002369177204984558
ENSMUSG00000046169,Adamts6,0.0252496954062512,-1.3927639376191112,0.00000000000000008382236823148791,0.06629952969072246,1.3927639376191112,0.00000000000000008382236823147362
ENSMUSG00000027951,Adar,0.5999865290502938,1.3965857311721246,0.000000000000012808347582023796,0.2278564505141181,-1.3965857311721246,0.000000000000012808347582021613
ENSMUSG00000020262,Adarb1,0.6458749579658326,0.7054338896608314,0.00006715441508804803,0.3960625974256821,-0.7054338896608314,0.00006715441508804803
ENSMUSG00000020431,Adcy1,1.706430223506567,1.2518520261884114,0.000000000003042038937781632,0.7165263851967542,-1.2518520261884114,0.000000000003042038937782497
ENSMUSG00000021536,Adcy2,0.548381187967302,1.344858009417352,0.00000000000010259122129459792,0.2158589338767708,-1.344858009417352,0.00000000000010259122129455127
ENSMUSG00000020654,Adcy3,0.26792921399072617,1.7874419092801965,0.0000000000000000000010688772449730883,0.07757430436196451,-1.7874419092801965,0.0000000000000000000010688772449730883
ENSMUSG00000022376,Adcy8,0.1544076723798717,1.252752127056075,0.000000000007884424491059106,0.06475768016303124,-1.252752127056075,0.000000000007884424491059106
ENSMUSG00000024256,Adcyap1,0.09970567053950945,3.0096082636325425,0.000000000000000000000000000000000000000000004361941337432016,0.01233479622152976,-3.0096082636325425,0.000000000000000000000000000000000000000000004361941337432016
ENSMUSG00000029778,Adcyap1r1,0.41314899181576253,-0.6540697083272622,0.00005739085459919722,0.650130489910551,0.6540697083272622,0.00005739085459914655
ENSMUSG00000030000,Add2,1.6641148646956865,2.5418773852876466,0.0000000000000000000000000000000000000019405074415483384,0.2857239906002792,-2.5418773852876466,0.0000000000000000000000000000000000000019405074415483384
ENSMUSG00000031486,Adgra2,0.01621493242732978,-3.575396407117536,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006008442788709583,0.19345393292750776,3.575396407117536,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006008442788709583
ENSMUSG00000029090,Adgra3,0.03695575365389327,-1.166932836215941,0.0000000000015115316386344217,0.08297077770888378,1.166932836215941,0.0000000000015115316386344645
ENSMUSG00000034730,Adgrb1,2.982203411684546,1.320956732084562,0.00000000000019698408934812876,1.1936806312194463,-1.320956732084562,0.00000000000019698408934812876
ENSMUSG00000004730,Adgre1,0.006006160699734955,-4.090052993541573,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021186609855527964,0.10253299359146613,4.090052993541573,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021186609855527964
ENSMUSG00000002885,Adgre5,0.007724637273880084,-4.958533335694174,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002402338609828973,0.24067307471305135,4.958533335694174,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002402338609828973
ENSMUSG00000041293,Adgrf1,0.0010378917923054738,0.5456074056060807,0.2733038951915226,0.0006745591683649087,-0.5456074056060807,0.2733038951915226
ENSMUSG00000056492,Adgrf5,0.08020691653980334,-3.2573902007527535,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001483180917867399,0.7671183228241223,3.2573902007527535,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001483180917867399
ENSMUSG00000031785,Adgrg1,0.13102958512367957,-3.3632016776900455,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002362885857220804,1.348491960359193,3.3632016776900455,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023628858572226842
ENSMUSG00000031298,Adgrg2,0.005410649015625257,-0.3839580402437708,0.09962013017052762,0.0070346884700911915,0.3839580402437708,0.09962013017052762
ENSMUSG00000061577,Adgrg5,0.0022459297800708614,0.6956031312013415,0.1284874175186599,0.0013491183367298175,-0.6956031312013415,0.1284874175186599
ENSMUSG00000039116,Adgrg6,0.009187894554835343,-1.2863996699997404,0.000000000001676752900715188,0.02240500094926304,1.2863996699997404,0.000000000001676752900715188
ENSMUSG00000022755,Adgrg7,0.00018716081500590512,-0.7240907305087241,0.471599710366666,0.00028909678644210374,0.7240907305087241,0.471599710366666
ENSMUSG00000013033,Adgrl1,0.9918332171944751,1.0483007981515713,0.0000000037498258485142475,0.47956338590970976,-1.0483007981515713,0.000000003749825848515314
ENSMUSG00000028184,Adgrl2,0.2828680499521066,1.520864757284969,0.00000000000000012319179179834879,0.09853382137901703,-1.520864757284969,0.00000000000000012319179179834879
ENSMUSG00000037605,Adgrl3,0.5527029013319839,0.8309280213541081,0.000002686556050940603,0.3106826798297808,-0.8309280213541081,0.000002686556050940603
ENSMUSG00000069170,Adgrv1,0.00272233912735862,-2.6706273181408635,0.000000000000000000000000000000000000004215708680363035,0.017393989984266577,2.6706273181408635,0.000000000000000000000000000000000000004215708680363035
ENSMUSG00000028138,Adh5,0.3219846602883408,-0.8480416514752582,0.00000011728248794771851,0.5795908740186777,0.8480416514752582,0.00000011728248794772184
ENSMUSG00000022878,Adipoq,0.0006975994013856463,0.3056566128853291,0.6100566480284539,0.0005300107751438569,-0.3056566128853291,0.6100566480285927
ENSMUSG00000026457,Adipor1,0.264271070788338,-1.1893282760167547,0.000000000000034458966461913176,0.6026704341363056,1.1893282760167547,0.00000000000003445896646190534
ENSMUSG00000030790,Adm,0.01842683296830866,-0.7726960933164859,0.00001594524223051235,0.031463366924448954,0.7726960933164859,0.00001594524223051235
ENSMUSG00000042429,Adora1,0.5723888161466958,0.09891558457076999,0.6162846520195266,0.5344435925359692,-0.09891558457076999,0.6162846520195266
ENSMUSG00000020178,Adora2a,0.22636249843986925,1.7664849764792558,0.00000000000000000005451197442883954,0.06649226088168386,-1.7664849764792558,0.00000000000000000005451197442883954
ENSMUSG00000018500,Adora2b,0.0053425905374412915,-3.930410745348196,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004805936606445486,0.08166984216989431,3.930410745348196,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004805936606445486
ENSMUSG00000031448,Adprhl1,0.0015653449982312064,-0.4861014541212558,0.19663638212234505,0.0021682258983157783,0.4861014541212558,0.19663638212234505
ENSMUSG00000045875,Adra1a,0.09859972026902002,0.07655916767099002,0.7121365169451077,0.09347462761628021,-0.07655916767099002,0.7121365169450676
ENSMUSG00000050541,Adra1b,0.13516413767335547,1.4912371897263457,0.000000000000001295994271948092,0.04803824934712957,-1.4912371897263457,0.000000000000001295994271948129
ENSMUSG00000033717,Adra2a,0.01941368090197616,-1.7019033784275162,0.0000000000000000000000010186418470299602,0.06316764783759966,1.7019033784275162,0.0000000000000000000000010186418470299602
ENSMUSG00000035283,Adrb1,0.17130318958904114,1.140403756814595,0.00000000033487060454994944,0.0776706699574452,-1.140403756814595,0.00000000033487060454994944
ENSMUSG00000045730,Adrb2,0.005189458961527369,-3.2315744785521625,0.0000000000000000000000000000000000000000000000000000000000000000000018580663084974408,0.04885735690871553,3.2315744785521625,0.0000000000000000000000000000000000000000000000000000000000000000000018580663084974408
ENSMUSG00000031489,Adrb3,0.005393634396079265,1.3193315497824054,0.0000025216950814670122,0.0021200431005754276,-1.3193315497824054,0.0000025216950814670122
ENSMUSG00000058022,Adtrp,0.0008847602163915514,-2.2495112855754735,0.000000000018183315003175604,0.004240086201150855,2.2495112855754735,0.000000000018183315003175604
ENSMUSG00000030232,Aebp2,0.21729370622185584,-0.27542245334859916,0.11204261803272099,0.2629817100668337,0.27542245334859916,0.11204261803272099
ENSMUSG00000025083,Afap1l2,0.02218706388797275,-3.6331591223461266,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006787964960972138,0.2754610546815845,3.6331591223461266,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006787964960972138
ENSMUSG00000068036,Afdn,0.2591836995440866,-0.19797970804970388,0.26241004297600584,0.29728786205796337,0.19797970804970388,0.26241004297594595
ENSMUSG00000024527,Afg3l2,0.3305259993004284,0.4549228476704301,0.010720849358588648,0.2411067198927145,-0.4549228476704301,0.010720849358588648
ENSMUSG00000054932,Afp,0.0006295409232016808,-0.4236957971710016,0.44355705351084984,0.0008191075615859606,0.4236957971710016,0.44355705351084984
ENSMUSG00000015452,Ager,0.002467119834168749,-1.962925441471187,0.00000000000000005864835037841959,0.009636559548070125,1.962925441471187,0.00000000000000005864835037841959
ENSMUSG00000033400,Agl,0.13249284240463483,-1.2140018491042128,0.00000000000001536443556943023,0.30735806678569666,1.2140018491042128,0.00000000000001536443556943023
ENSMUSG00000041530,Ago1,0.18668440565861735,0.03618327721776149,0.871344851662306,0.18203460986304465,-0.03618327721776149,0.8713448516621339
ENSMUSG00000036698,Ago2,0.20795268009110657,0.16384602185781194,0.38903944018445785,0.1856001368958306,-0.16384602185781194,0.38903944018454645
ENSMUSG00000028842,Ago3,0.20939892275251584,-0.23462602608037963,0.18044071471331097,0.24635864484641273,0.23462602608037963,0.18044071471331097
ENSMUSG00000001211,Agpat3,1.1885562483852274,-0.48783611156787304,0.0031073517532895305,1.6667875222319493,0.48783611156787304,0.0031073517532895305
ENSMUSG00000023827,Agpat4,0.5067293993187151,-1.567182231438049,0.000000000000000000000002750970974138502,1.5016168915780272,1.567182231438049,0.000000000000000000000002750970974138346
ENSMUSG00000042410,Agps,0.1802869087093246,-0.7395087706841732,0.000009267695743904183,0.30099793748397036,0.7395087706841732,0.000009267695743906536
ENSMUSG00000036231,Agr3,0.0017354911936911202,-2.274629400626355,0.00000000000000000022398299030835073,0.008431989604561358,2.274629400626355,0.00000000000000000022398299030835073
ENSMUSG00000041936,Agrn,0.2744798425159328,-0.5395604712982194,0.0010822077737731505,0.3989535652901032,0.5395604712982194,0.0010822077737731813
ENSMUSG00000005705,Agrp,0.0011569941291274134,0.6068261476058936,0.19197629893008028,0.0007227419661052593,-0.6068261476058936,0.19197629893008028
ENSMUSG00000031980,Agt,0.023701365027565986,-4.616896864175368,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002318075964264644,0.5819518311079548,4.616896864175368,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002318075964264644
ENSMUSG00000049115,Agtr1a,0.0018716081500590512,0.4347365620502579,0.25324955591625115,0.0013491183367298175,-0.4347365620502579,0.25324955591625115
ENSMUSG00000054988,Agtr1b,0.0007656578795696118,-2.9554162766151784,0.00000000000000000000000026505137960872028,0.006022849717543828,2.9554162766151784,0.00000000000000000000000026505137960872028
ENSMUSG00000068122,Agtr2,0.006499584666568705,1.7575741778653198,0.0000000004447216276455966,0.0018791291118736744,-1.7575741778653198,0.0000000004447216276455966
ENSMUSG00000029007,Agtrap,0.004508874179687714,-3.061125717786294,0.0000000000000000000000000000000000000000000000000000000000004815043817141598,0.037727130630694536,3.061125717786294,0.0000000000000000000000000000000000000000000000000000000000004815043817141598
ENSMUSG00000089678,Agxt2,0.00030626315182784476,1.7462292042713106,0.8431473794019942,0.000048182797740350625,-1.7462292042713106,0.8431473794019942
