Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSMUSG00000052595,A1cf,0.0007546850116249227,-0.7732638501318707,0.08273297861918803,0.00012645101963919145,-1.9709867200638893,0.030626661043003836,0.0004083785669315441,-0.8121339413962705,0.3360473003383935,0.003852282574409759,2.592968944458419,0.00000018727874719819724
ENSMUSG00000030111,A2m,0.004442350409337613,-5.224927856345845,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000832910484076392,0.23127891492008115,3.0724084182684597,0.0000000000000000000000000000000000000000000000000017180405814633082,0.0160628902993074,-1.6546737556942208,0.000002415603879129774,0.26664495036784075,3.152375925098168,0.0000000000000000000000000000000000000000000005694378696160162
ENSMUSG00000018697,Aatf,0.14714642533477754,-0.1825700041439111,0.30468070767919697,0.15907538270610283,0.06928963548848577,0.8253597503697254,0.20282802157600024,0.46205830658249836,0.08020971348139644,0.13332247518392037,-0.2064533482400539,0.6718218971747104
ENSMUSG00000015243,Abca1,0.05298231820248604,-3.4175201772107506,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001069273847853421,0.8980551414775376,3.005927078560737,0.000000000000000000000000000000000000000000000000000000010349044534946944,0.2749749017339064,0.6011768626639764,0.01828934940370907,0.48522011382891617,1.5475462932026212,0.00000000015253912328984793
ENSMUSG00000004668,Abca13,0.0006346214870482303,-0.9102742291014465,0.05870318805175633,0.0015174122356702974,1.2067747756103913,0.06848111121795201,0.0005445047559087255,-0.2643244390925812,0.7752490848781582,0.00150741492042121,1.1897568805763665,0.12922138999828464
ENSMUSG00000024130,Abca3,0.6033363629299608,0.5505051201722374,0.0016971260435918822,0.4580055931331514,-0.29669112886315385,0.34721570384809225,0.2945770729466205,-0.9731540706624221,0.0009401695839757901,0.49526954663172423,-0.16891113220709242,0.6825553454553136
ENSMUSG00000028125,Abca4,0.009107675935746226,-2.8933304656430483,0.000000000000000000000000000000000000000000000000000000000000000012778161972047409,0.008978022394382593,-1.542338789266391,0.000007895067186413711,0.0034031547244295344,-2.928724206350566,0.0000000000009048676377681598,0.22477231368947378,4.719339128388287,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011654570581148603
ENSMUSG00000035722,Abca7,0.15570523944388745,-0.34252314422525565,0.044512049818255114,0.14377480932976067,-0.23548454087679493,0.4792483607424487,0.2214773094658741,0.45822419740022813,0.08316406371218887,0.23884151961340508,0.5697389453850921,0.04592922064244692
ENSMUSG00000041828,Abca8a,0.009828057083206379,-4.231332036394605,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001203664336738587,0.027439871261704545,-1.1167873959791992,0.00042071080605129844,0.43152001905766496,4.552073246138812,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016255050725840783,0.0899424235851322,0.7425296645044765,0.007373569760579829
ENSMUSG00000020620,Abca8b,0.0957077810197061,0.07715391880294664,0.7057235254988209,0.0428668956576859,-1.2190023035989932,0.00005820968974681741,0.18880702411135056,1.1561021841254004,0.0000010315906635672486,0.033330618795980094,-1.5684910143778987,0.000010471429163564605
