Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSMUSG00000040584,Abcb1a,0.02181664901800341,-4.20087023628828,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021809008085820697,0.021901041744027926,-3.8965767642377718,0.0000000000000000000000000000000000000000000000000000000000000000000032248819888727257,0.04848784324640849,-2.4557335120150774,0.0000000000009322465158707321,0.08593698860126465,-1.5964946806157903,0.000011522928128018258,0.4222348817958398,0.7862770236808081,0.825115471413873,5.199903527566769,5.82884981470883,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018671034683013503,0.029730762221765048,-3.131576177048628,0.0000000000006592902306763652,0.2073003401815099,-0.25521549766956664,1,1.475146209298163,2.7113136627511527,0.0000000000464811557685157,0.9478654565099762,2.059929487513235,0.000000012657032883580221
ENSMUSG00000028970,Abcb1b,0.012440131780478541,0.1490293730595056,0.47241878610203336,0.007959629708732617,-0.7059018530369494,0.002032387489737991,0.004253319583018288,-1.503480865854148,0.000192989076557839,0.0208075779487314,0.9306633392389063,0.0034441372675363285,0.015043998163747262,0.4556231349897546,1,0.005767143261184723,-0.9484499657291066,0.306768428407971,0.003347171905761628,-1.795895336060929,0.00045415788549129813,0.07269907763309895,2.7845719796466786,0.000000002191789448583881,0.0205373212048232,0.8754356116042352,0.23512942280723956,0.01626461221847433,0.5262513813540455,0.35581716444283734
ENSMUSG00000042476,Abcb4,0.01745331921440273,0.1154212651449198,0.5713715285600313,0.013121328974395587,-0.4448807943800803,0.049320153297692654,0.005529315457923774,-1.6469632420935048,0.00002436158144265606,0.01962340684595807,0.26781851404546586,0.4609983095153382,0.018052797796496715,0.19275416634906595,1,0.008650714891777085,-0.9018219828685403,0.3237828973317629,0.02638359031600342,0.7310305271823712,0.0366301979361436,0.08781472743800071,2.5214811843958125,0.0000001215699604324211,0.007790018388036387,-0.9871606050476043,0.5581895223192561,0.012650253947702257,-0.3583314822272099,0.8107028142191551
ENSMUSG00000028973,Abcb8,0.05359778170096725,-0.5993696705222695,0.00018561829258960217,0.06599256631240133,-0.11324566495830313,0.6224342203251585,0.1538283915858281,1.3154646049935086,0.000000029514487733914816,0.09642536122582844,0.5084568759001571,0.08063909868937334,0.07120825797507037,0.04346971580811365,1,0.04119388043703374,-0.7700055549028559,0.34212091345820195,0.06418694360460533,-0.1293713622366326,0.9057439337106228,0.05110529219752501,-0.44191740677917446,0.9261441752902462,0.050989211267147255,-0.44561775152717953,0.8984667263107275,0.07770870282159957,0.16271578533281383,0.686784246461115
ENSMUSG00000023088,Abcc1,0.08924711456442815,-0.08667732210785761,0.6419864178293025,0.08070582122854345,-0.2603470600646056,0.19952123346266576,0.1304351338792275,0.5551173743291917,0.03703474715951986,0.104037889743657,0.18542893948328976,0.545473519107377,0.06819945834232091,-0.42560091085740215,1,0.04613714608947778,-1.0146077876796378,0.16634708106130489,0.096280415406908,0.06371702189496764,0.8389038963705269,0.11804602704780424,0.3659290988106081,0.6243246041639363,0.07081834898214898,-0.3788183717204143,0.9464186290044238,0.15089945780473407,0.7352916147671209,0.08820677443256351
ENSMUSG00000030834,Abcc6,0.0015472800721988236,-3.776380413570614,0.00000000000000000000000000000000000000000000000000000015965557255046808,0.0013989652215348235,-3.6142277503327076,0.00000000000000000000000000000000016181739452633,0.002268437110943087,-2.5946594411043717,0.000000014837233366997508,0.003214178707527615,-2.078745767780922,0.00001898941243549225,0.013038131741914294,0.058204488347141314,1,0.31224961371271576,6.266517718434257,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054377840741437896,0.006300558881433652,-1.103202368952057,0.03186836751989667,0.0035989642392623244,-1.6604428662217448,0.31602991495908467,0.04178282589946789,1.7126209993251127,0.003273007118357653,0.04020973576233931,1.6780360726593386,0.0001693755865555752
ENSMUSG00000040136,Abcc8,0.2773654257423611,1.2824256342357678,0.000000000000000006229942569956978,0.20777045548794776,0.2833521020433549,0.12937693649907633,0.020557711317921726,-3.2430769313359185,0.0000000000000000004410174975343374,0.026559266162201868,-2.8505610941467925,0.0000000000002552316550035091,0.08926105577156708,-1.0096574308867772,1,0.025540205870960918,-2.836353002372408,0.00002618592033826532,0.10100583456798325,-0.8769227412968186,0.03085298397081445,0.048226120806115144,-1.9016591618498482,0.11257070642317167,0.01982913771500171,-3.158938148234884,0.001701925259254998,0.006776921757697637,-4.68119013756638,0.0000000016544832918716444
ENSMUSG00000030249,Abcc9,0.0014544432678668942,-4.745360237466347,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000026778560687154724,0.0023155286425403975,-3.757785886112509,0.000000000000000000000000000000000000000003313171728779877,0.00482042886075406,-2.397032597283583,0.000000010537930484560704,0.004229182509904756,-2.555375001508911,0.00000007409510551397092,0.04212319485849233,0.8431242724305639,0.8722320481258788,0.0836235772871785,1.9086251853700116,0.000003768837044934723,0.0017720321854032147,-3.7108274507143157,0.0000000001773052462585141,0.01799482119631162,-0.3810337723166555,1,1.031115161180089,7.414866091113575,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007696525386848901,0.017168201786167347,-0.47300610960182965,0.7250234421321827
ENSMUSG00000055782,Abcd2,0.03957942424684591,-0.8914146350633283,0.000000028507368353283714,0.041004153044986204,-0.6914818372346456,0.00037428513402894075,0.02254259378999693,-1.481130995285075,0.00000998652277663973,0.2136583004003883,2.175082934045336,0.00000000000000000002890295990323716,0.14341944916105723,1.2989130388671768,0.35731909299174275,0.05808337141621757,-0.031284273148119546,0.9564388235252105,0.06674654565018776,0.17653862511565643,0.6493573251553103,0.2871973462931335,2.369974552126931,0.00000010216865524136336,0.07648381690072088,0.37699921317289586,0.5823935592094538,0.029818455733869605,-1.0010578380098831,0.18713184719354073
ENSMUSG00000028127,Abcd3,0.4467307024452443,-0.6261024446770131,0.000056009389365592596,0.6551498852987737,0.20548035327891767,0.2851486562135272,0.648631236410289,0.14848939654326265,0.6169942720267354,0.9177326046493322,0.7008368678159489,0.01243479725563875,0.7120825797507037,0.273577984028126,1,0.5680636112266952,-0.058061138893919395,1,0.48120518456949524,-0.3140060701394678,0.5149243791244574,0.6326979132623166,0.10112273626465318,0.8460581049895705,0.549550388101476,-0.1055475784615264,0.9972339294858462,1.2577966782286816,1.1372692260409876,0.00625969526598193
ENSMUSG00000038762,Abcf1,0.22946163470708553,-0.02274676600847636,0.9151019807283512,0.2302986195726637,-0.011095697170534269,0.9864254282172609,0.24782675437053225,0.10790695523977023,0.7208507038034804,0.1940348935544302,-0.2732460368632772,0.4961803131517344,0.21262184071429463,-0.11976020323479952,1,0.2236827707730932,-0.04993509497037296,0.9745595396712297,0.2742712038074087,0.2626921993008009,0.5209274808878739,0.24688894681339546,0.09682385050232156,0.8538024810090917,0.21599596439555435,-0.09894463726009617,0.9942957123537209,0.24442097806096147,0.08177143054172209,0.7825777913528963
ENSMUSG00000029802,Abcg2,0.049698635919026214,-2.0418861487547972,0.0000000000000000000000000000000000032781680047024784,0.026773299929373346,-2.7649204102456366,0.0000000000000000000000000000000000000001647908519125193,0.0713139916752733,-1.0566796534446081,0.001029392467773008,0.07223443726917324,-1.0252963521815257,0.005035235836749075,0.20359544181604627,0.5359008998369084,1,2.233120258491599,4.878229324458939,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000006114125287733716,0.015357612273494529,-3.27353157280211,0.00000000000029230165909434947,0.19146489752875565,0.4470175328017305,0.5448565115619495,0.6019559663482662,2.174117931528732,0.0000012224648297593876,0.6162480851666385,2.265778084377721,0.00000000014462207686164708
ENSMUSG00000024254,Abcg8,0.0004951296231036236,-0.8250073820512664,0.07299853808191335,0.0002894410803175497,-1.4435113637685824,0.015528632402328517,0.0007088865971697147,0.16450778843633174,1,0.0003383346007923805,-0.6347733677823975,0.6105712339673256,0,0.391082882795045,1,0,-0.9183101056571079,0.6634503472472418,0.000590677395134405,0.040493436428960194,1,0,-0.094304239792244,1,0.0007081834898214897,0.9060809290490628,0.8541317056808547,0.011746664380009238,4.793186851557485,0.00000000000000003375445994594463
ENSMUSG00000038459,Abhd17c,0.24589374907383704,0.556249749970072,0.0002782287599166966,0.12040748941210068,-0.9141184662475226,0.000000542952056511343,0.15964126168261975,-0.34592115956091796,0.2807510234862851,0.19386572625403403,-0.041241108471506305,0.9716686449899223,0.23769517098720672,0.2630705049049342,1,0.17589786946613406,-0.18199979264198074,0.9754292953078112,0.27033335450651264,0.4768721439287509,0.1679099373202578,0.3447807741213307,0.8123046069547428,0.2158402357651443,0.16075765218947816,-0.30903095633229016,1,0.17348919699705953,-0.20158922467267093,0.9590529692817998
ENSMUSG00000040997,Abhd4,0.0626029517211644,-2.357931995309107,0.00000000000000000000000000000000000000000000001058864348086382,0.08104350248891391,-1.7010415116654214,0.00000000000000000009143266868048964,0.832374642396679,2.4151023916015304,0.00000000000000000000000000000023975578283620652,0.6074797757227192,1.718452771040492,0.0000000000012047469966058067,0.474387408763497,1.1583789541624414,0.47296558355193635,0.43459543861070593,1.0557841414007916,0.013688867869504134,0.0726533196015318,-1.6325246408994358,0.00003188554548456553,0.28359838205387117,0.40315245099483055,0.5789487351967424,0.47023383724146917,1.1541831134827387,0.02942896837155174,0.47935426566114625,1.2016766235980605,0.0036911581567075297
ENSMUSG00000032540,Abhd5,0.040941030710380875,-1.6256247363068934,0.0000000000000000000000028015162375354636,0.040425270884351105,-1.4394296457098368,0.000000000000050513989372481154,0.4117213356361703,2.765879639128533,0.000000000000000000000000000000000000000004741446892789655,0.11334209126544748,0.3353627874272025,0.26779241438191215,0.12436371815364403,0.45640284100804607,1,0.16889490979183833,0.9229628968961117,0.030310391985612504,0.05197961077182763,-0.8556664759641119,0.04085182782396596,0.09789182730793522,0.10568076672489335,0.8533683562846482,0.1650067531284071,0.8738405920488548,0.12699217132686824,0.17574817091629208,0.9800847354487217,0.018537778512383363
ENSMUSG00000058835,Abi1,0.8267426881772755,0.5018818133911735,0.0010080077220326598,0.48785294087523,-0.6226266063273727,0.000635092013633727,0.3883280779295697,-0.8725957200826125,0.003530146537316622,0.8060821863878466,0.2612012077523385,0.42968202623062457,0.694029781954207,0.025035746168125095,1,0.7386062762360149,0.11784465910142156,0.856758851138755,0.881487566005577,0.3980482671372748,0.2672789739575492,0.7838544113113343,0.2037771131407506,0.8682970666227117,0.582835012123086,-0.2308937376482525,1,0.48477580306730433,-0.5048150869586937,0.4779284129374507
ENSMUSG00000035258,Abi3bp,0.0178865576346184,1.1583268951538361,0.000000000045363476698607,0.0048722581853454195,-1.5650204280923683,0.000000000013953504118999763,0.0019848824720752013,-2.6133183638267425,0.000000005464595266007249,0.005413353612678088,-1.1706703094212028,0.007782189898121564,0.006017599265498904,-0.7879731303993971,1,0.005767143261184723,-0.9856428751151682,0.2680279161095947,0.016538967063763337,0.5129365431019641,0.1876319942760875,0.0014395856957049298,-2.5018080663856805,0.09390425176184916,0.002832733959285959,-1.785680330611675,0.16763861874362113,0.05466716884542761,2.3491403961263604,0.000000001194852567005849
ENSMUSG00000038827,Abitram,0.10038753108425967,0.33176384027479955,0.04086076395062107,0.07477227908203367,-0.3119452541008907,0.11609427671477128,0.08350684114659239,-0.08333080423673067,0.9066312318554256,0.07781695818224751,-0.19063136623175048,0.7355564889009463,0.0882581225606506,0.01652527655324576,1,0.06467439228614297,-0.4503692383906621,0.676881578837837,0.11754480163174658,0.45037648635016003,0.17381911474813827,0.07773762756806621,-0.1722370883520452,1,0.055946495695897686,-0.6484038658619036,0.7543530381156524,0.062347680170818265,-0.5020209806579672,0.6105271165190986
ENSMUSG00000026842,Abl1,0.13356121583220246,-1.6063444478614484,0.000000000000000000000001633727710634308,0.16261764695841,-1.0750105814778708,0.000000003453072108064522,1.317394852180198,2.7463884346905623,0.0000000000000000000000000000000000000000010666332743081252,0.2464767566772492,-0.2813212222501493,0.4795617953634881,0.3349796924461057,0.1850244334657143,1,0.3081302256690124,0.06242901401901446,0.835794558854772,0.21953509852495384,-0.4540283436169781,0.29401608091257886,0.8227232250953673,1.5227286804500644,0.00604037341250548,0.46456836932289725,0.6676833376374169,0.2615389625872525,0.49110093004115546,0.7598900851663142,0.09972795793478288
ENSMUSG00000078453,Abracl,0.029243593364557764,0.8179479245598786,0.0000008071633101430047,0.012638927173866337,-0.975712950043806,0.0000024083110641006184,0.00482042886075406,-2.2368815398389046,0.00000000950808696205499,0.010319205324167606,-1.1114621364337705,0.005852200014703036,0.014041064952830777,-0.5391287870480932,1,0.024304389457849906,0.18983869819851318,0.7266502954306877,0.03268414919743707,0.6469856800680907,0.05626346578711358,0.04174798517544296,0.9887333871169277,0.17384498622697547,0.03257644053178853,0.6264933687585925,0.3813773997402504,0.037498967059260264,0.8333309930014909,0.07365738879666085
ENSMUSG00000035234,Abraxas1,0.01581320233787198,-0.5874649248852348,0.0014648305524258395,0.021080958683128204,0.05239608314967015,0.8295815375562493,0.019707047401318067,-0.056706441702834454,0.9853389873562386,0.02672843346259806,0.42267397114358474,0.21930616146825566,0.03610559559299343,0.8644726205521804,0.873226962034517,0.03171928793651598,0.6685031907519887,0.2041714104503516,0.025792912920869014,0.36318871827451815,0.3710604989288318,0.03598964239262324,0.8547445727610006,0.2688047963974372,0.02266187167428767,0.1865593876148095,0.8015352016925417,0.028463071382330077,0.50737668838575,0.3236289389552476
ENSMUSG00000030965,Abraxas2,0.14869361493830693,0.00939800368863164,0.9656184383889266,0.16488493542089747,0.21357507613997928,0.2722342964629438,0.10420632978394806,-0.5467694547742146,0.09652206719081696,0.13279633081100936,-0.16806056263032865,0.7774677056841346,0.1193490520990616,-0.3046635334110701,1,0.13429205022472998,-0.14196252274254517,1,0.1441252844127948,-0.04057534389338002,1,0.22673474707352645,0.6312925402947647,0.3658781134433185,0.14517761541340538,-0.023624700937602494,0.9301399766910956,0.1536102265078131,0.05746458380787267,0.8145811991407063
ENSMUSG00000036880,Acaa2,0.03527798564613318,-1.590427177213761,0.0000000000000000000000825498140527651,0.03429876801762964,-1.4320211282728472,0.00000000000015899212057189334,0.03856343088603248,-1.0698998138973246,0.001080105948231737,0.22363917112376352,1.76764741892277,0.0000000000008750771891233855,0.15946638053572096,1.0689143587694052,0.6075671910191263,0.20761715740265005,1.503153662781168,0.000128846555731257,0.058280169653261285,-0.42996681673934356,0.4137745176616947,0.08709493459014825,0.18322973573666523,0.7927797462434308,0.23157600117162713,1.6362536242152226,0.0011812781577302447,0.5904957824873874,3.2342478713782414,0.0000000000000000000000002619544446282317
ENSMUSG00000020532,Acaca,0.18022718280971897,-0.7100751298519878,0.000005102899126279803,0.20463484378450764,-0.3654626757870627,0.05529851574392997,0.6843591209076426,1.7332517454709393,0.000000000000006380447473333124,0.41564405707343943,0.8239475218888401,0.0027203792856831496,0.32695622675877384,0.40586472359509074,1,0.20761715740265005,-0.2632510715722365,0.8838600961348353,0.11104735028526813,-1.2119750216054241,0.0019237282126338363,0.15907421937539473,-0.6460327057503235,0.7834396873716031,0.18766862480269478,-0.4057737014771181,0.9234309800653683,0.23267431368095223,-0.09415671735208875,1
ENSMUSG00000042010,Acacb,0.004487112209376589,-3.4714484041240796,0.0000000000000000000000000000000000000000000000000000000000000000001803032629459572,0.008056110068838466,-2.2984182153062047,0.00000000000000000000000021845534385295428,0.006521756693961375,-2.3518780783478004,0.0000000008194240551979295,0.09405701902028178,1.8268257517693356,0.0000000000009004261411986994,0.05616425981132311,0.8693561833662482,0.825115471413873,0.3835150268687841,4.227057791541225,0.0000000000000000000000000000000000000000000000000000040986299430261576,0.004134741765940834,-2.9491149577244435,0.000000001870533158281707,0.02087399258772148,-0.5578104487055633,0.8669991983759224,0.1784622394350154,2.6302489977121293,0.0000000019342239193069137,0.13870099864087831,2.286640222768101,0.0000000005053208916994217
ENSMUSG00000030607,Acan,0.008726659607201365,-0.8801330053359715,0.000002230493639905799,0.021322159583392827,1.0639629241811157,0.000000013339540459511529,0.008364861846602633,-0.6747189084908856,0.07906408396438708,0.03214178707527615,1.4792720233414771,0.00000016211030193384582,0.024070397061995617,0.9488913320124732,0.8360379917794163,0.0024716328262220245,-2.2222647668042113,0.008250623232399584,0.005119204091164843,-1.3618330111003294,0.0049678860560703735,0.006478135630672184,-0.8795060196112985,0.670795600214505,0.0021245504694644693,-2.233643834617551,0.07970754726712105,0.0004517947838465092,-3.899377371634152,0.00008362388167257574
ENSMUSG00000020681,Ace,0.006498576303235059,-3.555306656003358,0.0000000000000000000000000000000000000000000000000000000000000000000000000015225797948118776,0.03511885107852936,-0.587045893723082,0.0034772428435713397,0.009073748443772348,-2.4970759938877363,0.000000000022846538896130927,0.01962340684595807,-1.3517012087120586,0.00045584172514694695,0.02707919669474507,-0.7891104541010954,1,0.11863837565865716,1.3715293515534004,0.0008995676920111984,0.009844623252240082,-2.3398875807741977,0.0000001460613156804745,0.028791713914098595,-0.7193656029771169,0.7632687160249704,0.19616682668055266,2.111219792072561,0.0000070615592942646675,0.9184987955599532,5.301283688595581,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005253117632541632
ENSMUSG00000015405,Ace2,0.003063614542953671,-3.811997430496638,0.0000000000000000000000000000000000000000000000000000000000000000019562922868467724,0.002170808102381623,-4.012706548631422,0.00000000000000000000000000000000000000000000016790832358807285,0.005812870096791661,-2.289804859575952,0.000000024190350054470802,0.005413353612678088,-2.366528626389698,0.00000033353273963432675,0.03309679596024397,0.33694944566156604,1,0.0782683728303641,1.6286354977950093,0.00017081357423884166,0.00236270958053762,-3.488897598430249,0.0000000005006948781275356,0.015835442652754227,-0.719811922579007,0.8124982915278076,1.075730721038843,7.054798838564749,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013867243440850956,0.07093178106390194,1.4680932444232635,0.0008875364496101048
ENSMUSG00000045019,Acer1,0.0004332384202156706,-0.19000419883051478,0.8076711234519283,0.0005306419805821745,0.2816287950008345,0.8044404783938959,0.00014177731943394294,-0.8870225122037514,0.3656540277214655,0.0005075019011885708,0.4683201251817053,0.852015437775378,0,1.0125712595413159,1,0,-0.2968217289108388,0.8168220370579032,0.0007875698601792065,1.0660285285360978,0.5059118231205907,0.0014395856957049298,2.1880954909084807,0.406437620080124,0,0.5033217595486548,1,0.0013553843515395276,1.955837189202045,0.18270654653972834
ENSMUSG00000023328,Ache,0.11620073342213165,-1.3438613232983514,0.000000000000000010675433792285828,0.5677386790428737,2.4966854630359383,0.00000000000000000000000000000000000000000000000000000000001071350294826819,0.05614381849584141,-2.0835831584767144,0.0000000002605647747463026,0.09693286312701702,-1.2594844024349374,0.00038366508571593727,0.15545464769205503,-0.5140803774003837,1,0.049844595328810824,-2.1809338499524804,0.0009133199734295416,0.13467444609064433,-0.7599034974708352,0.06731089704385852,0.09789182730793522,-1.1884005522424288,0.39854417153835736,0.04390737636893236,-2.3390861491351873,0.018236334173788265,0.014457433083088294,-3.9373877219731757,0.00000006821926896677315
ENSMUSG00000037872,Ackr1,0.33504802683393325,1.0170412451168627,0.000000000008222435108563247,0.24723092277124037,0.1049381606189006,0.6197478917633478,0.051748721593389176,-2.281294686214588,0.000000000008884940371763551,0.055825209130742785,-2.151726773786147,0.000000005519800870053109,0.12737251778639347,-0.8785892829131838,1,0.07620867880851241,-1.644297476862723,0.011795944480860637,0.2500534306068981,0.10048944341070043,0.831812963168801,0.06406156345886937,-1.8750809284389387,0.11793936057255938,0.12747302816786815,-0.8838576431513729,0.5495840251753182,0.06551024365774383,-1.8595729151432003,0.004853645100455573
