Feature
1,ENSMUSG00000049604
2,ENSMUSG00000066513
3,ENSMUSG00000005232
4,ENSMUSG00000055609
5,ENSMUSG00000042414
6,ENSMUSG00000045591
7,ENSMUSG00000050799
8,ENSMUSG00000038193
9,ENSMUSG00000079092
10,ENSMUSG00000040726
11,ENSMUSG00000058499
12,ENSMUSG00000055489
13,ENSMUSG00000018914
14,ENSMUSG00000039838
15,ENSMUSG00000032262
16,ENSMUSG00000000869
17,ENSMUSG00000027950
18,ENSMUSG00000074037
19,ENSMUSG00000009734
20,ENSMUSG00000027485
21,ENSMUSG00000075588
22,ENSMUSG00000021541
23,ENSMUSG00000040009
24,ENSMUSG00000035067
25,ENSMUSG00000027355
26,ENSMUSG00000025777
27,ENSMUSG00000039079
28,ENSMUSG00000026751
29,ENSMUSG00000029757
30,ENSMUSG00000039462
31,ENSMUSG00000046532
32,ENSMUSG00000059434
33,ENSMUSG00000101174
34,ENSMUSG00000063434
35,ENSMUSG00000000216
36,ENSMUSG00000000532
37,ENSMUSG00000031551
38,ENSMUSG00000029337
39,ENSMUSG00000020654
40,ENSMUSG00000042757
41,ENSMUSG00000028039
42,ENSMUSG00000033900
43,ENSMUSG00000028876
44,ENSMUSG00000047193
45,ENSMUSG00000003053
46,ENSMUSG00000032968
47,ENSMUSG00000036510
48,ENSMUSG00000036815
49,ENSMUSG00000024758
50,ENSMUSG00000048485
51,ENSMUSG00000027131
52,ENSMUSG00000004113
53,ENSMUSG00000026525
54,ENSMUSG00000050963
55,ENSMUSG00000026100
56,ENSMUSG00000063804
57,ENSMUSG00000074818
58,ENSMUSG00000027568
59,ENSMUSG00000022696
60,ENSMUSG00000040693
61,ENSMUSG00000020651
62,ENSMUSG00000040473
63,ENSMUSG00000038883
64,ENSMUSG00000049511
65,ENSMUSG00000048458
66,ENSMUSG00000026933
67,ENSMUSG00000044641
68,ENSMUSG00000096351
69,ENSMUSG00000032839
70,ENSMUSG00000026934
71,ENSMUSG00000009207
72,ENSMUSG00000022750
73,ENSMUSG00000003153
74,ENSMUSG00000025478
75,ENSMUSG00000031449
76,ENSMUSG00000068615
77,ENSMUSG00000036816
78,ENSMUSG00000006538
79,ENSMUSG00000079477
80,ENSMUSG00000049641
81,ENSMUSG00000029600
82,ENSMUSG00000002308
83,ENSMUSG00000022589
84,ENSMUSG00000054766
85,ENSMUSG00000045648
86,ENSMUSG00000028447
87,ENSMUSG00000062252
88,ENSMUSG00000096146
89,ENSMUSG00000026414
90,ENSMUSG00000020612
91,ENSMUSG00000034701
92,ENSMUSG00000042817
93,ENSMUSG00000030284
94,ENSMUSG00000095675
95,ENSMUSG00000037974
96,ENSMUSG00000021974
97,ENSMUSG00000002068
98,ENSMUSG00000030075
99,ENSMUSG00000010592
100,ENSMUSG00000011171
101,ENSMUSG00000032769
102,ENSMUSG00000027107
103,ENSMUSG00000074695
104,ENSMUSG00000030543
105,ENSMUSG00000030092
106,ENSMUSG00000031384
107,ENSMUSG00000038026
108,ENSMUSG00000029868
109,ENSMUSG00000033871
110,ENSMUSG00000053093
111,ENSMUSG00000043441
112,ENSMUSG00000029712
113,ENSMUSG00000075316
114,ENSMUSG00000021125
115,ENSMUSG00000033726
116,ENSMUSG00000057378
117,ENSMUSG00000028051
118,ENSMUSG00000039246
119,ENSMUSG00000021732
120,ENSMUSG00000031937
121,ENSMUSG00000020310
122,ENSMUSG00000044254
123,ENSMUSG00000047822
124,ENSMUSG00000038121
125,ENSMUSG00000067702
126,ENSMUSG00000027859
127,ENSMUSG00000009376
128,ENSMUSG00000036613
129,ENSMUSG00000025217
130,ENSMUSG00000027035
131,ENSMUSG00000020690
132,ENSMUSG00000053137
133,ENSMUSG00000033004
134,ENSMUSG00000031870
135,ENSMUSG00000043289
136,ENSMUSG00000053846
137,ENSMUSG00000026011
138,ENSMUSG00000042604
139,ENSMUSG00000109324
140,ENSMUSG00000028773
141,ENSMUSG00000055976
142,ENSMUSG00000051456
143,ENSMUSG00000020908
144,ENSMUSG00000000440
145,ENSMUSG00000058400
146,ENSMUSG00000063919
147,ENSMUSG00000053626
148,ENSMUSG00000040136
149,ENSMUSG00000063972
150,ENSMUSG00000014782
151,ENSMUSG00000021116
152,ENSMUSG00000072423
153,ENSMUSG00000022375
154,ENSMUSG00000029019
155,ENSMUSG00000027203
156,ENSMUSG00000026824
157,ENSMUSG00000002413
158,ENSMUSG00000029267
159,ENSMUSG00000040364
160,ENSMUSG00000067028
161,ENSMUSG00000018907
162,ENSMUSG00000042708
163,ENSMUSG00000052155
164,ENSMUSG00000030329
165,ENSMUSG00000026065
166,ENSMUSG00000070520
167,ENSMUSG00000037188
168,ENSMUSG00000024462
169,ENSMUSG00000028435
170,ENSMUSG00000024742
171,ENSMUSG00000061666
172,ENSMUSG00000052373
173,ENSMUSG00000035198
174,ENSMUSG00000104318
175,ENSMUSG00000031883
176,ENSMUSG00000019146
177,ENSMUSG00000050901
178,ENSMUSG00000024863
179,ENSMUSG00000062778
180,ENSMUSG00000017210
181,ENSMUSG00000006488
182,ENSMUSG00000052516
183,ENSMUSG00000030559
184,ENSMUSG00000029335
185,ENSMUSG00000028789
186,ENSMUSG00000020390
187,ENSMUSG00000022847
188,ENSMUSG00000010797
189,ENSMUSG00000037660
190,ENSMUSG00000047259
191,ENSMUSG00000038319
192,ENSMUSG00000005338
193,ENSMUSG00000023087
194,ENSMUSG00000040629
195,ENSMUSG00000004383
196,ENSMUSG00000031672
197,ENSMUSG00000061578
198,ENSMUSG00000028546
199,ENSMUSG00000018537
200,ENSMUSG00000061013
201,ENSMUSG00000049112
202,ENSMUSG00000079105
203,ENSMUSG00000050783
204,ENSMUSG00000038028
205,ENSMUSG00000048915
206,ENSMUSG00000005732
207,ENSMUSG00000023886
208,ENSMUSG00000032435
209,ENSMUSG00000066197
210,ENSMUSG00000037493
211,ENSMUSG00000021587
212,ENSMUSG00000045215
213,ENSMUSG00000030866
