Feature,Normalized.Dispersion
ENSMUSG00000052595,-0.982645341285045
ENSMUSG00000030111,2.915408649447008
ENSMUSG00000018697,-0.5141725043851979
ENSMUSG00000015243,6.8523618304433045
ENSMUSG00000004668,1.0967025471549758
ENSMUSG00000024130,-0.8275824784790893
ENSMUSG00000028125,0.03627880702201973
ENSMUSG00000035722,0.6138472865614439
ENSMUSG00000041828,2.053742165882781
ENSMUSG00000020620,-1.4018612102725787
ENSMUSG00000040584,24.250847095928712
ENSMUSG00000028970,-0.52102172826085
ENSMUSG00000042476,0.6799691671860999
ENSMUSG00000028973,-0.543357577447105
ENSMUSG00000023088,-1.3508770505599437
ENSMUSG00000030834,1.0885846247188198
ENSMUSG00000040136,-1.7333731540375172
ENSMUSG00000030249,5.9284506603323495
ENSMUSG00000055782,1.040478875222728
ENSMUSG00000028127,0.8647665088318489
ENSMUSG00000038762,-0.5781288346423101
ENSMUSG00000029802,12.217886875774244
ENSMUSG00000024254,-0.17991450059352204
ENSMUSG00000038459,-0.22367969593120993
ENSMUSG00000040997,3.8181269590756584
ENSMUSG00000032540,1.323248000385156
ENSMUSG00000058835,-0.41621046636292247
ENSMUSG00000035258,-1.5619059114648355
ENSMUSG00000038827,-0.5304411567735001
ENSMUSG00000026842,3.0311621144771155
ENSMUSG00000078453,-0.5132832194781191
ENSMUSG00000035234,0.9128426569379963
ENSMUSG00000030965,-0.11064351023412632
ENSMUSG00000036880,2.7043857577712402
ENSMUSG00000020532,1.0281910464226698
ENSMUSG00000042010,1.057836289989068
ENSMUSG00000030607,-0.6803693013763219
ENSMUSG00000020681,1.2042350529509986
ENSMUSG00000015405,6.293720352909389
ENSMUSG00000045019,-0.1477686093169669
ENSMUSG00000023328,-0.6805445524406615
ENSMUSG00000037872,-1.2680258536633755
ENSMUSG00000044534,-0.629247618872029
ENSMUSG00000044337,6.802315467486296
ENSMUSG00000079355,-0.23868344464051058
ENSMUSG00000020917,2.0626424344789918
ENSMUSG00000022126,0.14174655883802337
ENSMUSG00000043487,0.5578410323410783
ENSMUSG00000020777,0.34430162009297494
ENSMUSG00000002103,-0.12579333232216536
ENSMUSG00000001348,0.7612058635397135
ENSMUSG00000022622,-1.5841085075518069
ENSMUSG00000018796,0.536947323859286
ENSMUSG00000031278,-1.263377379764084
ENSMUSG00000020333,4.398414997716524
ENSMUSG00000027452,4.543339060966027
ENSMUSG00000027605,-0.057218270403537864
ENSMUSG00000068614,-0.23676112107558336
ENSMUSG00000059430,28.449500506582336
ENSMUSG00000027671,0.3018907281462524
ENSMUSG00000029712,-1.8019939811363759
ENSMUSG00000015143,-0.23321626375710658
ENSMUSG00000052374,0.8840357071051876
ENSMUSG00000025228,-0.8811503516394537
ENSMUSG00000037351,-1.2620846713068627
ENSMUSG00000020152,-0.8146698354128372
ENSMUSG00000026836,-0.19374828599340493
ENSMUSG00000000532,-2.0840709705773484
ENSMUSG00000026834,-1.5600152137941339
ENSMUSG00000052155,-1.6972858566790263
