Barcode,UMAP-1,UMAP-2
aaaalabd-1,1.42419014681595,-11.318245291894595
aaabcnhh-1,1.3778208769717386,-11.225734579186135
aaacnmip-1,1.5418666687008686,-11.4093804354862
aaadikih-1,1.433276023860341,-11.433314258608894
aaaeinek-1,0.968559355840857,-10.39953648747975
aaafnjff-1,5.270466396299982,1.9447469925387517
aaagpiko-1,1.4380634705277537,-11.31674792831367
aaaimbga-1,1.4005702251771581,-11.12498456099662
aaaimine-1,1.2406480132671989,-10.138769225419647
aaalbjog-1,1.1688915762838274,-10.803368484857671
aaalgaap-1,-3.9026019846006132,9.384320701798677
aaanijpc-1,-3.8119323896601403,9.352466942523114
aaaoiopk-1,1.4532701106321766,-11.120678926520025
aaaolaaa-1,1.4815385249582513,-11.419782770656287
aaaplpeg-1,1.4407731310178984,-11.156338487177477
aabaekgm-1,-3.6880801569300177,-9.290870267714299
aabagmcb-1,-3.0284906257673407,-0.639894084112562
aabainfe-1,-6.176523269056684,3.8197141707570887
aabakdbj-1,2.8997272590450893,-3.6033908993073815
aabbijjj-1,3.8277174211605196,-6.249378369275631
aabdelgb-1,5.590146140976328,-5.413201335077021
aabdmpen-1,2.178677843480572,-6.663502860966769
aabecgje-1,-6.392946050622686,-8.415471990899084
aabfbmml-1,1.242101038073127,-2.794502072268579
aabgacjd-1,1.0866403695785611,-9.948493338045624
aabgmmhh-1,-1.1277382900395572,-5.596505485614642
aabhojob-1,1.2046801033841545,-10.685934019263987
aabilkdm-1,1.7337206618724528,-6.52286749481286
aabiojde-1,5.151201925522284,-2.736277841617738
aabiopkh-1,-5.09781594843799,-7.689812126585583
aabkfjcm-1,3.5838180044494155,-5.014196318130734
aabkkjnf-1,-0.17187397090053982,-2.4983454704245296
aabkleid-1,5.5436412145667395,11.315567570627902
aaboicbe-1,-0.1930291425195726,-5.899948198568738
aabpjmhp-1,-5.688069059880646,-8.732106588143807
aabpmmjd-1,4.794502960923929,-4.348684583554854
aacajoli-1,-0.7870387932039012,-6.303652245165517
aacblfdk-1,-1.4716553470882037,-10.564074100403246
aaccaohh-1,11.403116875192813,-3.5330602835425875
aaccihko-1,11.605169231665286,-2.6016265542688144
aacgogmd-1,-1.992546190577329,-10.027322173577142
aackfjoi-1,-5.147700034615537,-10.156453042266712
aaclkfha-1,3.9461468352292033,-3.498238287525641
aacmhjai-1,11.99306985124646,-3.1864442466434
aacnhajf-1,3.1022927231115243,4.997442712389321
aacnhcip-1,-0.3157223201177401,8.113362894444798
aadaekjp-1,13.69902477971151,-2.247464580254678
aaddnanc-1,13.41972583173452,-1.999289956378582
aadegfgc-1,13.305764440113322,-2.392695964482847
aadegfmc-1,13.247764648080665,-2.4171966838524557
aadfbemo-1,12.927019322213452,-1.5379647594371533
aadgdmbb-1,12.718369178724299,-1.7047709098871566
aadggknk-1,12.39282936584559,-2.213058423066741
aadhikdf-1,12.839109468460926,-2.7735525198262483
aadidlmb-1,12.19385552709068,-3.2044162454520446
aadkhgkp-1,-8.230617389992272,4.066475706663275
aadkihdk-1,1.8462015033577857,-4.705595814596226
aadkiikh-1,-6.823734720505571,1.1988049226995803
aadndlin-1,1.2754428532016866,7.031966784214979
aaeaejhf-1,-7.37057925293703,-9.74692928189092
aaecfagf-1,-0.28257144502425624,-5.706356815336323
aaedmpmg-1,-0.8765114820058691,-6.87617596407765
aaefagfh-1,-0.9640340233800921,-7.158202553049604
aaefhajj-1,-3.074068193782222,-8.570514560623852
aaegbgnc-1,-5.144220796697338,-9.405913728416538
aaegiihj-1,-1.2748669795921528,-6.259878657345091
aaegphhj-1,-1.5566932710996138,-7.29287350244801
aaehdklb-1,-0.5306677185357567,-5.794893574022621
aaehjncn-1,-2.2327876800325943,-6.907977955509708
aaeihmfm-1,-4.653264126766247,-9.528697549730833
aaeilamh-1,1.0457135954612666,-9.99207060043643
aaekombm-1,-4.15342508817426,-9.187958148922192
aaempijb-1,1.122593998677096,-7.0402721222212366
aafbjdbg-1,-2.7461362001193352,-7.202812436226121
aafcffbj-1,-1.6212542339355158,-10.638367035596781
aafcnlng-1,-6.885893438731661,-10.691454067908214
aafgdnbp-1,-1.0678485031951692,-6.4830988396227704
aafhfnoe-1,-9.361560453182978,2.8048858071521097
aafibgmm-1,11.456159535285716,-3.4751142330439353
aaficjdm-1,-2.2611196704856216,-7.316603308466699
aafjkfno-1,2.103819948948692,-5.659161693323927
aafjopoo-1,-1.2782866304580014,-7.130898948861445
aafkehef-1,-0.38469556502212277,-7.0470022832569725
aaflpjhi-1,4.65621042756514,-2.7966686737595947
aafnndmg-1,4.935163129675645,-2.6246267208466754
aafodokb-1,-1.1153252604405286,-7.285620151602067
aafpgpjg-1,0.6485505644418879,-7.144551656796534
aafpoboj-1,1.1807265766179438,-7.2383423232994115
aagabgeo-1,0.3478051887537885,-7.117184325847601
aagbfpeo-1,3.724348715356527,-4.13043347869321
aagelnjc-1,-0.8347357801575566,-6.223194561709133
aagemmkk-1,1.353037870905173,-10.93286592474656
aagfdkba-1,-4.351351811180905,-0.6431969049110239
aaggdflf-1,1.3207898642957823,-10.690419411980997
aagghpdk-1,1.3146724533297038,-10.7253313023478
aaggnhlf-1,1.385889725804904,-11.2992781318383
aaggoacc-1,1.2645268515666677,-9.776664172635867
aagichhb-1,-4.09709894564555,-10.33058938892055
aagjmkcn-1,-1.950963607908397,-7.4286863424537115
aagkhfdf-1,-0.9832950977128124,-6.906691777227461
aaglmlpd-1,-4.377409059758008,-10.953757316189431
aagnepdf-1,12.820240698189675,-2.4104262715587335
aagnmljk-1,13.145184402356417,-2.235412742439066
aagoibol-1,12.701217376986124,-2.370073590809825
aahaahel-1,12.994642767830396,-2.4811556439821545
