Barcode,Cluster
abdllijl-1,5
abdmkkbb-1,5
abdnepdn-1,5
abdobpkg-1,14
abdoggdm-1,14
abdoicmi-1,14
abdpjkge-1,21
abebijhj-1,5
abeckdnl-1,5
abeejmhb-1,24
abegcipd-1,14
abegfehf-1,14
abegkihn-1,14
abeiaiaf-1,5
abeidobh-1,19
abekidfm-1,5
abelgacj-1,5
abepoafk-1,17
abfaafio-1,23
abfbhnpj-1,17
abfdomfc-1,17
abfedmfh-1,5
abfhpbkg-1,1
abfkjfaj-1,14
abfkphap-1,5
abfohbbp-1,5
abfokdmk-1,17
abgaalph-1,17
abgbepoc-1,4
abgeamhc-1,1
abgenmai-1,17
abgggpbc-1,17
abggkjil-1,5
abghinpi-1,11
abgiejco-1,2
abgimckn-1,4
abgjdmag-1,11
abgkapki-1,5
abgkbgbe-1,2
abgkoafl-1,2
abgkooal-1,2
abgkpimn-1,17
abgldahm-1,3
abgnbodl-1,4
abgnnhec-1,17
abgphfdj-1,17
abhabhcp-1,2
abhacaob-1,4
abhafpgj-1,2
abhcfild-1,4
abhdbohc-1,2
abhggagj-1,2
abhgiemd-1,4
abhhallj-1,4
abhiaoae-1,2
abhibdam-1,4
abhjkpnh-1,4
abhmdakb-1,2
abhmohgb-1,4
abhnnflj-1,4
abhnpgff-1,4
abhoaiej-1,2
abhpgmcm-1,2
abhpmkgh-1,2
abibgpko-1,18
abidhnom-1,6
abidloja-1,2
abifllkf-1,5
abiialmf-1,4
abiieppk-1,2
abiikokc-1,18
abikigoa-1,4
abimncal-1,2
abinfddh-1,1
abiohnad-1,10
abiolfea-1,4
abiomahg-1,25
abioohgb-1,4
abjbllch-1,11
abjdphda-1,1
abjecmnn-1,1
abjfkdbo-1,2
abjfllcn-1,2
abjfpioe-1,17
abjiffoi-1,17
abjjglih-1,17
abjkoegj-1,4
abjmdkke-1,17
abjmmkjb-1,17
abjoajak-1,17
abjpeghl-1,17
abjpelgk-1,17
abkdbkbm-1,2
abkfdgdi-1,17
abkfhcoh-1,3
abkfidke-1,17
abkgfnfh-1,17
abkhngeg-1,2
abkhpidm-1,4
abkkiocn-1,4
abklccoo-1,2
abklfdde-1,5
abkphpbn-1,2
ablbidfi-1,4
abldcbfm-1,10
abldemdn-1,10
abldpoll-1,5
abledopj-1,2
ablenfmo-1,10
ablfkhem-1,10
ablhpela-1,11
ablifahb-1,10
ablijgdi-1,11
abljidgm-1,4
ablllndb-1,10
abllmhdj-1,5
ablmnbaa-1,4
ablpblei-1,4
abmabedd-1,10
abmappgi-1,10
abmbbcnj-1,10
abmbmona-1,19
abmbpjla-1,10
abmdjfcg-1,11
abmejjgg-1,5
abmemcgp-1,2
abmgbdef-1,11
abmhahbc-1,5
abmkanck-1,4
abmlpnhn-1,11
abmmeaml-1,11
abmmnepi-1,5
abmmpjnp-1,18
abmoghap-1,10
abmopico-1,2
abnaaeca-1,10
abnajilb-1,10
abncceng-1,2
abnenpep-1,2
abngegeg-1,4
abnhganc-1,11
abnhifah-1,2
abnjkocb-1,11
abnllgmh-1,19
abnmabkd-1,11
abnmflcd-1,4
abnnigim-1,11
abnnpbil-1,11
abocpfcg-1,5
aboeapih-1,20
abogmcda-1,10
abohanno-1,2
abohghok-1,4
aboipmek-1,4
abojlpje-1,5
abojnalj-1,10
abokbpkk-1,4
abokjhjc-1,10
abokjphb-1,10
abolopbg-1,10
abomabig-1,18
aboncbch-1,2
abonejch-1,2
abooaopb-1,2
aboocgap-1,2
aboofehh-1,4
abpajnho-1,2
abpciihi-1,11
abphmhfe-1,11
abpibopj-1,2
abpifeol-1,2
abpjechh-1,11
abpkgcfn-1,2
abpknjkd-1,2
abpkoien-1,11
abplknok-1,19
abplkogo-1,5
abpmbogi-1,2
abpngbhb-1,8
abpnoban-1,8
abpofdef-1,8
abpoffak-1,4
abpohgep-1,10
abppaflm-1,2
acaadphc-1,4
acadfhon-1,10
acadpoli-1,2
acaelehm-1,10
acafkkab-1,10
acafojej-1,14
acagfope-1,2
acajhfdl-1,2
acajlhfj-1,5
acakgghi-1,5
acaljpmd-1,2
acamhgaj-1,2
acamobla-1,2
acannhie-1,5
acaphoho-1,5
acapihbm-1,2
acappfnk-1,2
acbcjalp-1,2
acbdajah-1,2
acbdceei-1,4
acbejkjn-1,4
acbhjbni-1,2
acbhomna-1,2
acbifiai-1,2
acbjagke-1,4
acbjffcn-1,4
acbjgmdj-1,2
acblhcfg-1,10
acblicii-1,2
acblippl-1,2
acbmhiho-1,5
acbngmge-1,2
acbofbpb-1,2
acbogblk-1,2
acbpbphh-1,2
acbphjmm-1,2
accamnpe-1,2
accamoee-1,21
accbhaje-1,11
acccmhpj-1,5
accdfooi-1,11
accdneck-1,18
accdngcl-1,2
acceinkh-1,5
acchebal-1,2
acchipcm-1,2
acchogmp-1,2
acciaepb-1,2
acciohlk-1,2
accipifd-1,4
accjaipj-1,5
accjiemj-1,5
acckgieg-1,2
acclfbeo-1,5
accmefmf-1,2
accnalna-1,2
accpagbe-1,4
accpnikc-1,2
accpoece-1,6
acdabhbo-1,10
acdbjpig-1,2
acdfabbm-1,2
acdfkmoj-1,3
acdiebei-1,2
acdjjhhp-1,4
acdjknim-1,14
acdjndjp-1,2
acdkjahf-1,4
acdlmglc-1,10
acdmbjah-1,10
acdocadl-1,18
acdoidlp-1,2
acdolhoe-1,11
acdphbhn-1,18
aceacoke-1,11
acebjmcc-1,2
acebpcjp-1,11
acecdkbb-1,2
acedaced-1,2
acedegpb-1,2
aceghmgo-1,2
acejcgdi-1,25
acejoifb-1,11
acekccio-1,11
acekhnmm-1,18
acephnka-1,4
acfadepn-1,2
acfanhji-1,14
acfbgfpp-1,13
acfbhcji-1,3
acfcacjp-1,1
acfcjnhd-1,5
acfdbmbn-1,15
acffdkmi-1,15
acfgdagh-1,13
acfgffpd-1,12
acficlni-1,3
acfjmceg-1,6
acfldelh-1,3
acflmnee-1,3
acfmidfo-1,1
acfncdgp-1,13
acfnnhnh-1,5
acfppmho-1,1
acgckkpc-1,12
acgcmocn-1,25
acgdmppp-1,3
acgepakn-1,5
acghibpi-1,5
acghmnch-1,3
acgjddnj-1,3
acgjdjhm-1,3
acglpgok-1,5
acgppmjp-1,8
achbjaec-1,3
achbjmko-1,5
achbplen-1,5
achdhkji-1,5
achfginj-1,5
achfhmpb-1,3
achfohog-1,8
achggbjj-1,5
achgplae-1,6
achhieoj-1,3
achhlajl-1,8
achjcach-1,5
achjnhlf-1,5
achlkflj-1,8
achmbihk-1,3
achnkmgb-1,13
achoafjo-1,5
achocmcg-1,5
aciacacm-1,13
aciaobfk-1,5
acibllcb-1,5
acicoafh-1,5
acicphdf-1,5
acifallk-1,5
acifhlec-1,6
acigkgki-1,5
aciipidj-1,6
acijfkgc-1,5
acijgkon-1,13
acijjnpo-1,5
acikaajl-1,5
acjafadd-1,5
acjanpmm-1,12
acjbbioi-1,13
acjdfkdl-1,6
acjdhihl-1,5
acjeaneb-1,5
acjejkcm-1,6
acjhhnlc-1,5
acjhlccj-1,5
acjlnkap-1,5
acjmacaa-1,5
acjmgned-1,5
acjmgole-1,5
acjoaigg-1,6
acjobloh-1,5
acjoenje-1,6
acjpeoap-1,13
ackakgbl-1,5
ackbjoop-1,1
ackdbdlo-1,5
ackdlaif-1,8
ackengpn-1,1
ackepfhh-1,5
ackgaado-1,8
ackghpcf-1,16
ackgihke-1,5
ackgjlki-1,3
ackhioeb-1,15
ackigekb-1,1
ackkjnjf-1,8
ackkphed-1,8
acklbhmd-1,6
acklmcde-1,3
acknhofm-1,3
ackooejc-1,3
ackpbfnh-1,8
ackpfkhf-1,5
ackpgkkp-1,5
ackpifmk-1,3
aclbfkhh-1,5
acldgbak-1,19
acleaggo-1,25
aclegmbk-1,5
aclejbif-1,8
aclflnii-1,5
aclfnhhe-1,16
aclgjgll-1,5
aclgledm-1,3
aclhaoki-1,5
aclhemmf-1,3
acliebfn-1,12
acljjnhm-1,5
acllnohn-1,1
aclmoddo-1,3
aclnbico-1,5
aclofjkl-1,8
acmafhfd-1,3
acmfkbgm-1,3
acmgmmbl-1,5
acmjcjhe-1,1
acmjiaak-1,12
acmldbah-1,6
acmlhhpl-1,5
acmnbicj-1,5
acmngobb-1,5
acmoagln-1,8
acmojbdd-1,19
acmphiil-1,16
acncbbal-1,5
acncjlol-1,5
acndffpa-1,5
acndlipf-1,5
acnhdfem-1,6
acnhfohd-1,5
acnhhgjc-1,5
acnllaik-1,5
acnlmaac-1,19
acnmcidb-1,19
acnneaaj-1,5
acnnfbnj-1,5
acnnfjei-1,5
acnnpngd-1,5
acnoeadj-1,19
acnpaifn-1,25
acnpibaj-1,8
acoafgmf-1,19
acobopnm-1,5
acobpofb-1,8
acogglmh-1,8
acoghokn-1,3
acohbgdh-1,3
acohejof-1,14
acojbcpo-1,5
acokocef-1,19
acopbidh-1,5
acopkcoc-1,1
acpbidjk-1,5
acpdhkdf-1,3
acpejdle-1,8
acphepme-1,5
acphiedo-1,5
acpibggp-1,3
acpjjmap-1,5
acpkfjca-1,6
acplikga-1,25
acpmdjfc-1,5
acpmgjmh-1,5
acpnoggh-1,5
adabmoim-1,19
adacnpmo-1,3
adadgoil-1,1
adaepkkj-1,5
adagnckl-1,15
adahgjka-1,5
adaibcno-1,5
adaihbid-1,5
adaihhlc-1,5
adakgkef-1,3
adalkbin-1,5
adandlci-1,3
adanioen-1,5
adaomcmh-1,5
adaoobpm-1,5
adbafhoj-1,13
adbahcih-1,6
adbchhde-1,3
adbdjcef-1,5
adbdncgo-1,5
adbfkbne-1,6
adbfondl-1,13
adbjkhol-1,5
adbjligk-1,16
adbkalgg-1,6
adbkpbmk-1,3
adbmalli-1,3
adbmhdnb-1,3
adbmlgag-1,5
adceblil-1,15
adcedikd-1,6
adcfbdna-1,5
adcfcndb-1,5
adcfecaf-1,3
adcfigeg-1,19
adchhbcm-1,5
adchhcjf-1,13
adcibphj-1,6
adcinhho-1,1
adckkagi-1,6
adclhica-1,6
adcmnkml-1,6
adcngaog-1,6
adcnobla-1,5
adcpkfhc-1,16
addcapfd-1,5
addcjbcg-1,5
addddlhb-1,6
adddficp-1,5
addejplp-1,1
addfgpjg-1,5
addfiiff-1,15
addjlnfp-1,5
addklnal-1,25
addljjhj-1,5
addodicp-1,5
addonhki-1,8
addpbihi-1,1
addplmkd-1,5
adeabdfd-1,5
adebcmil-1,3
adebfbkf-1,3
adebhedl-1,5
adebkpin-1,8
adecadnk-1,19
adedaald-1,13
adedmhpa-1,15
adehgmgn-1,3
adehnfip-1,8
adejichj-1,15
adekcffh-1,5
adekfdfb-1,13
adekfhnp-1,13
adekhfcf-1,5
adelbbgm-1,25
adennecf-1,5
adeopgfh-1,19
adfajbdh-1,5
adfbgkfo-1,5
adfcbeag-1,5
adfdapia-1,5
adfdjoke-1,3
adfecfan-1,21
adfehpkn-1,5
adfepoph-1,5
adfihmlc-1,6
adfjhaoa-1,8
adfjlcoj-1,5
adfkbinp-1,5
adfkbkeg-1,5
adfkdjgn-1,3
adflkpei-1,1
adfmdfhl-1,5
adfmdkid-1,5
adfmgkec-1,13
adfmiddh-1,3
adfnjfln-1,5
adfobcaj-1,5
adfobgdc-1,5
adfojbgp-1,25
adfpjcmg-1,5
adgaenkn-1,3
adgakdgf-1,15
adgaljld-1,5
adgdpbaa-1,5
adgehgja-1,3
adgfgmic-1,5
adgfldin-1,15
adgikmom-1,13
adgjjlbh-1,1
adgknknc-1,15
adgkpcll-1,5
adglllbp-1,6
adglpglp-1,1
adgmfnjd-1,5
adgnecoe-1,5
adgnknod-1,5
adgoiela-1,19
adgpbbgk-1,1
adhbhehd-1,5
adhdajnm-1,5
adhdkkhg-1,1
adhelfkg-1,1
adhemgkd-1,5
adhfegio-1,1
adhhaipd-1,5
adhjakjm-1,6
adhjeaaf-1,5
adhjkkhp-1,5
adhkdbbk-1,5
adhkegma-1,5
adhkfppd-1,8
adhkgjcp-1,8
adhloefk-1,1
adhpnehe-1,5
adiadobj-1,5
adiaebnp-1,1
adiaonfe-1,3
adibnebj-1,5
adifiikf-1,5
adiglghd-1,5
adihhhbe-1,5
adiidaih-1,5
adiikeba-1,5
adiinkjl-1,8
adiinmme-1,5
adikdjlj-1,5
adikifbd-1,1
adiknche-1,6
adilckoo-1,5
adinldcl-1,5
adipiomb-1,12
adjadbdi-1,5
adjafmbe-1,5
adjcghfa-1,5
adjegkpp-1,5
adjencoa-1,5
adjgcmgf-1,5
adjhaknf-1,1
adjhemoa-1,5
adjibmnh-1,19
adjjfmfc-1,6
adjjhjfm-1,3
adjkbmpc-1,25
adjnbjci-1,1
adjofhil-1,5
adkaekam-1,5
adkafegg-1,3
adkbjdan-1,5
adkbjeok-1,5
adkbldla-1,5
adkbnjac-1,5
adkchbam-1,5
adkeibgm-1,5
adkfinoe-1,8
adkfjbeb-1,5
adklgefn-1,6
adkngdbm-1,5
adknpbde-1,13
adkokbcm-1,1
adkppdkk-1,15
adlcbbcd-1,5
adldlhkh-1,19
adldnncl-1,1
adleaccp-1,16
adlfojec-1,15
adlifkoa-1,1
adligclp-1,15
adliibif-1,8
adlikghm-1,5
adlipbhi-1,3
adljcpae-1,1
adljmbbg-1,3
adlkehih-1,13
adlkifhk-1,12
adlkmogn-1,8
adlladhh-1,8
adlncjhb-1,6
adloblpf-1,3
adloheoi-1,5
adlonahf-1,5
adlpgpac-1,3
admajmlj-1,19
admaomej-1,8
admbpfgg-1,3
admcgnpi-1,1
admdifbc-1,5
admeenpa-1,19
admfafaa-1,5
admgddef-1,5
admggbmn-1,5
admgobjh-1,15
admgodpo-1,5
admgohff-1,13
admicjid-1,6
admjgpnc-1,16
admjmhkj-1,1
admkdncb-1,8
admkfhde-1,8
admlchok-1,5
admniaig-1,19
adncdgbc-1,19
adndaplp-1,5
adnddamd-1,6
adneikbg-1,5
adnejpbl-1,6
adnfolac-1,21
adnhhlmm-1,6
adnibgfb-1,14
adnjapgb-1,5
adnjkdne-1,8
adnkmgal-1,8
adnldhcj-1,8
adnmkmpi-1,25
adnnggmi-1,6
adnnndme-1,3
adnnpdbb-1,5
adoalclf-1,5
adocjjcn-1,6
adodldlm-1,6
adoemhke-1,19
adofbhpe-1,15
adofjfab-1,5
adogahog-1,6
adogmklp-1,5
adoihnip-1,3
adojliif-1,5
adokoemh-1,5
adolflle-1,1
adolppkc-1,5
adoplmmp-1,5
adopmmgb-1,5
adpapghb-1,25
adpcakfl-1,1
adpcgmpm-1,13
adpckpdj-1,5
adpdeedp-1,5
adpecdlo-1,5
adpejoic-1,5
adpffcmc-1,5
adpghooa-1,19
adphainh-1,5
adpimand-1,5
adpjieja-1,5
adpjmaea-1,6
adpkedog-1,16
adpkekop-1,8
adpkpjcg-1,5
adpmfhdk-1,5
adpnlfil-1,5
adpobhej-1,5
adpojkko-1,3
adpomcmf-1,16
adpopljo-1,5
aeaalomb-1,5
aeabclaf-1,19
aeadeolj-1,25
aeadfkbd-1,5
aeaepglj-1,5
aeageefp-1,5
aeajhflh-1,1
aeajolek-1,3
aeakefil-1,5
aeakhiff-1,5
aealgale-1,13
aeambfmd-1,1
aeampaie-1,5
aeapjkhj-1,5
aebbjefo-1,5
aebdpdef-1,5
aebfdemd-1,1
aebhihia-1,5
aebhlkcj-1,1
aebifbam-1,3
aebikdci-1,5
aebkpchc-1,5
aeblhmjo-1,5
aebljigp-1,5
aebmclgl-1,3
aebnciih-1,8
aeboliea-1,5
aebppecp-1,6
aecagboj-1,16
aecbfelk-1,5
aecdegff-1,1
aecdpgeo-1,5
aeceeina-1,5
aecfcfgl-1,5
aecfigpg-1,3
aecidpek-1,5
aecifgil-1,19
aecifnhp-1,5
aeciocem-1,12
aecjnicl-1,19
aeckefkl-1,5
aeckikbi-1,5
aecldpig-1,3
aecoffdk-1,6
aedadjcg-1,5
aedbfmli-1,16
aedcciop-1,5
aedcjohf-1,5
aedeeebp-1,3
aedemdmb-1,5
aedeobif-1,5
aedgckgd-1,25
aedhfbod-1,5
aedjbllk-1,5
aedjdmfd-1,5
aedjjkck-1,5
aedjonim-1,1
aedkdbfg-1,3
aedkoheb-1,5
aedmfked-1,16
aedmngbk-1,14
aednhgdh-1,8
aeeagjgd-1,16
aeeamkkc-1,5
aeebhffp-1,8
aeebnckk-1,5
aeedfkkn-1,1
aeefokie-1,3
aeegfpip-1,8
aeehmjmm-1,6
aeejfnji-1,25
aeekifcn-1,12
aeekmhdd-1,1
aeelhela-1,13
aeembohd-1,3
aeemkhpp-1,5
aeeobgop-1,5
aeeoidmc-1,5
aefadhcf-1,13
aefcfhaf-1,1
aefdlchd-1,19
aefggflp-1,5
aefhjiad-1,5
aefhnedh-1,5
aefichpg-1,3
aeficlpm-1,8
aefldmif-1,5
aefnjoog-1,5
aefodnjk-1,5
aefofmhl-1,5
aefohaem-1,13
aefokobl-1,5
aefoljbb-1,5
aegahmji-1,5
aegamfmj-1,25
aegaplbb-1,5
aegbbdld-1,5
aegbbmgb-1,5
aegbjhdo-1,19
aegccgpi-1,3
aegdcejg-1,5
aegdfcml-1,8
aegealpo-1,5
aegeipmi-1,5
aegfbhmg-1,5
aegfhbng-1,5
aegfjald-1,19
aegfodmk-1,5
aeggipje-1,19
aeghgcog-1,19
aeghgmpl-1,5
aegjpmjd-1,5
aegkhhja-1,5
aeglafme-1,5
aeglglmf-1,8
aeglnjkf-1,15
aegmeafd-1,3
aegmpdgf-1,5
aegnhkam-1,5
aegnnmfe-1,25
aegojojj-1,19
aegonkkh-1,5
aehailan-1,5
aehakbee-1,3
aehanhlf-1,6
aehbflid-1,5
aehbnjcd-1,15
aehdblkh-1,1
aehdodbn-1,5
aeheaeif-1,16
aehebple-1,5
aehehnlc-1,3
aehemgla-1,15
aehemlcd-1,15
aehffbkn-1,19
aehfibka-1,5
aehgdehd-1,5
aehghoda-1,5
aehkabmd-1,5
aehmedld-1,5
aehnpnik-1,5
aeiaagll-1,5
aeiaggof-1,5
aeiebmel-1,5
aeifaamj-1,16
aeifgckh-1,5
aeifkcbm-1,16
aeigljck-1,12
aeijadnf-1,5
aeijdjpi-1,3
aeikecbc-1,6
aeilblce-1,1
aeinbfio-1,1
aeinlokp-1,5
aeinnfob-1,13
aeinpfpj-1,5
aeippghj-1,5
aejahigj-1,8
aejaibnf-1,8
aejajagn-1,8
aejajbne-1,5
aejbfagn-1,5
aejbhopi-1,13
aejblhao-1,8
aejcefpa-1,5
aejcpgac-1,3
aejdnego-1,5
aejejakc-1,5
aejfenei-1,5
aejfhibm-1,3
aejfnick-1,25
aejgkehd-1,5
aejhnpec-1,5
aejhonbc-1,5
aejjlnec-1,5
aejlhkjk-1,5
aejlmdgn-1,5
aejlnmio-1,3
aejmdhof-1,1
aejnpojn-1,5
aejohjmk-1,5
aejolmaa-1,5
aejonjim-1,13
aekanbkg-1,5
aekcicla-1,12
aekciikp-1,3
aekdaona-1,5
aekdnean-1,5
aekeacpc-1,8
aekfcmfl-1,3
aekfefcn-1,19
aekfpngi-1,13
aekioamk-1,5
aekjbnjk-1,5
aekjphke-1,5
aekkocdc-1,5
aekkojfm-1,5
aeklejod-1,5
aeklglmj-1,5
aekmdhei-1,5
aekmdjba-1,3
aekoagpf-1,5
aekohnjf-1,19
aekopfhl-1,19
aelabjkd-1,8
aelahhoh-1,5
aelbjnki-1,5
aelbpamj-1,5
aeldgpal-1,6
aeleaeib-1,5
aelgpope-1,3
aeljjceg-1,5
aeljkgkj-1,19
aeljoibc-1,6
aelkdbbg-1,5
aelkelfc-1,6
aelkfdkd-1,1
aelkkong-1,13
aelklajl-1,1
aellikem-1,1
aelonflf-1,1
aelonijb-1,6
aembddna-1,1
aemcfjjk-1,15
aemedfln-1,5
aememaia-1,1
aemghfng-1,15
aemgkdcb-1,5
aemhdggc-1,1
aemhfpid-1,5
aemhmdho-1,5
aemhnlhk-1,1
aemjgboj-1,6
aemkkofl-1,5
aemklffo-1,5
aemkoakn-1,3
aemlnkgl-1,5
aemmloie-1,5
aemmpike-1,1
aemnlbja-1,5
aenaallc-1,5
aenabkmo-1,3
aenacicg-1,8
aenbmbip-1,8
aendjcbm-1,5
aendmkgb-1,8
aenfmend-1,1
aengcbac-1,8
aenhpcke-1,6
aenidjbn-1,5
aenkdnep-1,13
aenkfaom-1,5
aenmhfhe-1,3
aenobkdp-1,5
aenocecp-1,5
aenofddc-1,12
aeoaboob-1,8
aeobiego-1,8
aeobjcge-1,1
aeocmajh-1,1
aeoiplaj-1,5
aeokcndg-1,3
aeolbblh-1,5
aeombkhj-1,3
aeomonec-1,19
aeooaeec-1,5
aepajggc-1,5
aepbkjlk-1,13
aepiiolc-1,8
aepjgheb-1,3
aeplclfo-1,5
aeplkjhh-1,5
aeplmjee-1,8
