Barcode,Cluster
aahpcnli-1,4
aaiajhnn-1,2
aaibmdgb-1,4
aaiekoom-1,3
aaikmeli-1,2
aaiofiin-1,4
aaipbjch-1,2
aaipoape-1,4
aajcmcaa-1,2
aajdidba-1,4
aajdoglp-1,4
aajeadno-1,4
aajeeibk-1,2
aajejgdp-1,4
aajepegm-1,4
aajfbaah-1,4
aajgjnil-1,4
aajgomin-1,4
aajhoobd-1,2
aajkifmn-1,4
aajkodic-1,4
aajlhicb-1,1
aajlmfak-1,1
aajlolen-1,1
aajnjgie-1,1
aajohfbk-1,1
aakajpcp-1,1
aakaljak-1,1
aakbgndb-1,2
aakbpfkl-1,4
aakdndog-1,1
aakejmbb-1,1
aakfbdhj-1,1
aakfegla-1,1
aakfhlhk-1,1
aakjhdap-1,1
aakjoahe-1,1
aakkfhma-1,1
aakkhbbb-1,1
aakkoocj-1,1
aakkpnig-1,1
aakoccjl-1,1
aakoffgl-1,1
aakpbbbo-1,1
aakpfafd-1,1
aakpnoli-1,1
aalajpdb-1,1
aalcbbkg-1,2
aalcdlim-1,2
aalcdofj-1,2
aalcogij-1,2
aalcplpe-1,1
aaldaijb-1,1
aaldfoko-1,1
aaleaafb-1,2
aalhjddj-1,1
aalhomeb-1,1
aalhpbmo-1,1
aalibhlc-1,3
aaljcibk-1,2
aalkenob-1,1
aalkkaca-1,1
aallfjkn-1,1
aalmioel-1,1
aalnobjl-1,4
aalockep-1,2
aalpbpbo-1,2
aalpcokc-1,4
aambajed-1,2
aambbfaa-1,1
aamcbehj-1,1
aamdmibc-1,2
aameklce-1,1
aamfpknc-1,1
aamgbggd-1,2
aamgikak-1,2
aamjfcad-1,4
aamldajl-1,2
aamlfejf-1,2
aamlhlob-1,4
aammdamc-1,4
aammemii-1,2
aammopdg-1,2
aamnbmjf-1,1
aamoaani-1,1
aamomddg-1,1
aanaejmm-1,2
aancbkjk-1,2
aandjknm-1,2
aandopgf-1,2
aaneknaa-1,1
aanfbkhf-1,1
aanhlijp-1,1
aanigocf-1,1
aanihckd-1,1
aanikfhe-1,4
aanjkgoh-1,4
aankfpig-1,2
aanlfcog-1,3
aanmacal-1,3
aanmanhn-1,1
aanmbocf-1,1
aanmjdem-1,1
aanmpcdb-1,1
aannjcoo-1,4
aanonfji-1,4
aaoajnlg-1,4
aaobcgml-1,2
aaobelmi-1,4
aaobgedj-1,4
aaobkdip-1,4
aaobkocc-1,4
aaoeejgo-1,4
aaofnjho-1,2
aaogjhnl-1,1
aaoigkip-1,1
aaoijebj-1,1
aaojdjeg-1,1
aaojihlg-1,1
aaokdekm-1,1
aaokdnii-1,1
aaoldool-1,1
aaolgidi-1,4
aaollmgl-1,1
aaonpnod-1,1
aapalkpf-1,1
aapbglik-1,1
aapbhcie-1,1
aapdiacj-1,1
aapeaile-1,1
aapenike-1,1
aapgfnlp-1,1
aapgiige-1,4
aapgnbmk-1,1
aaphjhdn-1,1
aapjfgnd-1,4
aapkhldb-1,1
aaplkcdb-1,1
aapmbmch-1,1
aapnenkj-1,1
aapoakkh-1,1
aappcdda-1,1
aappkmop-1,1
abachdao-1,1
abacipip-1,1
abadobik-1,1
abaeeoek-1,1
abaganfl-1,1
abagdenp-1,1
abagnjco-1,1
abahhcgn-1,1
abahpcfe-1,1
abajjkfe-1,1
abaknoom-1,1
abalgiod-1,1
abalkgao-1,1
abamcoji-1,1
abaocjlf-1,1
abaofene-1,1
abaonefg-1,1
abaophnm-1,1
abbahohg-1,1
abbbcije-1,1
abbfnoij-1,1
abbgmkdo-1,1
abbhbnfk-1,1
abbiaidb-1,4
abbifcic-1,1
abbjccmb-1,1
abbjgaff-1,1
abbjokhp-1,1
abbliion-1,1
abbllboo-1,4
abbohdlm-1,1
abbolfok-1,1
abcamgdk-1,1
abcbagfl-1,1
abcbipfe-1,1
abcdjfep-1,1
abceabdn-1,1
abcepkoc-1,1
abchafkg-1,1
abcheooc-1,1
abchkbcd-1,1
abciaoki-1,1
abcioebl-1,1
abcjpdep-1,1
abckmaae-1,1
abclmeid-1,1
abcmcood-1,1
abcndchj-1,2
abdaanbh-1,1
abdblkdk-1,4
abdcehkp-1,1
abddobmk-1,1
abdejalp-1,1
abdekmmf-1,1
abdepcoh-1,1
abdfleeh-1,1
abdfoffe-1,1
abdhebhe-1,1
abdijccd-1,1
abdijmje-1,1
abdjdgce-1,1
abdjfepk-1,3
abdllijl-1,1
abdmkkbb-1,1
abdnepdn-1,1
abdobpkg-1,4
abdoggdm-1,4
abdoicmi-1,4
abdpjkge-1,4
abebijhj-1,1
abeckdnl-1,1
abeejmhb-1,1
abegcipd-1,4
abegfehf-1,4
abegkihn-1,4
abeiaiaf-1,1
abeidobh-1,1
abekidfm-1,1
abelgacj-1,1
abepoafk-1,1
abfaafio-1,4
abfbhnpj-1,1
abfdomfc-1,1
abfedmfh-1,1
abfhpbkg-1,3
abfkjfaj-1,4
abfkphap-1,1
abfohbbp-1,1
abfokdmk-1,1
abgaalph-1,1
abgbepoc-1,1
abgeamhc-1,3
abgenmai-1,1
abgggpbc-1,1
abggkjil-1,1
abghinpi-1,1
abgiejco-1,1
abgimckn-1,1
abgjdmag-1,1
abgkapki-1,1
abgkbgbe-1,1
abgkoafl-1,1
abgkooal-1,1
abgkpimn-1,1
abgldahm-1,2
abgnbodl-1,1
abgnnhec-1,1
abgphfdj-1,1
abhabhcp-1,1
abhacaob-1,1
abhafpgj-1,1
abhcfild-1,1
abhdbohc-1,1
abhggagj-1,1
abhgiemd-1,1
abhhallj-1,1
abhiaoae-1,1
abhibdam-1,1
abhjkpnh-1,1
abhmdakb-1,1
abhmohgb-1,1
abhnnflj-1,1
abhnpgff-1,1
abhoaiej-1,1
abhpgmcm-1,1
abhpmkgh-1,1
abibgpko-1,1
abidhnom-1,4
abidloja-1,1
abifllkf-1,1
abiialmf-1,1
abiieppk-1,1
abiikokc-1,1
abikigoa-1,1
abimncal-1,1
abinfddh-1,3
abiohnad-1,1
abiolfea-1,1
abiomahg-1,3
abioohgb-1,1
abjbllch-1,1
abjdphda-1,3
abjecmnn-1,3
abjfkdbo-1,1
abjfllcn-1,1
abjfpioe-1,1
abjiffoi-1,1
abjjglih-1,1
abjkoegj-1,1
abjmdkke-1,1
abjmmkjb-1,1
abjoajak-1,1
abjpeghl-1,1
abjpelgk-1,1
abkdbkbm-1,1
abkfdgdi-1,1
abkfhcoh-1,1
abkfidke-1,1
abkgfnfh-1,1
abkhngeg-1,1
abkhpidm-1,1
abkkiocn-1,1
abklccoo-1,1
abklfdde-1,1
abkphpbn-1,1
ablbidfi-1,1
abldcbfm-1,1
abldemdn-1,1
abldpoll-1,1
abledopj-1,1
ablenfmo-1,1
ablfkhem-1,1
ablhpela-1,1
ablifahb-1,1
ablijgdi-1,1
abljidgm-1,1
ablllndb-1,1
abllmhdj-1,1
ablmnbaa-1,1
ablpblei-1,1
abmabedd-1,1
abmappgi-1,1
abmbbcnj-1,1
abmbmona-1,1
abmbpjla-1,1
abmdjfcg-1,1
abmejjgg-1,1
abmemcgp-1,1
abmgbdef-1,1
abmhahbc-1,1
abmkanck-1,1
abmlpnhn-1,1
abmmeaml-1,1
abmmnepi-1,1
abmmpjnp-1,1
abmoghap-1,1
abmopico-1,1
abnaaeca-1,1
abnajilb-1,1
abncceng-1,1
abnenpep-1,1
abngegeg-1,1
abnhganc-1,1
abnhifah-1,1
abnjkocb-1,1
abnllgmh-1,1
abnmabkd-1,1
abnmflcd-1,1
abnnigim-1,1
abnnpbil-1,1
abocpfcg-1,1
aboeapih-1,1
abogmcda-1,1
abohanno-1,1
abohghok-1,1
aboipmek-1,1
abojlpje-1,1
abojnalj-1,1
abokbpkk-1,1
abokjhjc-1,1
abokjphb-1,1
abolopbg-1,1
abomabig-1,1
aboncbch-1,1
abonejch-1,1
abooaopb-1,1
aboocgap-1,1
aboofehh-1,1
abpajnho-1,1
abpciihi-1,1
abphmhfe-1,1
abpibopj-1,1
abpifeol-1,1
abpjechh-1,1
abpkgcfn-1,1
abpknjkd-1,1
abpkoien-1,1
abplknok-1,1
abplkogo-1,1
abpmbogi-1,1
abpngbhb-1,2
abpnoban-1,2
abpofdef-1,2
abpoffak-1,1
abpohgep-1,1
abppaflm-1,1
acaadphc-1,1
acadfhon-1,1
acadpoli-1,1
acaelehm-1,1
acafkkab-1,1
acafojej-1,4
acagfope-1,1
acajhfdl-1,1
acajlhfj-1,1
acakgghi-1,1
acaljpmd-1,1
acamhgaj-1,1
acamobla-1,1
acannhie-1,1
acaphoho-1,1
acapihbm-1,1
acappfnk-1,1
acbcjalp-1,1
acbdajah-1,1
acbdceei-1,1
acbejkjn-1,1
acbhjbni-1,1
acbhomna-1,1
acbifiai-1,1
acbjagke-1,1
acbjffcn-1,1
acbjgmdj-1,1
acblhcfg-1,1
acblicii-1,1
acblippl-1,1
acbmhiho-1,1
acbngmge-1,1
acbofbpb-1,1
acbogblk-1,1
acbpbphh-1,1
acbphjmm-1,1
accamnpe-1,1
accamoee-1,4
accbhaje-1,1
acccmhpj-1,1
accdfooi-1,1
accdneck-1,1
accdngcl-1,1
acceinkh-1,1
acchebal-1,1
acchipcm-1,1
acchogmp-1,1
acciaepb-1,1
acciohlk-1,1
accipifd-1,1
accjaipj-1,1
accjiemj-1,1
acckgieg-1,1
acclfbeo-1,1
accmefmf-1,1
accnalna-1,1
accpagbe-1,1
accpnikc-1,1
accpoece-1,1
acdabhbo-1,1
acdbjpig-1,1
acdfabbm-1,1
acdfkmoj-1,1
acdiebei-1,1
acdjjhhp-1,1
acdjknim-1,4
acdjndjp-1,1
acdkjahf-1,1
acdlmglc-1,1
acdmbjah-1,1
acdocadl-1,1
acdoidlp-1,1
acdolhoe-1,1
acdphbhn-1,1
aceacoke-1,1
acebjmcc-1,1
acebpcjp-1,1
acecdkbb-1,1
acedaced-1,1
acedegpb-1,1
aceghmgo-1,1
acejcgdi-1,1
acejoifb-1,1
acekccio-1,1
acekhnmm-1,1
acephnka-1,1
acfadepn-1,1
acfanhji-1,4
acfbgfpp-1,2
acfbhcji-1,2
acfcacjp-1,3
acfcjnhd-1,1
acfdbmbn-1,2
acffdkmi-1,3
acfgdagh-1,1
acfgffpd-1,2
acficlni-1,2
acfjmceg-1,4
acfldelh-1,2
acflmnee-1,2
acfmidfo-1,3
acfncdgp-1,2
acfnnhnh-1,1
acfppmho-1,3
acgckkpc-1,2
acgcmocn-1,3
acgdmppp-1,2
acgepakn-1,1
acghibpi-1,1
acghmnch-1,2
acgjddnj-1,2
acgjdjhm-1,2
acglpgok-1,1
acgppmjp-1,2
achbjaec-1,2
achbjmko-1,1
achbplen-1,1
achdhkji-1,1
achfginj-1,1
achfhmpb-1,2
achfohog-1,2
achggbjj-1,1
achgplae-1,4
achhieoj-1,2
achhlajl-1,2
achjcach-1,1
achjnhlf-1,1
achlkflj-1,2
achmbihk-1,2
achnkmgb-1,2
achoafjo-1,1
achocmcg-1,1
aciacacm-1,1
aciaobfk-1,1
acibllcb-1,1
acicoafh-1,1
acicphdf-1,1
acifallk-1,1
acifhlec-1,4
acigkgki-1,1
aciipidj-1,4
acijfkgc-1,1
acijgkon-1,1
acijjnpo-1,1
acikaajl-1,1
acjafadd-1,1
acjanpmm-1,2
acjbbioi-1,2
acjdfkdl-1,4
acjdhihl-1,1
acjeaneb-1,1
acjejkcm-1,4
acjhhnlc-1,1
acjhlccj-1,1
acjlnkap-1,1
acjmacaa-1,1
acjmgned-1,1
acjmgole-1,1
acjoaigg-1,4
acjobloh-1,1
acjoenje-1,4
acjpeoap-1,2
ackakgbl-1,1
ackbjoop-1,3
ackdbdlo-1,1
ackdlaif-1,2
ackengpn-1,3
ackepfhh-1,1
ackgaado-1,2
ackghpcf-1,4
ackgihke-1,1
ackgjlki-1,2
ackhioeb-1,3
ackigekb-1,3
ackkjnjf-1,2
ackkphed-1,2
acklbhmd-1,4
acklmcde-1,2
acknhofm-1,2
ackooejc-1,2
ackpbfnh-1,2
ackpfkhf-1,1
ackpgkkp-1,1
ackpifmk-1,2
aclbfkhh-1,1
acldgbak-1,1
acleaggo-1,1
aclegmbk-1,1
aclejbif-1,2
aclflnii-1,1
aclfnhhe-1,2
aclgjgll-1,1
aclgledm-1,2
aclhaoki-1,1
aclhemmf-1,2
acliebfn-1,2
acljjnhm-1,1
acllnohn-1,3
aclmoddo-1,2
aclnbico-1,1
aclofjkl-1,2
acmafhfd-1,2
acmfkbgm-1,2
acmgmmbl-1,1
acmjcjhe-1,3
acmjiaak-1,2
acmldbah-1,4
acmlhhpl-1,1
acmnbicj-1,1
acmngobb-1,1
acmoagln-1,2
acmojbdd-1,1
acmphiil-1,4
acncbbal-1,1
acncjlol-1,1
acndffpa-1,1
acndlipf-1,1
acnhdfem-1,4
acnhfohd-1,1
acnhhgjc-1,1
acnllaik-1,1
acnlmaac-1,2
acnmcidb-1,1
acnneaaj-1,1
acnnfbnj-1,1
acnnfjei-1,1
acnnpngd-1,1
acnoeadj-1,1
acnpaifn-1,1
acnpibaj-1,2
acoafgmf-1,2
acobopnm-1,1
acobpofb-1,2
acogglmh-1,2
acoghokn-1,2
acohbgdh-1,2
acohejof-1,4
acojbcpo-1,1
acokocef-1,1
acopbidh-1,1
acopkcoc-1,3
acpbidjk-1,1
acpdhkdf-1,2
acpejdle-1,2
acphepme-1,1
acphiedo-1,1
acpibggp-1,2
acpjjmap-1,1
acpkfjca-1,4
acplikga-1,3
acpmdjfc-1,1
acpmgjmh-1,1
acpnoggh-1,1
adabmoim-1,1
adacnpmo-1,2
adadgoil-1,3
adaepkkj-1,1
adagnckl-1,3
adahgjka-1,1
adaibcno-1,1
adaihbid-1,1
adaihhlc-1,1
adakgkef-1,2
adalkbin-1,1
adandlci-1,2
adanioen-1,1
adaomcmh-1,1
adaoobpm-1,1
adbafhoj-1,1
adbahcih-1,4
adbchhde-1,2
adbdjcef-1,1
adbdncgo-1,1
adbfkbne-1,4
adbfondl-1,2
adbjkhol-1,1
adbjligk-1,4
adbkalgg-1,4
adbkpbmk-1,2
adbmalli-1,2
adbmhdnb-1,2
adbmlgag-1,1
adceblil-1,3
adcedikd-1,4
adcfbdna-1,1
adcfcndb-1,1
adcfecaf-1,2
adcfigeg-1,1
adchhbcm-1,1
adchhcjf-1,2
adcibphj-1,4
adcinhho-1,3
adckkagi-1,4
adclhica-1,4
adcmnkml-1,4
adcngaog-1,4
adcnobla-1,1
adcpkfhc-1,4
addcapfd-1,1
addcjbcg-1,1
addddlhb-1,4
adddficp-1,1
addejplp-1,3
addfgpjg-1,1
addfiiff-1,3
addjlnfp-1,1
addklnal-1,3
addljjhj-1,1
addodicp-1,1
addonhki-1,2
addpbihi-1,3
addplmkd-1,1
adeabdfd-1,1
adebcmil-1,2
adebfbkf-1,2
adebhedl-1,1
adebkpin-1,2
adecadnk-1,2
adedaald-1,2
adedmhpa-1,3
adehgmgn-1,2
adehnfip-1,2
adejichj-1,3
adekcffh-1,1
adekfdfb-1,2
adekfhnp-1,2
adekhfcf-1,1
adelbbgm-1,3
adennecf-1,1
adeopgfh-1,1
adfajbdh-1,1
adfbgkfo-1,1
adfcbeag-1,1
adfdapia-1,1
adfdjoke-1,2
adfecfan-1,4
adfehpkn-1,1
adfepoph-1,1
adfihmlc-1,4
adfjhaoa-1,2
adfjlcoj-1,1
adfkbinp-1,1
adfkbkeg-1,1
adfkdjgn-1,2
adflkpei-1,3
adfmdfhl-1,1
adfmdkid-1,1
adfmgkec-1,2
adfmiddh-1,2
adfnjfln-1,1
adfobcaj-1,1
adfobgdc-1,1
adfojbgp-1,3
adfpjcmg-1,1
adgaenkn-1,2
adgakdgf-1,3
adgaljld-1,1
adgdpbaa-1,1
adgehgja-1,2
adgfgmic-1,1
adgfldin-1,3
adgikmom-1,2
adgjjlbh-1,3
adgknknc-1,2
adgkpcll-1,1
adglllbp-1,4
adglpglp-1,3
adgmfnjd-1,1
adgnecoe-1,1
adgnknod-1,1
adgoiela-1,1
adgpbbgk-1,3
adhbhehd-1,1
adhdajnm-1,1
adhdkkhg-1,3
adhelfkg-1,3
adhemgkd-1,1
adhfegio-1,3
adhhaipd-1,1
adhjakjm-1,4
adhjeaaf-1,1
adhjkkhp-1,1
adhkdbbk-1,1
adhkegma-1,1
adhkfppd-1,2
adhkgjcp-1,2
adhloefk-1,3
adhpnehe-1,1
adiadobj-1,1
adiaebnp-1,3
adiaonfe-1,2
adibnebj-1,1
adifiikf-1,1
adiglghd-1,1
adihhhbe-1,1
adiidaih-1,1
adiikeba-1,1
adiinkjl-1,2
adiinmme-1,1
adikdjlj-1,1
adikifbd-1,3
adiknche-1,4
adilckoo-1,1
adinldcl-1,1
adipiomb-1,2
adjadbdi-1,1
adjafmbe-1,1
adjcghfa-1,1
adjegkpp-1,1
adjencoa-1,1
adjgcmgf-1,1
adjhaknf-1,3
adjhemoa-1,1
adjibmnh-1,1
adjjfmfc-1,4
adjjhjfm-1,2
adjkbmpc-1,3
adjnbjci-1,3
adjofhil-1,1
adkaekam-1,1
adkafegg-1,2
adkbjdan-1,1
adkbjeok-1,1
adkbldla-1,1
adkbnjac-1,1
adkchbam-1,1
adkeibgm-1,1
adkfinoe-1,2
adkfjbeb-1,1
adklgefn-1,4
adkngdbm-1,1
adknpbde-1,2
adkokbcm-1,3
adkppdkk-1,3
adlcbbcd-1,1
adldlhkh-1,1
adldnncl-1,3
adleaccp-1,4
adlfojec-1,3
adlifkoa-1,3
adligclp-1,3
adliibif-1,2
adlikghm-1,1
adlipbhi-1,2
adljcpae-1,3
adljmbbg-1,2
adlkehih-1,2
adlkifhk-1,2
adlkmogn-1,2
adlladhh-1,2
adlncjhb-1,4
adloblpf-1,2
adloheoi-1,1
adlonahf-1,1
adlpgpac-1,2
admajmlj-1,1
admaomej-1,2
admbpfgg-1,2
admcgnpi-1,3
admdifbc-1,1
admeenpa-1,1
admfafaa-1,1
admgddef-1,1
admggbmn-1,1
admgobjh-1,3
admgodpo-1,1
admgohff-1,2
admicjid-1,4
admjgpnc-1,4
admjmhkj-1,3
admkdncb-1,2
admkfhde-1,2
admlchok-1,1
admniaig-1,1
adncdgbc-1,1
adndaplp-1,1
adnddamd-1,4
adneikbg-1,1
adnejpbl-1,4
adnfolac-1,4
adnhhlmm-1,4
adnibgfb-1,4
adnjapgb-1,1
adnjkdne-1,2
adnkmgal-1,2
adnldhcj-1,2
adnmkmpi-1,1
adnnggmi-1,4
adnnndme-1,2
adnnpdbb-1,1
adoalclf-1,1
adocjjcn-1,4
adodldlm-1,4
adoemhke-1,1
adofbhpe-1,2
adofjfab-1,1
adogahog-1,4
adogmklp-1,1
adoihnip-1,2
adojliif-1,1
adokoemh-1,1
adolflle-1,3
adolppkc-1,1
adoplmmp-1,1
adopmmgb-1,1
adpapghb-1,3
adpcakfl-1,3
adpcgmpm-1,2
adpckpdj-1,1
adpdeedp-1,1
adpecdlo-1,1
adpejoic-1,1
adpffcmc-1,1
adpghooa-1,1
adphainh-1,1
adpimand-1,1
adpjieja-1,1
adpjmaea-1,4
adpkedog-1,4
adpkekop-1,2
adpkpjcg-1,1
adpmfhdk-1,1
adpnlfil-1,1
adpobhej-1,1
adpojkko-1,2
adpomcmf-1,4
adpopljo-1,1
aeaalomb-1,1
aeabclaf-1,1
aeadeolj-1,3
aeadfkbd-1,1
aeaepglj-1,1
aeageefp-1,1
aeajhflh-1,3
aeajolek-1,2
aeakefil-1,1
aeakhiff-1,1
aealgale-1,2
aeambfmd-1,3
aeampaie-1,1
aeapjkhj-1,1
aebbjefo-1,1
aebdpdef-1,1
aebfdemd-1,3
aebhihia-1,1
aebhlkcj-1,3
aebifbam-1,2
aebikdci-1,1
aebkpchc-1,1
aeblhmjo-1,1
aebljigp-1,1
aebmclgl-1,2
aebnciih-1,2
aeboliea-1,1
aebppecp-1,2
aecagboj-1,4
aecbfelk-1,1
aecdegff-1,3
aecdpgeo-1,1
aeceeina-1,1
aecfcfgl-1,1
aecfigpg-1,2
aecidpek-1,1
aecifgil-1,1
aecifnhp-1,1
aeciocem-1,2
aecjnicl-1,1
aeckefkl-1,1
aeckikbi-1,1
aecldpig-1,4
aecoffdk-1,4
aedadjcg-1,1
aedbfmli-1,4
aedcciop-1,1
aedcjohf-1,1
aedeeebp-1,2
aedemdmb-1,1
aedeobif-1,1
aedgckgd-1,3
aedhfbod-1,1
aedjbllk-1,1
aedjdmfd-1,1
aedjjkck-1,1
aedjonim-1,3
aedkdbfg-1,2
aedkoheb-1,1
aedmfked-1,4
aedmngbk-1,4
aednhgdh-1,2
aeeagjgd-1,2
aeeamkkc-1,1
aeebhffp-1,2
aeebnckk-1,1
aeedfkkn-1,3
aeefokie-1,2
aeegfpip-1,2
aeehmjmm-1,4
aeejfnji-1,3
aeekifcn-1,2
aeekmhdd-1,3
aeelhela-1,2
aeembohd-1,2
aeemkhpp-1,1
aeeobgop-1,1
aeeoidmc-1,1
aefadhcf-1,2
aefcfhaf-1,3
aefdlchd-1,1
aefggflp-1,1
aefhjiad-1,1
aefhnedh-1,1
aefichpg-1,2
aeficlpm-1,2
aefldmif-1,1
aefnjoog-1,1
aefodnjk-1,1
aefofmhl-1,1
aefohaem-1,2
aefokobl-1,1
aefoljbb-1,1
aegahmji-1,1
aegamfmj-1,3
aegaplbb-1,1
aegbbdld-1,1
aegbbmgb-1,1
aegbjhdo-1,1
aegccgpi-1,2
aegdcejg-1,1
aegdfcml-1,2
aegealpo-1,1
aegeipmi-1,1
aegfbhmg-1,1
aegfhbng-1,1
aegfjald-1,1
aegfodmk-1,1
aeggipje-1,1
aeghgcog-1,1
aeghgmpl-1,1
aegjpmjd-1,1
aegkhhja-1,1
aeglafme-1,1
aeglglmf-1,2
aeglnjkf-1,3
aegmeafd-1,2
aegmpdgf-1,1
aegnhkam-1,1
aegnnmfe-1,1
aegojojj-1,1
aegonkkh-1,1
aehailan-1,1
aehakbee-1,2
aehanhlf-1,4
aehbflid-1,1
aehbnjcd-1,3
aehdblkh-1,3
aehdodbn-1,1
aeheaeif-1,4
aehebple-1,1
aehehnlc-1,2
aehemgla-1,3
aehemlcd-1,3
aehffbkn-1,1
aehfibka-1,1
aehgdehd-1,1
aehghoda-1,1
aehkabmd-1,1
aehmedld-1,1
aehnpnik-1,1
aeiaagll-1,1
aeiaggof-1,1
aeiebmel-1,1
aeifaamj-1,4
aeifgckh-1,1
aeifkcbm-1,4
aeigljck-1,2
aeijadnf-1,1
aeijdjpi-1,2
aeikecbc-1,4
aeilblce-1,3
aeinbfio-1,3
aeinlokp-1,1
aeinnfob-1,3
aeinpfpj-1,1
aeippghj-1,1
aejahigj-1,2
aejaibnf-1,2
aejajagn-1,2
aejajbne-1,1
aejbfagn-1,1
aejbhopi-1,1
aejblhao-1,2
aejcefpa-1,1
aejcpgac-1,2
aejdnego-1,1
aejejakc-1,1
aejfenei-1,1
aejfhibm-1,2
aejfnick-1,3
aejgkehd-1,1
aejhnpec-1,1
aejhonbc-1,1
aejjlnec-1,1
aejlhkjk-1,1
aejlmdgn-1,1
aejlnmio-1,2
aejmdhof-1,3
aejnpojn-1,1
aejohjmk-1,1
aejolmaa-1,1
aejonjim-1,2
aekanbkg-1,1
aekcicla-1,2
aekciikp-1,2
aekdaona-1,1
aekdnean-1,1
aekeacpc-1,2
aekfcmfl-1,2
aekfefcn-1,1
aekfpngi-1,2
aekioamk-1,1
aekjbnjk-1,1
aekjphke-1,1
aekkocdc-1,1
aekkojfm-1,1
aeklejod-1,1
aeklglmj-1,1
aekmdhei-1,1
aekmdjba-1,2
aekoagpf-1,1
aekohnjf-1,1
aekopfhl-1,1
aelabjkd-1,2
aelahhoh-1,1
aelbjnki-1,1
aelbpamj-1,1
aeldgpal-1,4
aeleaeib-1,1
aelgpope-1,2
aeljjceg-1,1
aeljkgkj-1,1
aeljoibc-1,4
aelkdbbg-1,1
aelkelfc-1,4
aelkfdkd-1,3
aelkkong-1,2
aelklajl-1,3
aellikem-1,3
aelonflf-1,3
aelonijb-1,4
aembddna-1,3
aemcfjjk-1,3
aemedfln-1,1
aememaia-1,3
aemghfng-1,3
aemgkdcb-1,1
aemhdggc-1,3
aemhfpid-1,1
aemhmdho-1,1
aemhnlhk-1,3
aemjgboj-1,4
aemkkofl-1,1
aemklffo-1,1
aemkoakn-1,2
aemlnkgl-1,1
aemmloie-1,1
aemmpike-1,3
aemnlbja-1,1
aenaallc-1,1
aenabkmo-1,2
aenacicg-1,2
aenbmbip-1,2
aendjcbm-1,1
aendmkgb-1,2
aenfmend-1,3
aengcbac-1,2
aenhpcke-1,4
aenidjbn-1,1
aenkdnep-1,1
aenkfaom-1,1
aenmhfhe-1,2
aenobkdp-1,1
aenocecp-1,1
aenofddc-1,2
aeoaboob-1,2
aeobiego-1,2
aeobjcge-1,3
aeocmajh-1,3
aeoiplaj-1,1
aeokcndg-1,2
aeolbblh-1,1
aeombkhj-1,2
aeomonec-1,1
aeooaeec-1,1
aepajggc-1,1
aepbkjlk-1,1
aepiiolc-1,2
aepjgheb-1,2
aeplclfo-1,1
aeplkjhh-1,1
aeplmjee-1,2
