Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSMUSG00000052595,A1cf,0.0007741332702870124,-0.3056392674850521,0.5166505572577461,0.0007299358220030021,-0.3667046539737324,0.4658937709665167,0,-2.700575147538812,0.017846789861630793,0.0004145151417403015,-0.7884472309493322,0.33454107590197724,0.007882220276306081,3.6842653077755037,0.000000000044147850314569514,0,-1.5270087445916651,0.2561600999855647,0.0007124769247190869,0.6478478930437301,1
ENSMUSG00000030111,A2m,0.003251359735205452,-4.5745378303677455,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015319957504178082,0.006185245649604387,-3.449792119064758,0.000000000000000000000000000000000000000000000000000000003431535293711249,0.2643970288052236,3.2288514956083962,0.0000000000000000000000000000000000000000000000000020488277024171375,0.01561340367221802,-1.6948731156371357,0.0000016964389624869563,0.03324240725224739,-0.5253666845858103,0.535753827312126,0.5052724668608388,4.100542140064255,0.000000000000000000000000000000000000000000000000000000013119908392098471,0.02493669236516804,-0.9105308987378127,0.6516498388134179
ENSMUSG00000018697,Aatf,0.1402110179143837,-0.19753750004789294,0.24843067723774911,0.15643677195769604,0.05603234778417843,0.793322796535068,0.14093075400990665,-0.12181113128676202,0.7854629075517539,0.20242156088318053,0.45796213991026935,0.08556194582653405,0.11994683029161429,-0.3539770408386329,0.700171593745373,0.1392277301958068,-0.13296575726951954,0.9865873690895389,0.2522168313505568,0.7464435270146494,0.2644745391129384
ENSMUSG00000015243,Abca1,0.04387787375986786,-2.7228938937188287,0.0000000000000000000000000000000000000000000000000000000000019856279045271838,0.0632739104652076,-1.9908169084500433,0.0000000000000000000000000000018915541762939552,0.847103174425926,2.6967288145169266,0.000000000000000000000000000000000000011804646139404804,0.2741326804042527,0.5949707155309463,0.020319751551424008,0.34544687123984913,0.9092132529333223,0.0216618617991085,0.5941690457652038,1.7736840494908805,0.00000002989805503533597,1.1798617873348078,2.77631259260518,0.000000000008129318850555073
ENSMUSG00000004668,Abca13,0.0004954452929836879,-0.9186161443758039,0.06312667656160054,0.0008067711716875286,0.10640190156064122,0.9397224778416259,0.0016705154031346693,1.3538726364835636,0.0696454295693073,0.0005526868556537353,-0.24063772864564292,0.8952594025335997,0.0010281156882138368,0.8071220555610363,0.6959532909371825,0.0019609539464198146,1.6173811647435095,0.10666121380573412,0.0007124769247190869,0.8433987021615366,0.8651175240901102
ENSMUSG00000024130,Abca3,0.5934195996712123,0.17920563713173254,0.2839217913809634,0.615796910046638,0.2402624697154857,0.17333180711941512,0.46091038622852015,-0.28197809058877754,0.44397190634556033,0.2925095183547394,-0.9827547610252496,0.000903281805126032,0.5346201578711951,-0.04814749573223509,1,0.45624861820034346,-0.28495712696979103,0.6670381773651292,0.4403107394763957,-0.33075542838419214,0.9979833818805769
ENSMUSG00000028125,Abca4,0.010311455160223006,-1.744624447948608,0.0000000000000000000003087584623782843,0.007721952643294917,-2.09121914423656,0.00000000000000000000000020527593951950805,0.008200711979024741,-1.6531722783080207,0.000021466573845928428,0.0034542928478358452,-2.9050374959036276,0.000000000001770377525416152,0.016792556240826,-0.5497729627212475,0.5079092174381353,0.42487335505762647,5.600304218223308,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001035713099764192,0.004987338473033608,-2.141249444917759,0.11975995496523903
ENSMUSG00000035722,Abca7,0.13476111969156312,-0.48603853101951744,0.002250502251434124,0.18233028480138147,0.1949424232208381,0.28927947010773997,0.12316254472201972,-0.47009908599774386,0.20111045878952133,0.22079839883366723,0.4523908897571056,0.08984787502876122,0.2967827286643942,0.8754993373226598,0.02033556408083553,0.18171506570156948,0.13043287850653495,0.716059529252586,0.24152967747977044,0.5485512939884969,0.43497114840440726
ENSMUSG00000041828,Abca8a,0.009506356559124513,-3.2177823993842245,0.00000000000000000000000000000000000000000000000000000000000000000014628683204223529,0.01106429035457182,-2.825391129750976,0.0000000000000000000000000000000000000000000001647660317139377,0.029461817109829622,-0.9947821949035136,0.0051378630695546445,0.4339973534020956,4.531339685704178,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035438426027752306,0.029472649728796655,-0.9502609285730994,0.14076768637174888,0.1434764637463831,1.4373673456776141,0.0000280648457961013,0.029924030838201648,-0.8976737500895213,0.6282030763050597
ENSMUSG00000020620,Abca8b,0.10921472177209171,0.37495452791527617,0.019218158573797033,0.07956300459832723,-0.35196832652601406,0.050162204425741236,0.046166971141176315,-1.092166597836532,0.0012794175324766957,0.18970976320314462,1.1618662790062446,0.0000010271544684351355,0.019191492846658286,-2.3161220449025897,0.00008297168372586384,0.04837019734502209,-0.9830131836601659,0.08191531964931116,0.01852440004269626,-2.3163400400631184,0.04388160529367884
ENSMUSG00000040584,Abcb1a,0.0225427608307578,-4.151320798765139,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002446575943154017,0.023204275604727015,-3.938938185336058,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000002186095543970657,0.09263767235564985,-1.4941848124680415,0.000011430828828993243,0.049741817008836176,-2.4214271094828277,0.0000000000008385825855045142,4.672100392473078,5.8883622476382556,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022052745686187007,1.1278753448491299,2.4103799952777702,0.00000000000000030732291570425804,0.20448087739437792,-0.27528193950494906,1
