Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value
ENSMUSG00000040584,Abcb1a,0.022766121274654962,-4.1401050906981425,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000029186661824099883,0.023153334658403017,-3.9425602378651035,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000014924049439088746,0.10078666229244258,-1.3834990301272707,0.00000635451201030862,0.05075482684886224,-2.392421625711423,0.0000000000012219190016178166,4.713563850155694,5.9015881500071234,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013036910342366312,1.1312367156187522,2.4218055947324135,0.00000000000000009043917222049325
ENSMUSG00000028970,Abcb1b,0.012616996749774905,0.1853654438583181,0.36787669764322084,0.006949840088177357,-1.0086663148546418,0.0000011555154385127178,0.028832965968719204,1.5513419524695093,0.0000000010517856312813618,0.004401502599359327,-1.4581053288535992,0.00024287625682864136,0.007606425929980582,-0.5805067342066161,0.5060996071028137,0.020411375754045714,0.8653612145544756,0.04306578730356152
ENSMUSG00000042476,Abcb4,0.017491044393942227,0.12109938997953762,0.5463610212087934,0.015781128598015986,-0.11299950936388736,0.6577472957922652,0.03269452391095839,1.135466824893073,0.000011709181609526277,0.006189613030349053,-1.4866089566831473,0.00008501629642064408,0.008297919196342454,-0.9754189898524883,0.18229843190587997,0.007654265907767142,-1.0964517750504896,0.0901061807616633
ENSMUSG00000028973,Abcb8,0.05349113047459581,-0.6046063283122058,0.00016060539757278985,0.06585069475814456,-0.128804736535705,0.5339604291117968,0.08521171192541123,0.3197361200469744,0.22883931366179236,0.15295221532773662,1.311588207603414,0.00000002203455822251839,0.04287258251443601,-0.717428513303485,0.2888929518987472,0.07016410415453214,0.009324577638500031,0.904351801000599
ENSMUSG00000023088,Abcc1,0.08896679370745923,-0.09433037155322754,0.6103617679906709,0.08382044703033796,-0.20701556531677534,0.2808230895818426,0.10812362238269702,0.2525083196286926,0.34397235458227154,0.1281937632063404,0.5284629047781504,0.04563712972883827,0.051170501710778464,-0.8697766074317577,0.16783928238181542,0.11864112157039071,0.37857369567889965,0.33895605598317285
ENSMUSG00000030834,Abcc6,0.0015424201405592794,-3.7840334630159838,0.00000000000000000000000000000000000000000000000000000008408159821163531,0.002303814393870947,-3.0127020477158277,0.00000000000000000000000000000000017468100134583405,0.0030892463537913434,-2.1809869586640964,0.00000015967567293913027,0.0022007512996796634,-2.642680594742721,0.0000000056137979893829325,0.27556006664520566,6.269451406800242,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008058408955961167,0.039228112777306604,1.6716588298290365,0.000008433316017752321
ENSMUSG00000040136,Abcc8,0.2780058061344045,1.2958274655337814,0.000000000000000002779637234321772,0.1855722494263048,0.061293344427427954,0.7724263219579433,0.030120151949465598,-2.701017548669992,0.00000000000000024386843911560956,0.02118223125941676,-3.203883693357099,0.0000000000000000002409829015129959,0.026276744121751103,-2.806773716450287,0.00000216501688097638,0.011800326607807677,-3.950602769830024,0.00000000003249281263287924
ENSMUSG00000030249,Abcc9,0.001974297779915878,-4.302509985735504,0.000000000000000000000000000000000000000000000000000000000000000000000000002749933785199281,0.002303814393870947,-3.898413505522475,0.0000000000000000000000000000000000000000000000000000010095901862769382,0.011842111022866817,-1.0959889538137881,0.0027161614668944935,0.007289988680188885,-1.8049035305056513,0.000003767109753808499,0.2109054462403707,3.6181324683491,0.0000000000000000000000000000000002591703359119116,0.33423627797249855,4.85964501739303,0.000000000000000000000000000000000000000000000000000000000000000000000000000000015357582058368786
ENSMUSG00000055782,Abcd2,0.03985613643205178,-0.8790725964628927,0.00000004348018313537131,0.04649865384962861,-0.5070086236036682,0.004118545357213486,0.22191086308067817,2.3973408008238093,0.00000000000000000000000000000027941031692784095,0.024895999077626192,-1.336352586578172,0.000045481398718603185,0.06396312713847307,0.11063042620080044,0.7771515949019664,0.0491148729081725,-0.28320496776326554,0.7709564635880638
ENSMUSG00000028127,Abcd3,0.4478571120127924,-0.6219458085084703,0.00006229787213630735,0.6204556131760105,0.10617341085945398,0.5888942531703962,0.86897925560189,0.6319949352142191,0.010552955489584527,0.6449576777623713,0.1398519062469491,0.6323909111406942,0.5805085971107908,-0.026089639388677366,1,1.0183362934791869,0.8288099344888044,0.025955403330842213
ENSMUSG00000038762,Abcf1,0.22938872330397603,-0.023565173820293328,0.9088970217039489,0.23875196501815915,0.06552833387621426,0.7544982499802688,0.20247435477140763,-0.21295294453262636,0.5296367089879694,0.2501979133823317,0.12345025710337998,0.6767388137721739,0.2268097913666937,-0.029843162037958226,0.9581959696461197,0.22930904948685732,-0.013647379050746977,0.9319660165735386
ENSMUSG00000029802,Abcg2,0.05040629019347725,-2.0204341648415576,0.000000000000000000000000000000000012920936617961115,0.024305241855338493,-3.030879188892638,0.000000000000000000000000000000000000000000000000000000008671604130225847,0.09177636042721783,-0.67947598410501,0.030505548978768126,0.07152441723958906,-1.0545623463954739,0.0008798592611346294,2.022272057475292,4.836052040677347,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011354316357427438,0.6136169836059993,2.326097849147686,0.000000000000004516606277095718
ENSMUSG00000024254,Abcg8,0.0004935744449789695,-0.8326604314966364,0.0726526981191246,0.00034557215908064204,-1.312369350459834,0.012357985449257033,0.00025743719614927863,-1.0658159159144276,0.22944893722968612,0.0006877347811498948,0.11648663479798138,1,0.008297919196342454,4.201169741870834,0.00000000000008494588008842288,0.0009567832384708928,0.7733157541756785,0.6748032637023416
ENSMUSG00000038459,Abhd17c,0.24567667998828202,0.5551532906889505,0.0002859323745529085,0.1515525902101438,-0.5530334802317998,0.0011328623879592523,0.22126727009030497,0.16963647087153388,0.5688864318171561,0.1602422040079255,-0.3410335681121106,0.2813950466739649,0.1915436347822383,-0.05652954820156619,0.9969923705851323,0.15691245110922641,-0.35430143042657125,0.6606937978496075
ENSMUSG00000040997,Abhd4,0.06280734812357386,-2.3551106025157678,0.000000000000000000000000000000000000000000000011403102640478859,0.07951999349511218,-1.8283753320684892,0.000000000000000000000000016371941755075033,0.5578664040554868,1.6397626790838709,0.000000000000027592770409506205,0.824043814773804,2.4116544187861906,0.00000000000000000000000000000006346170346036497,0.4339120246420741,1.0626723755851621,0.005342615807155481,0.47647805275850463,1.2147617172337395,0.00042186274983416596
ENSMUSG00000032540,Abhd5,0.040997527336065646,-1.6253037451452972,0.0000000000000000000000026337981580069035,0.04219820031440285,-1.4550070256812053,0.00000000000000001952906166044096,0.10876721537307021,0.27730416346299824,0.29906438998047996,0.40906464782795743,2.7754102726616487,0.00000000000000000000000000000000000000000027703573450848027,0.16664987719321095,0.9096788494747621,0.017655734973790367,0.1792373933402139,1.026806090922971,0.0033311494249477647
ENSMUSG00000058835,Abi1,0.8280945250634659,0.5078390069505501,0.0008634391065986045,0.5654712429756239,-0.3871341698981203,0.025331967598006756,0.7914906595609571,0.2388645220702877,0.39840774220703745,0.39503485829249957,-0.8485072036934806,0.00400950022625784,0.7188072503831651,0.07778890560909685,0.8868532756454933,0.5131547435665555,-0.4256978790792252,0.4558593112404716
ENSMUSG00000035258,Abi3bp,0.017645286407998156,1.112985039064963,0.0000000002536082943436153,0.007410602966951546,-0.9393880892243214,0.0000038418474525854615,0.004891306726836294,-1.3513162539347983,0.00029573924690100555,0.0020632043434496844,-2.566699402011298,0.000000005051393119608043,0.005186199497714033,-1.1523446960743602,0.10925164349193549,0.039228112777306604,1.856498505282632,0.0000001350936236832448
ENSMUSG00000038827,Abitram,0.10022646073354198,0.32824821517030545,0.04314219485640868,0.08339808105812828,-0.11689286807121624,0.5773875215268018,0.07929065641397781,-0.1663993861275932,0.7038259269613462,0.08390364330028717,-0.07616917584545924,0.9173611865443544,0.06707484683710149,-0.4003524004172263,0.644543692564545,0.053898789100526964,-0.7246056842897768,0.22613322816147652
ENSMUSG00000026842,Abl1,0.13446818785395798,-1.596464470339996,0.0000000000000000000000027636796688102623,0.17389958983069198,-1.0296050227815734,0.0000000006268149992884877,0.34303506386891375,0.23955795180437334,0.4004123645007812,1.3038075981039705,2.746197123797371,0.0000000000000000000000000000000000000000001385493741947239,0.3198156356923654,0.11839100024029303,0.8324422963412577,0.49816513949717817,0.7938487964221486,0.035548980256422856
ENSMUSG00000078453,Abracl,0.02924428586500394,0.8203938847694516,0.0000007721720414856958,0.016510669822741787,-0.5535137597344839,0.0038937710247963723,0.015446231768956717,-0.5258827949568641,0.14023896299810765,0.004814143468049264,-2.2434093102884,0.000000005113866787340459,0.02662249075493204,0.32264280098122544,0.5076385377176987,0.037633474046521787,0.8472827529417959,0.031503443197632146
ENSMUSG00000035234,Abraxas1,0.015979472656194135,-0.5665143962351129,0.002215462991092758,0.021924633648338514,0.1427167979014996,0.5169330127077211,0.030120151949465598,0.6314782846261702,0.02516679262653632,0.01980676169711697,-0.049271604667022295,1,0.03042570371992233,0.6077145030557842,0.20042169445812227,0.02519529194640018,0.3245075182415915,0.48160225888047375
ENSMUSG00000030965,Abraxas2,0.14890524036959282,0.012890954917715192,0.949138412132905,0.1608446415987566,0.18059814818990416,0.33387123337432656,0.14957101096273087,0.016477667660568684,0.9564570261631034,0.10439813977855403,-0.5453589559000722,0.09141639361642029,0.13760716000601234,-0.10710972113591533,1,0.14192284703984911,-0.06151837465729226,1
ENSMUSG00000036880,Acaa2,0.035506511635674615,-1.5810735489252679,0.00000000000000000000013137413361706419,0.03904965397611255,-1.2987446956524629,0.000000000000052756518662584535,0.20453385234060187,1.6837195250596708,0.00000000000002271574566880933,0.038925788613084045,-1.058233215882575,0.0010301759031210297,0.2129799260394563,1.5596536905506264,0.000008864230952732403,0.4793484024739173,2.9756094531977304,0.000000000000000000000000004366514943172019
ENSMUSG00000020532,Acaca,0.18030891443137975,-0.7103585900786831,0.000004979865594468685,0.18618659993133704,-0.5808372768927192,0.000584287471744727,0.36453106974737853,0.6293872015785085,0.011388586440127442,0.679481963776096,1.7295768748013824,0.0000000000000034897226041758006,0.20260752704402823,-0.3013546939750684,0.7749026904176034,0.22101692808677625,-0.1727329345312194,0.9166505352978607
ENSMUSG00000042010,Acacb,0.004627260421677838,-3.4274692410132426,0.0000000000000000000000000000000000000000000000000000000000000000018585099211132633,0.007295412247257999,-2.5649740826844347,0.0000000000000000000000000000000000021925900560407068,0.08302349575814236,1.676859662334154,0.0000000000003375090251834706,0.006464706942809011,-2.3689401923722597,0.00000000035749989263852715,0.35231581921137334,4.178560170142043,0.000000000000000000000000000000000000000000000000000000000011746582842724056,0.1463878354860466,2.448880803677743,0.0000000000000012916939703149341
ENSMUSG00000030607,Acan,0.00866840118994315,-0.8947874892042069,0.0000014619515259942663,0.018084942991886933,0.7608996092077511,0.000033306945685151684,0.029219121762943123,1.3676672506852343,0.00000006609472357900803,0.007289988680188885,-0.8835133652020177,0.01862417306556646,0.0020744797990856134,-2.483606703217199,0.0009168449782620394,0.001275710984627857,-3.0928460756764293,0.000026761338033609693
ENSMUSG00000020681,Ace,0.006416467784726603,-3.5774957317729537,0.00000000000000000000000000000000000000000000000000000000000000000000000000021907909332365034,0.030103174746580374,-0.9199167869343219,0.0000003342705177782615,0.02239703606498724,-1.1792142428470882,0.0002799522040554575,0.00935319302363857,-2.4574089802345735,0.00000000001923586368663285,0.1313837206087555,1.5468333735028201,0.000018613638034562334,0.7077006687223037,5.065231279996603,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001828019061001595
ENSMUSG00000015405,Ace2,0.0037018083373422704,-3.529802941131237,0.000000000000000000000000000000000000000000000000000000000003247791496827731,0.0024957989266935258,-3.944001426537013,0.000000000000000000000000000000000000000000000000000000010168814526745164,0.015060075974732799,-0.9002583360036711,0.013473133053960713,0.006189613030349053,-2.2038439173672177,0.000000037413898970154845,0.2333789773971315,3.600640983760211,0.0000000000000000000000000000000005276019690940773,0.3597504976650557,4.7484451093680935,0.0000000000000000000000000000000000000000000000000000000000000000000000000000008754820651719096
ENSMUSG00000045019,Acer1,0.0004318776393565982,-0.1976572482758847,0.8074774137317029,0.0005759535984677368,0.4531653959031434,0.5225074608054227,0.0006435929903731966,0.7047022379628061,0.5446536258007365,0.00013754695622997896,-0.9350436658421,0.3661772362039555,0.0010372398995428067,1.5573135520961099,0.30409164447895226,0,-0.6791964505218271,0.5847359905809635
ENSMUSG00000023328,Ache,0.11561981373632359,-1.3549304524204526,0.000000000000000005549043117578803,0.4806908732811731,2.3155222046918587,0.0000000000000000000000000000000000000000000000000000036760824440786967,0.09859844612517371,-1.2559860606042021,0.000029175966286215523,0.05900764422266098,-2.0136501561319315,0.0000000004475280322661378,0.04875027527851191,-2.221622188327313,0.00010896411498484884,0.02551421969255714,-3.1575598851695,0.000000015584869165813848
ENSMUSG00000037872,Ackr1,0.3343349896676294,1.0128846386049695,0.000000000010005008915411474,0.24842798547241712,0.12638520802809472,0.5165780800731684,0.05560643436824418,-2.187175950800486,0.00000000000439152913807513,0.053505765973461815,-2.2357898869711508,0.000000000009230567245545133,0.07260679296799646,-1.7217437931350008,0.002289463669709587,0.09695403483171713,-1.303834817691747,0.012845639836185717
ENSMUSG00000044534,Ackr2,0.001573268543370465,1.5958918742566883,0.00003412099403860117,0.0005759535984677368,-0.8926094409385872,0.05616599979127866,0.00025743719614927863,-1.4172882864158058,0.0846284945645065,0.0008252817373798738,-0.009044247285876494,1,0.00034574663318093555,-0.5015801369574575,0.7300760296640839,0,-1.6417217451031636,0.2658066690085554
ENSMUSG00000044337,Ackr3,0.028966650239703268,-1.7727635532520272,0.0000000000000000000000000020673234784861742,0.021003107890790133,-2.1687616899968463,0.00000000000000000000000000000023295330881951936,0.11121286873648836,0.7521747479365479,0.0024023236253289393,0.017743557353667287,-2.0841818900754383,0.0000000014965576251123523,0.5666787317835533,3.4525223426569926,0.0000000000000000000000000000000000004834446142585311,0.47456448628156284,3.138255396054265,0.0000000000000000000000000000007989325323280894
ENSMUSG00000079355,Ackr4,0.0008020584730908253,-1.0808435832931345,0.0036354130177750125,0.0007679381312903157,-1.0452881115633375,0.011006003568399335,0.0018020603730449503,0.5442375657695582,0.4288479664538856,0.0020632043434496844,0.7582949959238476,0.2046838999240831,0.0020744797990856134,0.8480929484128072,0.42223842277694607,0.008611049146238035,3.0560086857799424,0.000000004069793415427792
ENSMUSG00000020917,Acly,0.7325261731544129,-0.49405111895196824,0.0016238728196464837,1.1408104909383285,0.5169661789131821,0.0012584330947604107,0.9104266441819239,0.001203846226863009,0.9926568175428441,1.0691524907756265,0.2585700994449455,0.35353098782077497,0.6994454389250326,-0.39157944159127045,0.5496309704657761,0.6455097582216957,-0.5118790948710715,0.3475379143956629
ENSMUSG00000022126,Acod1,0.0006478164590348974,-0.3231881303597426,0.5455595586550523,0.0008447319444193472,0.27628763381906296,0.6356912799594884,0.0007723115884478358,0.23319778702493288,0.8979585665986233,0.0006877347811498948,0.09049142626503759,1,0.0013829865327237422,1.2162766342610425,0.3333637356820388,0.0006378554923139286,0.30852521969973523,1
ENSMUSG00000043487,Acot6,0.03384069788387059,-1.0128742881064587,0.0000000002753480649088012,0.03632347361003193,-0.7936123998915252,0.000004403871734977365,0.14223405087247645,1.6690820712093806,0.00000000000005713656112085633,0.12654319973158065,1.4298956908136202,0.0000000009660939357531405,0.022127784523579875,-1.3046587730588861,0.0312838845535006,0.05868270529288143,0.12461358048219395,0.7373127422579857
ENSMUSG00000020777,Acox1,0.8199813951241242,-0.20190601891565707,0.2294421669972708,0.8483412536364118,-0.10860606674901793,0.5973029095199724,1.219093842364909,0.5073253511141028,0.04566192526386806,0.9051965189494916,0.02165962053317294,0.9352507834385363,1.0935966007512992,0.3046687174299182,0.546446305179328,0.9963302789943563,0.16491352757900923,0.7396727972493378
ENSMUSG00000002103,Acp2,0.31536322193875027,-0.38017050694338517,0.017367473164842512,0.416068879533093,0.24912760952708024,0.1577258478651701,0.5343109006078278,0.593684551909152,0.017505462409653748,0.3031534915308736,-0.3201756228078352,0.3127189653586006,0.26138445468478727,-0.5226435938424383,0.4834767761098433,0.4433095671581803,0.2661893166478948,0.5739947150013931
ENSMUSG00000001348,Acp5,0.001110542501202681,-1.8805949085603384,0.000000002476528613265973,0.003839690656451578,0.6302501889183212,0.04102257324578044,0.0014159045788210325,-1.0087348207071596,0.09878455226068847,0.0011003756498398317,-1.3373701133713904,0.03836023228976595,0.0155585984931421,2.6885580853743622,0.00000011249978357496742,0.010524615623179821,2.0426169184118317,0.00011118095811551067
ENSMUSG00000022622,Acr,0.0075270102859292835,0.21385143952271246,0.33069386391246613,0.008408922537628956,0.444448178802034,0.044008073503437654,0.004891306726836294,-0.5102102182528174,0.23910657349688752,0.0026133921683696004,-1.420470493012341,0.001239010165753634,0.007606425929980582,0.20367659748140898,0.7557882846795697,0.002551421969255714,-1.308677618021628,0.07192357456712728
ENSMUSG00000018796,Acsl1,0.13277152569934278,-0.7685432495855067,0.0000008145714359245747,0.14226053882153097,-0.5647597160930591,0.0008752394227428043,0.07774603323708214,-1.3615732716057103,0.000006932495212703821,0.5577529075125647,1.8857590660239107,0.000000000000000003736697570816635,0.1887776617167908,0.007252280517440202,0.9024357482789892,0.5571667725362166,1.6878064333120877,0.0000001284350786041782
ENSMUSG00000031278,Acsl4,0.8043721033016642,0.8340929225313766,0.000000019540421366184536,0.6300548398171395,0.12402284612354886,0.5205510334493749,0.2557638543743083,-1.3043512391819514,0.000007131296440002467,0.19861780479608962,-1.6760916837123783,0.00000003963552257968961,0.2430598831261977,-1.3222696975166732,0.019572853116487966,0.22739548300991552,-1.4226444054752356,0.005862815210567257
ENSMUSG00000020333,Acsl6,0.8173901292879845,-0.8333742324730328,0.00000006476277509112104,1.0597930180872002,-0.2522646248299561,0.1660456253681981,4.05772508570493,2.1948990402138713,0.0000000000000000000000000013757267670227196,0.45858155207074985,-1.4695372926262018,0.0000010560707885913728,1.0486495384377774,-0.19637195699268423,0.81655665623504,0.9963302789943563,-0.2733431747403549,0.6789177827303225
ENSMUSG00000027452,Acss1,0.05663766756133674,-1.7949752809875656,0.00000000000000000000000000002878873128941285,0.04000957664022545,-2.2314044989347197,0.0000000000000000000000000000000000014276450714477408,0.8279180228160801,3.6698897061312787,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000007520591426855335,0.09036835024309618,-0.6754209781081117,0.03436995532946526,0.12723476101058429,-0.13491577966170265,0.9984082726038922,0.2436607980639207,0.8501313512265103,0.017587030011881728
ENSMUSG00000027605,Acss2,0.2838361542657186,-0.5900194648151356,0.00015576477033620525,0.390458142854561,0.12419942813299989,0.520873347496482,0.5467966046210678,0.6456879182591528,0.008949778624800881,0.5931024752636693,0.776623342107444,0.0015650587581388178,0.20433626020993292,-0.8740805221773269,0.1538777244090962,0.2580125466409841,-0.5318036624318767,0.4126960394750845
ENSMUSG00000068614,Actc1,0.00040102923654541266,0.1767382665056143,0.8946401368436678,0.00038396906564515783,0.10524209248283611,1,0.0003861557942239179,0.39984765643438536,0.8417429014004858,0.0005501878249199158,0.8799244403253805,0.4552519762704958,0,-0.22695775684845287,0.7933686817360414,0,-0.3479905420464533,0.7770468454883382
ENSMUSG00000059430,Actg2,0.0002159388196782991,-4.782619748997042,0.000000000000000000005125941282482981,0.00026877834595161047,-4.283800198263062,0.0000000000000022951035055530206,0,-5.145944247006094,0.000010091382472136072,0.0020632043434496844,-0.9725183712607635,0.2956713019288429,0.013829865327237421,1.9198836314808174,0.008379554235514694,0.08196443076233982,6.488150006818708,0.0000000000000000000000000000000000000000003411159822047721
ENSMUSG00000027671,Actl6a,0.07178423334162887,-0.41856158795292364,0.009989679848052284,0.06565871022532199,-0.5485199956914424,0.0015083279204002997,0.11932214041519064,0.5333147984420061,0.04048425751705474,0.1451120388226278,0.856933997689536,0.0005589778595522321,0.15109127870006883,0.8554669029850479,0.027217848304504043,0.12501967649353,0.567942958851678,0.1372516024292608
ENSMUSG00000029712,Actl6b,0.444803120134485,1.0213774639245365,0.0000000000054404118985720735,0.3433451384999001,0.21694281246151137,0.22713086411612637,0.08637017930808298,-1.9555483900625885,0.0000000002740631853042381,0.05900764422266098,-2.5084229391743293,0.0000000000000549914775888354,0.07053231316891086,-2.1760701847795674,0.0001331059495979641,0.02455743645408625,-3.698628170082424,0.00000000012610587258316707
ENSMUSG00000015143,Actn1,0.34241727120416005,0.6137125463287267,0.00005225643372122585,0.25948629456299765,-0.10084960554451494,0.6307291945231224,0.10284615986163681,-1.4962857711648359,0.0000007724064060535173,0.06987385376482931,-2.0629407982409744,0.00000000017467805267089292,0.3225816087578129,0.25647736014020994,0.6259556952065138,0.49242444006635283,0.9047607878367143,0.013909102366819585
ENSMUSG00000052374,Actn2,0.09168145315484356,-1.234878100052649,0.000000000000005194053151766148,0.3681495401405773,2.47047057791548,0.0000000000000000000000000000000000000000000000000000000000033291455802470976,0.022525754663061878,-2.9958116604513783,0.0000000000000000009381823856250665,0.022145059953026614,-3.0112689124003906,0.000000000000000016501444179170786,0.021436291257218004,-2.9704461413446146,0.0000008195566526795715,0.0580448498005675,-1.5397611677907888,0.0033898959914799424
ENSMUSG00000025228,Actr1a,0.34466920460937656,0.10051723747237351,0.5677656878072141,0.31074616482662626,-0.1329453218579919,0.508408495763191,0.27159624193748894,-0.3123424249431834,0.32678711357909823,0.4636707894512591,0.5461918658915992,0.03355417305378388,0.2838579858415481,-0.22786333242366386,0.865734805148962,0.23919580961772322,-0.4832332517771607,0.47330048612461734
ENSMUSG00000037351,Actr1b,0.7220685646014211,0.6470866638265282,0.000016676322078131002,0.5989149485933172,0.11730237866637372,0.5454189224458739,0.30802360519261185,-0.9507880031124332,0.000963932980842767,0.2797705089717772,-1.0915694230840005,0.00023250932553547444,0.32915079478825066,-0.8074695294453906,0.1391701265636504,0.23760117088693838,-1.288546988206781,0.013179397635603008
ENSMUSG00000020152,Actr2,1.6426157528900103,0.5931601987945823,0.0000820054973583531,1.3013863541911335,-0.02159301706312272,0.9331299950671,0.8490278729003209,-0.6849609039741992,0.017986464669935434,0.6717793342272173,-1.0377292111619238,0.0004379120189648802,1.041043112507797,-0.3478729889326134,0.6098975810191317,0.9290365245552369,-0.518018461951572,0.33943710952876677
ENSMUSG00000026836,Acvr1,0.10463778233554151,-0.05568222867887229,0.774495057046811,0.09011753970691855,-0.3557101843024286,0.04602683458396059,0.13811505573408797,0.41411851641824926,0.12283465547975682,0.08362854938782721,-0.3860973135687771,0.25991889159493015,0.22784703126623654,1.1536143153255516,0.0015107778624928797,0.13937142507059339,0.40085325030243757,0.30676612405777265
