Barcode,Cluster
adhkdbbk-1,2
adhkegma-1,2
adhkfppd-1,4
adhkgjcp-1,5
adhloefk-1,3
adhpnehe-1,2
adiadobj-1,2
adiaebnp-1,3
adiaonfe-1,4
adibnebj-1,2
adifiikf-1,2
adiglghd-1,2
adihhhbe-1,2
adiidaih-1,2
adiikeba-1,2
adiinkjl-1,4
adiinmme-1,2
adikdjlj-1,2
adikifbd-1,3
adiknche-1,5
adilckoo-1,2
adinldcl-1,2
adipiomb-1,8
adjadbdi-1,2
adjafmbe-1,2
adjcghfa-1,2
adjegkpp-1,2
adjencoa-1,2
adjgcmgf-1,2
adjhaknf-1,3
adjhemoa-1,2
adjibmnh-1,5
adjjfmfc-1,6
adjjhjfm-1,4
adjkbmpc-1,3
adjnbjci-1,3
adjofhil-1,2
adkaekam-1,2
adkafegg-1,4
adkbjdan-1,2
adkbjeok-1,2
adkbldla-1,2
adkbnjac-1,2
adkchbam-1,2
adkeibgm-1,2
adkfinoe-1,5
adkfjbeb-1,2
adklgefn-1,6
adkngdbm-1,2
adknpbde-1,4
adkokbcm-1,3
adkppdkk-1,3
adlcbbcd-1,2
adldlhkh-1,2
adldnncl-1,3
adleaccp-1,9
adlfojec-1,5
adlifkoa-1,3
adligclp-1,5
adliibif-1,4
adlikghm-1,2
adlipbhi-1,4
adljcpae-1,3
adljmbbg-1,4
adlkehih-1,4
adlkifhk-1,8
adlkmogn-1,4
adlladhh-1,4
adlncjhb-1,6
adloblpf-1,4
adloheoi-1,2
adlonahf-1,2
adlpgpac-1,4
admajmlj-1,5
admaomej-1,4
admbpfgg-1,4
admcgnpi-1,3
admdifbc-1,2
admeenpa-1,2
admfafaa-1,2
admgddef-1,2
admggbmn-1,2
admgobjh-1,3
admgodpo-1,2
admgohff-1,2
admicjid-1,6
admjgpnc-1,9
admjmhkj-1,3
admkdncb-1,4
admkfhde-1,5
admlchok-1,2
admniaig-1,5
adncdgbc-1,5
adndaplp-1,2
adnddamd-1,6
adneikbg-1,2
adnejpbl-1,6
adnfolac-1,6
adnhhlmm-1,5
adnibgfb-1,9
adnjapgb-1,2
adnjkdne-1,4
adnkmgal-1,5
adnldhcj-1,5
adnmkmpi-1,2
adnnggmi-1,6
adnnndme-1,4
adnnpdbb-1,2
adoalclf-1,2
adocjjcn-1,6
adodldlm-1,5
adoemhke-1,2
adofbhpe-1,5
adofjfab-1,2
adogahog-1,6
adogmklp-1,2
adoihnip-1,4
adojliif-1,2
adokoemh-1,2
adolflle-1,3
adolppkc-1,2
adoplmmp-1,2
adopmmgb-1,2
adpapghb-1,3
adpcakfl-1,3
adpcgmpm-1,2
adpckpdj-1,2
adpdeedp-1,2
adpecdlo-1,2
adpejoic-1,2
adpffcmc-1,2
adpghooa-1,2
adphainh-1,2
adpimand-1,2
adpjieja-1,2
adpjmaea-1,6
adpkedog-1,9
adpkekop-1,4
adpkpjcg-1,2
adpmfhdk-1,2
adpnlfil-1,2
adpobhej-1,2
adpojkko-1,4
adpomcmf-1,9
adpopljo-1,2
aeaalomb-1,2
aeabclaf-1,5
aeadeolj-1,3
aeadfkbd-1,2
aeaepglj-1,2
aeageefp-1,2
aeajhflh-1,3
aeajolek-1,4
aeakefil-1,2
aeakhiff-1,2
aealgale-1,5
aeambfmd-1,3
aeampaie-1,2
aeapjkhj-1,2
aebbjefo-1,2
aebdpdef-1,2
aebfdemd-1,3
aebhihia-1,2
aebhlkcj-1,3
aebifbam-1,4
aebikdci-1,2
aebkpchc-1,2
aeblhmjo-1,2
aebljigp-1,2
aebmclgl-1,4
aebnciih-1,5
aeboliea-1,2
aebppecp-1,5
aecagboj-1,9
aecbfelk-1,2
aecdegff-1,3
aecdpgeo-1,2
aeceeina-1,2
aecfcfgl-1,2
aecfigpg-1,4
aecidpek-1,2
aecifgil-1,5
aecifnhp-1,2
aeciocem-1,8
aecjnicl-1,2
aeckefkl-1,2
aeckikbi-1,2
aecldpig-1,9
aecoffdk-1,6
aedadjcg-1,2
aedbfmli-1,9
aedcciop-1,2
aedcjohf-1,2
aedeeebp-1,4
aedemdmb-1,2
aedeobif-1,2
aedgckgd-1,5
aedhfbod-1,2
aedjbllk-1,2
aedjdmfd-1,2
aedjjkck-1,2
aedjonim-1,3
aedkdbfg-1,4
aedkoheb-1,2
aedmfked-1,9
aedmngbk-1,9
aednhgdh-1,4
aeeagjgd-1,9
aeeamkkc-1,2
aeebhffp-1,4
aeebnckk-1,2
aeedfkkn-1,3
aeefokie-1,4
aeegfpip-1,5
aeehmjmm-1,6
aeejfnji-1,3
aeekifcn-1,8
aeekmhdd-1,3
aeelhela-1,5
aeembohd-1,4
aeemkhpp-1,2
aeeobgop-1,2
aeeoidmc-1,2
aefadhcf-1,5
aefcfhaf-1,3
aefdlchd-1,5
aefggflp-1,2
aefhjiad-1,2
aefhnedh-1,2
aefichpg-1,5
aeficlpm-1,4
aefldmif-1,2
aefnjoog-1,2
aefodnjk-1,2
aefofmhl-1,2
aefohaem-1,4
aefokobl-1,2
aefoljbb-1,2
aegahmji-1,2
aegamfmj-1,3
aegaplbb-1,2
aegbbdld-1,2
aegbbmgb-1,2
aegbjhdo-1,2
aegccgpi-1,4
aegdcejg-1,2
aegdfcml-1,5
aegealpo-1,2
aegeipmi-1,2
aegfbhmg-1,2
aegfhbng-1,2
aegfjald-1,2
aegfodmk-1,2
aeggipje-1,5
aeghgcog-1,2
aeghgmpl-1,2
aegjpmjd-1,2
aegkhhja-1,2
aeglafme-1,2
aeglglmf-1,4
aeglnjkf-1,5
aegmeafd-1,4
aegmpdgf-1,2
aegnhkam-1,2
aegnnmfe-1,2
aegojojj-1,5
aegonkkh-1,2
aehailan-1,2
aehakbee-1,4
aehanhlf-1,6
aehbflid-1,2
aehbnjcd-1,3
aehdblkh-1,3
aehdodbn-1,2
aeheaeif-1,9
aehebple-1,2
aehehnlc-1,5
aehemgla-1,3
aehemlcd-1,3
aehffbkn-1,2
aehfibka-1,2
aehgdehd-1,2
aehghoda-1,2
aehkabmd-1,2
aehmedld-1,2
aehnpnik-1,2
aeiaagll-1,2
aeiaggof-1,2
aeiebmel-1,2
aeifaamj-1,9
aeifgckh-1,2
aeifkcbm-1,9
aeigljck-1,8
aeijadnf-1,2
aeijdjpi-1,4
aeikecbc-1,6
aeilblce-1,3
aeinbfio-1,3
aeinlokp-1,2
aeinnfob-1,3
aeinpfpj-1,2
aeippghj-1,2
aejahigj-1,4
aejaibnf-1,4
aejajagn-1,4
aejajbne-1,2
aejbfagn-1,2
aejbhopi-1,2
aejblhao-1,4
aejcefpa-1,2
aejcpgac-1,4
aejdnego-1,2
aejejakc-1,2
aejfenei-1,2
aejfhibm-1,4
aejfnick-1,3
aejgkehd-1,2
aejhnpec-1,2
aejhonbc-1,2
aejjlnec-1,2
aejlhkjk-1,2
aejlmdgn-1,2
aejlnmio-1,4
aejmdhof-1,3
aejnpojn-1,2
aejohjmk-1,2
aejolmaa-1,2
aejonjim-1,4
aekanbkg-1,2
aekcicla-1,8
aekciikp-1,4
aekdaona-1,2
aekdnean-1,2
aekeacpc-1,5
aekfcmfl-1,4
aekfefcn-1,2
aekfpngi-1,5
aekioamk-1,2
aekjbnjk-1,2
aekjphke-1,2
aekkocdc-1,2
aekkojfm-1,2
aeklejod-1,2
aeklglmj-1,2
aekmdhei-1,2
aekmdjba-1,4
aekoagpf-1,2
aekohnjf-1,2
aekopfhl-1,2
aelabjkd-1,5
aelahhoh-1,2
aelbjnki-1,2
aelbpamj-1,2
aeldgpal-1,6
aeleaeib-1,2
aelgpope-1,4
aeljjceg-1,2
aeljkgkj-1,5
aeljoibc-1,6
aelkdbbg-1,2
aelkelfc-1,6
aelkfdkd-1,3
aelkkong-1,4
aelklajl-1,3
aellikem-1,3
aelonflf-1,3
aelonijb-1,6
aembddna-1,3
aemcfjjk-1,3
aemedfln-1,2
aememaia-1,3
aemghfng-1,3
aemgkdcb-1,2
aemhdggc-1,3
aemhfpid-1,2
aemhmdho-1,2
aemhnlhk-1,3
aemjgboj-1,6
aemkkofl-1,2
aemklffo-1,2
aemkoakn-1,4
aemlnkgl-1,2
aemmloie-1,2
aemmpike-1,3
aemnlbja-1,2
aenaallc-1,2
aenabkmo-1,4
aenacicg-1,5
aenbmbip-1,4
aendjcbm-1,2
aendmkgb-1,4
aenfmend-1,3
aengcbac-1,5
aenhpcke-1,6
aenidjbn-1,2
aenkdnep-1,2
aenkfaom-1,2
aenmhfhe-1,4
aenobkdp-1,2
aenocecp-1,2
aenofddc-1,8
aeoaboob-1,5
aeobiego-1,5
aeobjcge-1,3
aeocmajh-1,3
aeoiplaj-1,2
aeokcndg-1,4
aeolbblh-1,2
aeombkhj-1,4
aeomonec-1,2
aeooaeec-1,2
aepajggc-1,2
aepbkjlk-1,2
aepiiolc-1,4
aepjgheb-1,2
aeplclfo-1,2
aeplkjhh-1,2
aeplmjee-1,5
