Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value
ENSMUSG00000040584,Abcb1a,0.02387846942468094,-4.068553609591023,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017723901394104008,0.024317925056912264,-3.870272836562725,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000002328338873731249,0.10419852160158725,-1.3340359030752786,0.000012158045641832745,0.05403511175235603,-2.3005688631225683,0.000000000006012680567800671,2.8636275055443074,6.331398819985466,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021938712197947777
ENSMUSG00000028970,Abcb1b,0.012617950897538118,0.18554960221117067,0.36777561870826947,0.00694249910930776,-1.0109339715058878,0.0000011630365145018012,0.029185826689388076,1.5760742441795292,0.00000000044588824231569,0.004399805537087514,-1.4587176012762546,0.0002431765913242695,0.013765825738927963,0.26832429736356644,0.4615166493277188
ENSMUSG00000042476,Abcb4,0.01746151640099407,0.11684182085445549,0.5631531019072128,0.015802815652125952,-0.11019214366557151,0.6669225594611697,0.03251403499607268,1.1266141497698268,0.000013610506686241258,0.006049732613495332,-1.520055875110236,0.00006375855631670553,0.008225920258627685,-1.0483864322253948,0.011644269029902002
ENSMUSG00000028973,Abcb8,0.05352602642354189,-0.6032145461128637,0.00016636248306492923,0.06578113796940778,-0.13107239318695107,0.5265628538405864,0.08589337591482192,0.33298484543873474,0.2078036451422844,0.15275574849075713,1.3093554022896838,0.000000023361662375439525,0.056238434421230096,-0.33480493313335113,0.4256468282918175
ENSMUSG00000023088,Abcc1,0.08894267099658287,-0.09496864941954675,0.6074401350742273,0.08384697819307604,-0.20646659366359454,0.2819374962134992,0.10816676996724967,0.25331429303319375,0.33912538174399093,0.12828183019070782,0.5296205578518736,0.04500715353979419,0.08595247290647703,-0.11235178309148841,0.8719217464893413
ENSMUSG00000030834,Abcc6,0.0016042382559217168,-3.72552537735944,0.0000000000000000000000000000000000000000000000000000007391607873776656,0.002416449966223143,-2.9414196835268624,0.000000000000000000000000000000001680544294833668,0.0034562163184801665,-2.02220117114354,0.000000782737253394531,0.002749878460679696,-2.3329579560045888,0.00000009023187792533899,0.15243133867008038,6.105708517665634,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005171896929163267
ENSMUSG00000040136,Abcc8,0.27805768078120063,1.2964421294076078,0.000000000000000002677313129052345,0.18549130216912887,0.06037574169783255,0.7764414887179312,0.03020989078375257,-2.6974394578767455,0.00000000000000021316402071078617,0.021311558070267647,-3.195116500259985,0.0000000000000000002834649333893356,0.017794847906419074,-3.4299956610468376,0.000000000000000007389664938486624
ENSMUSG00000030249,Abcc9,0.0015425367845401123,-4.663063501439105,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000422880097728108,0.0023013809202125173,-3.900681162173723,0.0000000000000000000000000000000000000000000000000000008525979365313629,0.007936496731324827,-1.6901034439831015,0.000006047963874551365,0.006049732613495332,-2.0754585781042785,0.00000020211547920120807,0.2872357053573871,6.606215941659272,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001977151191582344
ENSMUSG00000055782,Abcd2,0.0399208519838981,-0.875823480711833,0.000000048810651832336466,0.04648789458829285,-0.5076784842978679,0.004054291239555628,0.2210698363709351,2.392426936804268,0.000000000000000000000000000000297023449355086,0.02488640006915125,-1.3369648590008278,0.00004562634178861294,0.05590268257393917,-0.09819324235917204,0.9075940443995737
ENSMUSG00000028127,Abcd3,0.44770587634492215,-0.6226245181530614,0.00006114967138735808,0.620337227043284,0.10581033257853756,0.5907580993775554,0.8699424481626375,0.6343397735807512,0.009949898823009201,0.6456714625675927,0.14163006265107303,0.6281067633294247,0.8078189445819678,0.4948178292009921,0.08552200787979898
ENSMUSG00000038762,Abcf1,0.2295294735395687,-0.022079888112380708,0.9150919009665064,0.23872991412337843,0.06536136124997016,0.7555034734855781,0.20199664261339642,-0.21680180094011625,0.5197223115533626,0.24968896422971643,0.12019729646876254,0.6850821571437034,0.22881488392876603,-0.018317341054168157,1
ENSMUSG00000029802,Abcg2,0.05071860947567889,-2.009955709865043,0.00000000000000000000000000000000002716341318599901,0.025161764727656855,-2.978614625828348,0.00000000000000000000000000000000000000000000000000000024299594591519728,0.09446991270512456,-0.6352591727416228,0.043668634592702156,0.07328426097711391,-1.0178731889002908,0.0013171300969761419,1.2929803639173558,4.734988532558557,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005898247297355593
ENSMUSG00000024254,Abcg8,0.0004936117710528359,-0.8324762731437829,0.07270905350006951,0.0003452071380318776,-1.3146370071110791,0.012349923620915772,0.00025601602359112344,-1.0746685910376765,0.22902642519443683,0.000687469615169924,0.115874362375326,1,0.0045326499384275,3.3892609904017554,0.0000000000055751549133586055
ENSMUSG00000038459,Abhd17c,0.24560270683447666,0.5542446744797367,0.00029295581425998573,0.15192949708269635,-0.5484952446913125,0.0012492094705118652,0.22145386040632178,0.17110506717785867,0.5627758171928247,0.1603179142576263,-0.3403107683623645,0.28226769689389164,0.17173706988930862,-0.22886028836258898,0.5552442378287052
ENSMUSG00000040997,Abhd4,0.06275039639509176,-2.356534122487635,0.00000000000000000000000000000000000000000000001023967399380763,0.07958942349068289,-1.8274786048226976,0.000000000000000000000000016492502475942892,0.5600350516055825,1.6491019781925025,0.000000000000016187092939962716,0.8246885503578409,2.413629245973498,0.00000000000000000000000000000005391621496777741,0.45309711791910456,1.202971027723184,0.0000018235885708535465
ENSMUSG00000032540,Abhd5,0.04100062773307618,-1.6251195867924442,0.0000000000000000000000026755700491347964,0.04219198353722948,-1.4557307626069877,0.000000000000000018427546171643154,0.10842278599084079,0.2723057146829264,0.3069764683798093,0.40876943318003683,2.773978906024227,0.00000000000000000000000000000000000000000030536234855253358,0.1749267124385724,1.0431831557855578,0.00006952004687042548
ENSMUSG00000058835,Abi1,0.8277560893199151,0.5066409490275975,0.0008871746932644493,0.5654876484448856,-0.3872516792146703,0.025253350462700972,0.7872492725427046,0.2302763864670183,0.4176103197329516,0.39557001656877433,-0.8464705546687592,0.004089663588731422,0.6176155230916582,-0.1551165482145409,0.7119375205083243
ENSMUSG00000035258,Abi3bp,0.017677471550829688,1.1194369301977058,0.00000000019634559046516944,0.007402775293350264,-0.9416557458755674,0.0000035217517338532112,0.005120320471822469,-1.28487601560823,0.0005377257161177968,0.0020624088455097724,-2.5673116744339533,0.000000005069868871276652,0.0226632496921375,1.0307684452712609,0.0005226120331830607
ENSMUSG00000038827,Abitram,0.10020318952372569,0.3276049585047769,0.04359992298320179,0.08350177105504417,-0.1143532790756221,0.5873084819655111,0.0796209833368394,-0.1599361679017699,0.7146498593213795,0.08400878697376472,-0.07419677190324236,0.9233889168734777,0.05909232512320296,-0.6112652638433733,0.09805099986858136
ENSMUSG00000026842,Abl1,0.134478356876207,-1.5962803119871425,0.0000000000000000000000028051856911129068,0.1739076848707259,-1.029901292427314,0.0000000006116659562665086,0.3445975677536522,0.24711172648016277,0.3831282401189424,1.303854872131278,2.7466045085793716,0.00000000000000000000000000000000000000000013021507108870605,0.4114638888550297,0.5232092308390608,0.0681285114534163
ENSMUSG00000078453,Abracl,0.029246497434880527,0.8205780431223042,0.0000007714862683033401,0.016608298974200332,-0.5424385304670922,0.004690454072443549,0.014848929368285161,-0.5868161002034977,0.09235543793978375,0.004812287306189468,-2.2440215827110563,0.000000005124501331715432,0.03290368103451074,0.6662100255002033,0.024750564736359053
ENSMUSG00000035234,Abraxas1,0.01594983035214476,-0.5704036809134614,0.002058349824884071,0.02193983143935933,0.14432568719885452,0.511606637030829,0.029697858736570323,0.608236754403122,0.030503412103794137,0.019799124916893812,-0.049883877089677675,1,0.02837103109608324,0.518021735706494,0.10716847672920976
ENSMUSG00000030965,Abraxas2,0.14879309823673922,0.011049732523369382,0.9565607652693625,0.16094323902019536,0.18206952272456745,0.32907125491765543,0.14964136578901166,0.017233757610811917,0.9542542107032917,0.10422039365976049,-0.5480016476107998,0.08981573516786677,0.1400085203203161,-0.08631536124161876,0.9278986531619182
ENSMUSG00000036880,Acaa2,0.03550919678011338,-1.5808893905724148,0.00000000000000000000013322151402914646,0.03904676294627237,-1.2993153186947888,0.00000000000005043744987968172,0.20532485092008101,1.6931554536702937,0.00000000000001320741210142782,0.039048274141651684,-1.053528996325345,0.0010732564076783586,0.35287519150276314,2.6779801726777253,0.0000000000000000000000000000000003081054320559913
ENSMUSG00000020532,Acaca,0.18038425158412072,-0.7094733675588154,0.000005116376653754418,0.18606664739918202,-0.5823164280433284,0.0005627499733616433,0.3657188896999199,0.6353438164176761,0.010280826448774948,0.679219979787885,1.728964602378727,0.00000000000000355096091067382,0.2098449045568287,-0.25975942063225466,0.49153312138568067
ENSMUSG00000042010,Acacb,0.004689311825001942,-3.407079356303636,0.000000000000000000000000000000000000000000000000000000000000000007267935286374292,0.007364418944680055,-2.55096982740487,0.0000000000000000000000000000000000044292726036426053,0.082949191643524,1.6770126124262417,0.0000000000002858387012933257,0.006737202228665255,-2.3094872815309024,0.0000000007320574582258487,0.2466097318351851,4.122761065147822,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010212092981248681
ENSMUSG00000030607,Acan,0.00866905672911543,-0.8946033308513535,0.0000014632406901752291,0.018180909269678885,0.7753591008847813,0.000024253037723492685,0.028417778618614706,1.3180113915112406,0.00000020909104710466766,0.0075621657668691646,-0.8287407343482425,0.027158961383717064,0.0016787592364546297,-2.9268927325251584,0.000000005232418790618371
ENSMUSG00000020681,Ace,0.006386102287996065,-3.5846288075860127,0.00000000000000000000000000000000000000000000000000000000000000000000000000012895331716722018,0.030224802752124393,-0.9129584965007798,0.0000004002246009546123,0.025473594347316785,-0.9855335556634914,0.0022871145493574994,0.009349586766310968,-2.458021252657229,0.00000000001932507306371654,0.4316089996924853,4.652336191242999,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006604202107913856
ENSMUSG00000015405,Ace2,0.003393580925988247,-3.661152096439439,0.000000000000000000000000000000000000000000000000000000000000003461898970567246,0.0023397372688827257,-4.039230676608316,0.00000000000000000000000000000000000000000000000000000000025477006626587162,0.008064504743120388,-1.8295560932011439,0.000001111163503580996,0.006187226536529316,-2.204456189789874,0.00000003772353914348063,0.3140958531406612,6.3673818903410435,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011433962362926914
ENSMUSG00000045019,Acer1,0.00043191029967123144,-0.19747308992303303,0.8072742506620694,0.0005753452300531293,0.45089773925189824,0.523725047637647,0.0006400400589778087,0.6958495628395571,0.5463442963006422,0.0001374939230339848,-0.9356559382647553,0.36591751420187846,0.0005036277709363889,0.45637518626029205,0.8372324483234738
ENSMUSG00000023328,Ache,0.11553600516205441,-1.3562117553692814,0.000000000000000005173226543082054,0.48045162344303316,2.31601751722849,0.000000000000000000000000000000000000000000000000000003459076343447235,0.09754210498821804,-1.2727233190548617,0.00002174358066733241,0.059122386904613466,-2.010827606371806,0.0000000004668912498980283,0.03693270320200185,-2.677893667896755,0.0000000000007890101839117483
ENSMUSG00000037872,Ackr1,0.33432942268122395,1.0127508816930693,0.000000000010072882527357075,0.24812721954757955,0.1237760849958569,0.5261753087729826,0.05517145308388711,-2.1994435530397007,0.000000000002944664298598754,0.05362262998325407,-2.232628643540397,0.000000000009616115266611475,0.08662397660105889,-1.5056114878029767,0.000014805614228567383
ENSMUSG00000044534,Ackr2,0.0015733875202309144,1.5960760326095418,0.000034078191002457314,0.0005753452300531293,-0.8948770975898324,0.05611773537848463,0.00025601602359112344,-1.426140961539053,0.08427114747400721,0.0008249635382039089,-0.009656519708531874,1,0.00016787592364546296,-1.6025185027932771,0.1064020662318251
ENSMUSG00000044337,Ackr3,0.02872203492813689,-1.787380565634201,0.0000000000000000000000000008242914026300396,0.02109599176861474,-2.162297314583073,0.0000000000000000000000000000003031762381718874,0.11008689014418309,0.7354189963361528,0.0029814283325207886,0.017874209994418026,-2.0734755883122573,0.0000000017516247525809841,0.5262910206285264,3.9695470039134375,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000009796619975140667
ENSMUSG00000079355,Ackr4,0.0008021191279608584,-1.0806594249402828,0.003635694574487425,0.0007671269734041724,-1.0475557682145844,0.011007525412216468,0.0017921121651378643,0.5353848906463128,0.43071011522432473,0.0020624088455097724,0.7576827235011923,0.20476514218488945,0.005539905480300278,2.465835515509358,0.000000021110338764866593
ENSMUSG00000020917,Acly,0.7323964652996453,-0.49440960421248137,0.0016102020925040047,1.1407561658006746,0.5171698530989548,0.0012496998337614622,0.9089848917602839,-0.0013307328422592912,0.9998224702401466,1.069427733358334,0.2589971323257592,0.352401353297036,0.6698249353453972,-0.4720511295697664,0.16957222383686416
ENSMUSG00000022126,Acod1,0.0006478654495068472,-0.3230039720068909,0.5457938451080827,0.0008438396707445896,0.2740199771678178,0.6353593985025604,0.0008960560825689322,0.4434624012052719,0.6555719907996197,0.000687469615169924,0.08987915384238221,1,0.0008393796182273148,0.40390776636615655,0.7426424322518337
ENSMUSG00000043487,Acot6,0.03378155558142846,-1.0162161915028678,0.0000000002407726437303168,0.03655360028270881,-0.7822562942765794,0.000006052803493640194,0.14196088508127797,1.6672354381512884,0.00000000000005393520670342022,0.1266319031143,1.4312737720551296,0.0000000009184826159147804,0.03995446982762019,-0.46683279610916983,0.2385534982267872
ENSMUSG00000020777,Acox1,0.8198891517187604,-0.20215558520694382,0.22848801300311447,0.8485575016310253,-0.10812593500065848,0.5989961015199613,1.2224765126476145,0.5123084704905638,0.04269674631565707,0.9062224467169939,0.023461484305317276,0.9296554881666682,1.0364659525870883,0.23390488875093401,0.45737529824808726
ENSMUSG00000002103,Acp2,0.31538707096707136,-0.37998634859053215,0.01742170731980047,0.41597460132841246,0.2487511816279515,0.1584724054000694,0.5363535694234036,0.6005359454866258,0.015803894448426087,0.3031741002899365,-0.32008102325577625,0.3125848664851224,0.3520358118845358,-0.08415499167738494,0.8662762157925151
ENSMUSG00000001348,Acp5,0.001110626484868881,-1.8804107502074858,0.0000000024760237282709375,0.003835634867020862,0.627982532267076,0.04110644304203612,0.0016641041533423024,-0.7821977339650878,0.2078036451422844,0.0010999513842718785,-1.3379823857940458,0.038361200746886356,0.012758570197055185,2.589305980220403,0.000000000005065627406017523
ENSMUSG00000022622,Acr,0.007527579508555747,0.21403559787556592,0.32990540127595847,0.008400040358775687,0.44218052215078796,0.044058389893751486,0.004864304448231346,-0.5190628933760655,0.22261345311798109,0.0026123845376457115,-1.4210827654349973,0.001238321874459558,0.005036277709363889,-0.4446430641890293,0.38558161571412175
ENSMUSG00000018796,Acsl1,0.13275071567752206,-0.7688296072525795,0.0000008065571587648879,0.14222534086913355,-0.565475455581494,0.0008584986568559086,0.07898094327786159,-1.3384474163829116,0.000009051415308056278,0.5572628700567405,1.884170709521189,0.0000000000000000039400233137281225,0.38275710591165557,1.1512562575091643,0.000006078475066922377
ENSMUSG00000031278,Acsl4,0.8045871868161225,0.8348930728894095,0.00000001891602043043181,0.6297728888161553,0.1231006975221074,0.5240441287650052,0.2544799274495767,-1.312446578715534,0.000005949722699224833,0.1984037309380401,-1.677734145777321,0.00000003846860766680216,0.23519416902729362,-1.4076097517877582,0.00002210773079031235
ENSMUSG00000020333,Acsl6,0.8172668391850423,-0.8336429301610926,0.0000000642217154863917,1.0595174193171726,-0.2529126507225965,0.16495380460384582,4.070654775098863,2.2048974920881506,0.0000000000000000000000000005492751955734323,0.4578547637031694,-1.4719438473038815,0.0000010102648372770972,0.9852637958752222,-0.3000387474755362,0.41119878006217037
ENSMUSG00000027452,Acss1,0.05654939852124052,-1.7976162285105644,0.000000000000000000000000000024322917505308482,0.039967315314357384,-2.2336721555859653,0.000000000000000000000000000000000001153811064807276,0.8266757401757376,3.674914200912648,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020408062129138836,0.090471001356362,-0.6737042131610456,0.03496082324040855,0.18600652339917295,0.4547860762563567,0.12489838307041652
ENSMUSG00000027605,Acss2,0.2838267683553807,-0.5900637627014265,0.00015554778087556985,0.3901607786733621,0.12258316829707994,0.527017123378215,0.5492823786147554,0.6538373223052819,0.007784368555675226,0.5931487839686105,0.7767952455804925,0.0015580060575823142,0.2271361246923114,-0.7426930037834498,0.0254295525763163
ENSMUSG00000068614,Actc1,0.0004010595639804292,0.176922424858466,0.8944499687042891,0.0003835634867020862,0.10297443583159094,1,0.0003840240353866852,0.3909949813111364,0.8443155928504307,0.0005499756921359392,0.8793121679027234,0.45511673608493125,0,-1.3278961226842707,0.2656029971460843
ENSMUSG00000059430,Actg2,0.00021595514983561572,-4.782435590644187,0.0000000000000000000051128776852656275,0.00026849444069146036,-4.286067854914308,0.0000000000000023249905293841196,0,-5.154796922129343,0.000010466282233042,0.0020624088455097724,-0.973130643683418,0.2956247693376978,0.0498591493227025,6.938578112556248,0.00000000000000000000000000000000000000000000000000000002732467175952026
ENSMUSG00000027671,Actl6a,0.07182051268818762,-0.417438773864939,0.010215573377795478,0.06578113796940778,-0.5451735031028191,0.001613469832481542,0.1200715150642369,0.5441447457716242,0.035408328431966285,0.14533107664692194,0.8595496002096508,0.0005315006720267949,0.135979498152825,0.7297643342773812,0.0068422039742610866
ENSMUSG00000029712,Actl6b,0.44471335498291437,1.0206025147495228,0.000000000005655590651317666,0.34328932059836714,0.21669576535104285,0.22741540963352525,0.08589337591482192,-1.964401065185836,0.00000000020407181572686394,0.05898489298157948,-2.509035211596985,0.00000000000005402263258526102,0.04650163084979324,-2.833249370443517,0.000000000000046776457478450523
ENSMUSG00000015143,Actn1,0.34247401690359575,0.6141635052752252,0.000051588184813803524,0.2594806987539613,-0.10094528057178076,0.6297733469787032,0.10343047353081387,-1.4883756837911932,0.0000008088857759317005,0.06998440682429827,-2.060653217322036,0.0000000001792886915964237,0.4128068962441934,0.6631268445149827,0.016866750291120974
ENSMUSG00000052374,Actn2,0.09165753573737347,-1.2353211539630915,0.000000000000005079381030984463,0.3681058781879921,2.4732154491342286,0.0000000000000000000000000000000000000000000000000000000000024680621308786578,0.02227339405242774,-3.0129961056381145,0.0000000000000000005182352450413817,0.022136521608471554,-3.0118811848230456,0.000000000000000015815239317012028,0.039786593903974724,-2.1344127721450947,0.000000004482789980209871
ENSMUSG00000025228,Actr1a,0.3449420757588599,0.10249614217498015,0.5593120190746476,0.3106864242286898,-0.13341162243352156,0.5067117797657581,0.2722730410891598,-0.3086100853511424,0.3309834706958476,0.4640419902396987,0.5475414551841107,0.03299454371327771,0.25768954279578565,-0.38585874036580803,0.2763311693870852
ENSMUSG00000037351,Actr1b,0.7223391254644438,0.6481671533003179,0.000016113835562707362,0.5989727408339778,0.11757811983031374,0.5445301986172614,0.3070912202975526,-0.9558268653567809,0.0008734412074591119,0.28021261514326107,-1.0892148031903874,0.0002386007934843731,0.27900978509875946,-1.0817934560651445,0.0009940905846884049
ENSMUSG00000020152,Actr2,1.6425240189140022,0.5929578378499146,0.00008237399411738664,1.301162415939487,-0.02197157777995834,0.9308362458721076,0.8479250701338009,-0.6872907614955398,0.01718861401033701,0.6716578140210158,-1.0380317062215656,0.0004347174018929545,0.9857674236461585,-0.44420026271936697,0.19865966207250757
ENSMUSG00000026836,Acvr1,0.10467654619889202,-0.054791406555808386,0.7788601853217653,0.09021413207233067,-0.35373933409285074,0.047221582659896996,0.13735259665663774,0.40526584129500165,0.13117870564578912,0.08373379912769675,-0.3841601481001291,0.26156252871523,0.18281688084990916,0.8576545074314721,0.001470674582953896
ENSMUSG00000000532,Acvr1b,0.5931362443913639,1.072067981791303,0.000000000000382105187587418,0.408533469686392,-0.0017707326228146858,1,0.16743447942859474,-1.3771214514925914,0.000002307289651338825,0.10092053950694485,-2.1221410631855417,0.000000000046917023473858406,0.10038980233998686,-2.109460650618318,0.0000000031623436652254474
ENSMUSG00000026834,Acvr1c,0.042018702010872655,-0.011556266395587933,0.9676300426944666,0.0662797705021205,1.1200413269034515,0.00000000000585047382843954,0.020609289899085437,-1.1047543172269672,0.0005048454243941005,0.009487080689344953,-2.242317276498807,0.00000000024251406938601357,0.0063792850985275925,-2.785699600937856,0.000000000013252449720734058
ENSMUSG00000052155,Acvr2a,0.43774108871679307,1.0258753446017594,0.0000000000043839267682032504,0.292889078445713,-0.0913540946246787,0.6676334339611927,0.13236028419661083,-1.2932863464924877,0.000008773069080269038,0.07809654828330337,-2.0710834755076224,0.0000000001357897355296984,0.14940957204446204,-1.090364369884991,0.0015389335678065565
ENSMUSG00000061393,Acvr2b,0.06148551623176887,-0.5560341375368489,0.0005546797459026223,0.08741411861940544,0.2339392039660777,0.2017385545676758,0.09408588866973787,0.2917206892340576,0.2749399570436941,0.09665822789289133,0.3331712160545446,0.20672864117666975,0.09115662653948639,0.23423535969659603,0.4202894480882032
ENSMUSG00000000530,Acvrl1,0.026346528279945117,-3.3341710566555687,0.0000000000000000000000000000000000000000000000000000000000000000000000000000001759025967421921,0.027578214693879995,-3.101187815725462,0.00000000000000000000000000000000000000000000000000000000001881106240970688,0.07552472695938142,-1.2381537949472476,0.0000532263641713383,0.030111169144442673,-2.5911173317181357,0.00000000000006517408741330595,1.8473066637946745,5.8336084762912535,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011049064648736145
ENSMUSG00000017697,Ada,0.001388283106086101,-3.116854629714748,0.00000000000000000000000003037539016365126,0.0022246682228721,-2.228701635607334,0.00000000000010161346992711982,0.0037122323420712903,-1.1139280214849014,0.03496903374149211,0.04784788521582672,3.645612635339294,0.000000000000000000000000000000000023095756179024137,0.02417413300494667,1.8963161939474968,0.0000001262430742593708
ENSMUSG00000027719,Adad1,0.00043191029967123144,0.05406567707293242,1,0.00030685078936166897,-0.5491022607481018,0.5658076505605019,0.0007680480707733704,1.1477238302987711,0.30277906777137353,0.0002749878460679696,-0.14716004345846656,1,0.0006715036945818518,0.994031972203091,0.4914627676753925
ENSMUSG00000024266,Adad2,0.0005861639781252427,-0.22604224211980295,0.6704726372418415,0.0009589087167552155,0.9289450360565414,0.06356300623333656,0.0006400400589778087,0.19834990336874014,1,0.0001374939230339848,-1.3881681429622628,0.16136419693244353,0.0003357518472909259,-0.4611626535477349,0.711982454839356
ENSMUSG00000054693,Adam10,0.3652727105790986,-0.345933634356169,0.031193459471214054,0.29235208956433006,-0.7393165124357366,0.000008965727945036956,0.5280330486566921,0.35610469016682844,0.18531849534833292,0.6867821455547541,0.7891114420651635,0.0012656398000194325,0.8613713642248705,1.1487359172086098,0.000005439921480623146
ENSMUSG00000052593,Adam17,0.021009351005436327,-1.7351298758658316,0.0000000000000000000000004752864423413245,0.026772731371805615,-1.1957901492244911,0.000000000016685588564171314,0.12032753108782802,1.5060707150664792,0.000000000024466404415491157,0.11810727988619295,1.452209602790382,0.0000000003974949413103487,0.1346364907636613,1.6411990640819432,0.000000000021492874559673036
