Barcode,Cluster
abggkjil-1,2
abghinpi-1,1
abgiejco-1,1
abgimckn-1,1
abgjdmag-1,1
abgkapki-1,2
abgkbgbe-1,1
abgkoafl-1,1
abgkooal-1,1
abgkpimn-1,1
abgldahm-1,3
abgnbodl-1,1
abgnnhec-1,1
abgphfdj-1,1
abhabhcp-1,1
abhacaob-1,2
abhafpgj-1,1
abhcfild-1,2
abhdbohc-1,1
abhggagj-1,1
abhgiemd-1,1
abhhallj-1,1
abhiaoae-1,1
abhibdam-1,1
abhjkpnh-1,1
abhmdakb-1,1
abhmohgb-1,1
abhnnflj-1,1
abhnpgff-1,1
abhoaiej-1,1
abhpgmcm-1,1
abhpmkgh-1,2
abibgpko-1,2
abidhnom-1,5
abidloja-1,1
abifllkf-1,2
abiialmf-1,2
abiieppk-1,1
abiikokc-1,2
abikigoa-1,1
abimncal-1,1
abinfddh-1,4
abiohnad-1,1
abiolfea-1,1
abiomahg-1,4
abioohgb-1,1
abjbllch-1,1
abjdphda-1,4
abjecmnn-1,4
abjfkdbo-1,1
abjfllcn-1,1
abjfpioe-1,1
abjiffoi-1,1
abjjglih-1,1
abjkoegj-1,1
abjmdkke-1,1
abjmmkjb-1,1
abjoajak-1,1
abjpeghl-1,1
abjpelgk-1,1
abkdbkbm-1,1
abkfdgdi-1,1
abkfhcoh-1,1
abkfidke-1,1
abkgfnfh-1,1
abkhngeg-1,1
abkhpidm-1,1
abkkiocn-1,1
abklccoo-1,2
abklfdde-1,2
abkphpbn-1,1
ablbidfi-1,1
abldcbfm-1,1
abldemdn-1,1
abldpoll-1,2
abledopj-1,1
ablenfmo-1,1
ablfkhem-1,1
ablhpela-1,1
ablifahb-1,1
ablijgdi-1,1
abljidgm-1,1
ablllndb-1,1
abllmhdj-1,2
ablmnbaa-1,1
ablpblei-1,1
abmabedd-1,1
abmappgi-1,1
abmbbcnj-1,1
abmbmona-1,2
abmbpjla-1,1
abmdjfcg-1,1
abmejjgg-1,2
abmemcgp-1,1
abmgbdef-1,1
abmhahbc-1,2
abmkanck-1,1
abmlpnhn-1,1
abmmeaml-1,1
abmmnepi-1,2
abmmpjnp-1,2
abmoghap-1,1
abmopico-1,1
abnaaeca-1,1
abnajilb-1,1
abncceng-1,1
abnenpep-1,2
abngegeg-1,1
abnhganc-1,1
abnhifah-1,1
abnjkocb-1,1
abnllgmh-1,2
abnmabkd-1,1
abnmflcd-1,1
abnnigim-1,1
abnnpbil-1,1
abocpfcg-1,2
aboeapih-1,1
abogmcda-1,1
abohanno-1,1
abohghok-1,1
aboipmek-1,1
abojlpje-1,2
abojnalj-1,1
abokbpkk-1,1
abokjhjc-1,1
abokjphb-1,1
abolopbg-1,1
abomabig-1,2
aboncbch-1,1
abonejch-1,1
abooaopb-1,1
aboocgap-1,1
aboofehh-1,1
abpajnho-1,1
abpciihi-1,1
abphmhfe-1,1
abpibopj-1,2
abpifeol-1,1
abpjechh-1,1
abpkgcfn-1,1
abpknjkd-1,1
abpkoien-1,1
abplknok-1,2
abplkogo-1,2
abpmbogi-1,1
abpngbhb-1,3
abpnoban-1,3
abpofdef-1,3
abpoffak-1,1
abpohgep-1,1
abppaflm-1,1
acaadphc-1,1
acadfhon-1,1
acadpoli-1,1
acaelehm-1,1
acafkkab-1,1
acafojej-1,6
acagfope-1,1
acajhfdl-1,1
acajlhfj-1,2
acakgghi-1,2
acaljpmd-1,1
acamhgaj-1,1
acamobla-1,1
acannhie-1,2
acaphoho-1,2
acapihbm-1,1
acappfnk-1,1
acbcjalp-1,1
acbdajah-1,1
acbdceei-1,1
acbejkjn-1,1
acbhjbni-1,1
acbhomna-1,1
acbifiai-1,1
acbjagke-1,1
acbjffcn-1,1
acbjgmdj-1,1
acblhcfg-1,1
acblicii-1,1
acblippl-1,1
acbmhiho-1,2
acbngmge-1,1
acbofbpb-1,1
acbogblk-1,1
acbpbphh-1,1
acbphjmm-1,1
accamnpe-1,1
accamoee-1,5
accbhaje-1,1
acccmhpj-1,2
accdfooi-1,1
accdneck-1,2
accdngcl-1,1
acceinkh-1,2
acchebal-1,1
acchipcm-1,1
acchogmp-1,1
acciaepb-1,1
acciohlk-1,1
accipifd-1,1
accjaipj-1,2
accjiemj-1,2
acckgieg-1,1
acclfbeo-1,2
accmefmf-1,1
accnalna-1,1
accpagbe-1,1
accpnikc-1,1
accpoece-1,1
acdabhbo-1,1
acdbjpig-1,1
acdfabbm-1,1
acdfkmoj-1,1
acdiebei-1,1
acdjjhhp-1,1
acdjknim-1,6
acdjndjp-1,1
acdkjahf-1,1
acdlmglc-1,1
acdmbjah-1,1
acdocadl-1,2
acdoidlp-1,1
acdolhoe-1,1
acdphbhn-1,2
aceacoke-1,1
acebjmcc-1,2
acebpcjp-1,1
acecdkbb-1,1
acedaced-1,1
acedegpb-1,1
aceghmgo-1,1
acejcgdi-1,2
acejoifb-1,1
acekccio-1,1
acekhnmm-1,2
acephnka-1,1
acfadepn-1,2
acfanhji-1,6
acfbgfpp-1,3
acfbhcji-1,3
acfcacjp-1,4
acfcjnhd-1,2
acfdbmbn-1,3
acffdkmi-1,4
acfgdagh-1,2
acfgffpd-1,7
acficlni-1,3
acfjmceg-1,5
acfldelh-1,3
acflmnee-1,3
acfmidfo-1,4
acfncdgp-1,3
acfnnhnh-1,2
acfppmho-1,4
acgckkpc-1,7
acgcmocn-1,4
acgdmppp-1,3
acgepakn-1,2
acghibpi-1,2
acghmnch-1,3
acgjddnj-1,3
acgjdjhm-1,3
acglpgok-1,2
acgppmjp-1,3
achbjaec-1,3
achbjmko-1,2
achbplen-1,2
achdhkji-1,2
achfginj-1,2
achfhmpb-1,3
achfohog-1,3
achggbjj-1,2
achgplae-1,5
achhieoj-1,3
achhlajl-1,3
achjcach-1,2
achjnhlf-1,2
achlkflj-1,3
achmbihk-1,3
achnkmgb-1,3
achoafjo-1,2
achocmcg-1,2
aciacacm-1,2
aciaobfk-1,2
acibllcb-1,2
acicoafh-1,2
acicphdf-1,2
acifallk-1,2
acifhlec-1,5
acigkgki-1,2
aciipidj-1,5
acijfkgc-1,2
acijgkon-1,2
acijjnpo-1,2
acikaajl-1,2
acjafadd-1,2
acjanpmm-1,7
acjbbioi-1,3
acjdfkdl-1,5
acjdhihl-1,2
acjeaneb-1,2
acjejkcm-1,5
acjhhnlc-1,2
acjhlccj-1,2
acjlnkap-1,2
acjmacaa-1,2
acjmgned-1,2
acjmgole-1,2
acjoaigg-1,5
acjobloh-1,2
acjoenje-1,5
acjpeoap-1,3
ackakgbl-1,2
ackbjoop-1,4
ackdbdlo-1,2
ackdlaif-1,3
ackengpn-1,4
ackepfhh-1,2
ackgaado-1,3
ackghpcf-1,5
ackgihke-1,2
ackgjlki-1,3
ackhioeb-1,4
ackigekb-1,4
ackkjnjf-1,3
ackkphed-1,3
acklbhmd-1,5
acklmcde-1,3
acknhofm-1,3
ackooejc-1,3
ackpbfnh-1,3
ackpfkhf-1,2
ackpgkkp-1,2
ackpifmk-1,3
aclbfkhh-1,2
acldgbak-1,2
acleaggo-1,2
aclegmbk-1,2
aclejbif-1,3
aclflnii-1,2
aclfnhhe-1,3
aclgjgll-1,2
aclgledm-1,3
aclhaoki-1,2
aclhemmf-1,3
acliebfn-1,7
acljjnhm-1,2
acllnohn-1,4
aclmoddo-1,3
aclnbico-1,2
aclofjkl-1,3
acmafhfd-1,3
acmfkbgm-1,3
acmgmmbl-1,2
acmjcjhe-1,4
acmjiaak-1,7
acmldbah-1,5
acmlhhpl-1,2
acmnbicj-1,2
acmngobb-1,2
acmoagln-1,3
acmojbdd-1,2
acmphiil-1,6
acncbbal-1,2
acncjlol-1,2
acndffpa-1,2
acndlipf-1,2
acnhdfem-1,5
acnhfohd-1,2
acnhhgjc-1,2
acnllaik-1,2
acnlmaac-1,2
acnmcidb-1,2
acnneaaj-1,2
acnnfbnj-1,2
acnnfjei-1,2
acnnpngd-1,2
acnoeadj-1,2
acnpaifn-1,2
acnpibaj-1,3
acoafgmf-1,3
acobopnm-1,2
acobpofb-1,3
acogglmh-1,3
acoghokn-1,3
acohbgdh-1,3
acohejof-1,6
acojbcpo-1,2
acokocef-1,2
acopbidh-1,2
acopkcoc-1,4
acpbidjk-1,2
acpdhkdf-1,3
acpejdle-1,3
acphepme-1,2
acphiedo-1,2
acpibggp-1,3
acpjjmap-1,2
acpkfjca-1,5
acplikga-1,2
acpmdjfc-1,2
acpmgjmh-1,2
acpnoggh-1,2
adabmoim-1,2
adacnpmo-1,3
adadgoil-1,4
adaepkkj-1,2
adagnckl-1,4
adahgjka-1,2
adaibcno-1,2
adaihbid-1,2
adaihhlc-1,2
adakgkef-1,3
adalkbin-1,2
adandlci-1,3
adanioen-1,2
adaomcmh-1,2
adaoobpm-1,2
adbafhoj-1,2
adbahcih-1,2
adbchhde-1,3
adbdjcef-1,2
adbdncgo-1,2
adbfkbne-1,5
adbfondl-1,3
adbjkhol-1,2
adbjligk-1,5
adbkalgg-1,5
adbkpbmk-1,3
adbmalli-1,3
adbmhdnb-1,3
adbmlgag-1,2
adceblil-1,4
adcedikd-1,5
adcfbdna-1,2
adcfcndb-1,2
adcfecaf-1,3
adcfigeg-1,2
adchhbcm-1,2
adchhcjf-1,2
adcibphj-1,5
adcinhho-1,4
adckkagi-1,5
adclhica-1,5
adcmnkml-1,5
adcngaog-1,5
adcnobla-1,2
adcpkfhc-1,6
addcapfd-1,2
addcjbcg-1,2
addddlhb-1,5
adddficp-1,2
addejplp-1,4
addfgpjg-1,2
addfiiff-1,4
addjlnfp-1,2
addklnal-1,4
addljjhj-1,2
addodicp-1,2
addonhki-1,3
addpbihi-1,4
addplmkd-1,2
adeabdfd-1,2
adebcmil-1,3
adebfbkf-1,3
adebhedl-1,2
adebkpin-1,3
adecadnk-1,3
adedaald-1,3
adedmhpa-1,4
adehgmgn-1,3
adehnfip-1,3
adejichj-1,4
adekcffh-1,2
adekfdfb-1,3
adekfhnp-1,3
adekhfcf-1,2
adelbbgm-1,4
adennecf-1,2
adeopgfh-1,2
adfajbdh-1,2
adfbgkfo-1,2
adfcbeag-1,2
adfdapia-1,2
adfdjoke-1,3
adfecfan-1,5
adfehpkn-1,2
adfepoph-1,2
adfihmlc-1,5
adfjhaoa-1,3
adfjlcoj-1,2
adfkbinp-1,2
adfkbkeg-1,2
adfkdjgn-1,3
adflkpei-1,4
adfmdfhl-1,2
adfmdkid-1,2
adfmgkec-1,3
adfmiddh-1,3
adfnjfln-1,2
adfobcaj-1,2
adfobgdc-1,2
adfojbgp-1,4
adfpjcmg-1,2
adgaenkn-1,3
adgakdgf-1,4
adgaljld-1,2
adgdpbaa-1,2
adgehgja-1,3
adgfgmic-1,2
adgfldin-1,4
adgikmom-1,3
adgjjlbh-1,4
adgknknc-1,3
adgkpcll-1,2
adglllbp-1,5
adglpglp-1,4
adgmfnjd-1,2
adgnecoe-1,2
adgnknod-1,2
adgoiela-1,2
adgpbbgk-1,4
adhbhehd-1,2
adhdajnm-1,2
adhdkkhg-1,4
adhelfkg-1,4
adhemgkd-1,2
adhfegio-1,4
adhhaipd-1,2
adhjakjm-1,5
adhjeaaf-1,2
adhjkkhp-1,2
adhkdbbk-1,2
adhkegma-1,2
adhkfppd-1,3
adhkgjcp-1,3
adhloefk-1,4
adhpnehe-1,2
adiadobj-1,2
adiaebnp-1,4
adiaonfe-1,3
adibnebj-1,2
adifiikf-1,2
adiglghd-1,2
adihhhbe-1,2
adiidaih-1,2
adiikeba-1,2
adiinkjl-1,3
adiinmme-1,2
adikdjlj-1,2
adikifbd-1,4
adiknche-1,5
adilckoo-1,2
adinldcl-1,2
adipiomb-1,7
adjadbdi-1,2
adjafmbe-1,2
adjcghfa-1,2
adjegkpp-1,2
adjencoa-1,2
adjgcmgf-1,2
adjhaknf-1,4
adjhemoa-1,2
adjibmnh-1,2
adjjfmfc-1,5
adjjhjfm-1,3
adjkbmpc-1,4
adjnbjci-1,4
adjofhil-1,2
adkaekam-1,2
adkafegg-1,3
adkbjdan-1,2
adkbjeok-1,2
adkbldla-1,2
adkbnjac-1,2
adkchbam-1,2
adkeibgm-1,2
adkfinoe-1,3
adkfjbeb-1,2
adklgefn-1,5
adkngdbm-1,2
adknpbde-1,3
adkokbcm-1,4
adkppdkk-1,4
adlcbbcd-1,2
adldlhkh-1,2
adldnncl-1,4
adleaccp-1,5
adlfojec-1,4
adlifkoa-1,4
adligclp-1,4
adliibif-1,3
adlikghm-1,2
adlipbhi-1,3
adljcpae-1,4
adljmbbg-1,3
adlkehih-1,3
adlkifhk-1,7
adlkmogn-1,3
adlladhh-1,3
adlncjhb-1,5
adloblpf-1,3
adloheoi-1,2
adlonahf-1,2
adlpgpac-1,3
admajmlj-1,2
admaomej-1,3
admbpfgg-1,3
admcgnpi-1,4
admdifbc-1,2
admeenpa-1,2
admfafaa-1,2
admgddef-1,2
admggbmn-1,2
admgobjh-1,4
admgodpo-1,2
admgohff-1,3
admicjid-1,5
admjgpnc-1,6
admjmhkj-1,4
admkdncb-1,3
admkfhde-1,3
admlchok-1,2
admniaig-1,2
adncdgbc-1,2
adndaplp-1,2
adnddamd-1,5
adneikbg-1,2
adnejpbl-1,5
adnfolac-1,5
adnhhlmm-1,5
adnibgfb-1,6
adnjapgb-1,2
adnjkdne-1,3
adnkmgal-1,3
adnldhcj-1,3
adnmkmpi-1,2
adnnggmi-1,5
adnnndme-1,3
adnnpdbb-1,2
adoalclf-1,2
adocjjcn-1,5
adodldlm-1,5
adoemhke-1,2
adofbhpe-1,3
adofjfab-1,2
adogahog-1,5
adogmklp-1,2
adoihnip-1,3
adojliif-1,2
adokoemh-1,2
adolflle-1,4
adolppkc-1,2
adoplmmp-1,2
adopmmgb-1,2
adpapghb-1,4
adpcakfl-1,4
adpcgmpm-1,2
adpckpdj-1,2
adpdeedp-1,2
adpecdlo-1,2
adpejoic-1,2
adpffcmc-1,2
adpghooa-1,2
adphainh-1,2
adpimand-1,2
adpjieja-1,2
adpjmaea-1,5
adpkedog-1,6
adpkekop-1,3
adpkpjcg-1,2
adpmfhdk-1,2
adpnlfil-1,2
adpobhej-1,2
adpojkko-1,3
adpomcmf-1,6
adpopljo-1,2
aeaalomb-1,2
aeabclaf-1,2
aeadeolj-1,4
aeadfkbd-1,2
aeaepglj-1,2
aeageefp-1,2
aeajhflh-1,4
aeajolek-1,3
aeakefil-1,2
aeakhiff-1,2
aealgale-1,3
aeambfmd-1,4
aeampaie-1,2
aeapjkhj-1,2
aebbjefo-1,2
aebdpdef-1,2
aebfdemd-1,4
aebhihia-1,2
aebhlkcj-1,4
aebifbam-1,3
aebikdci-1,2
aebkpchc-1,2
aeblhmjo-1,2
aebljigp-1,2
aebmclgl-1,3
aebnciih-1,3
aeboliea-1,2
aebppecp-1,5
aecagboj-1,6
aecbfelk-1,2
aecdegff-1,4
aecdpgeo-1,2
aeceeina-1,2
aecfcfgl-1,2
aecfigpg-1,3
aecidpek-1,2
aecifgil-1,2
aecifnhp-1,2
aeciocem-1,7
aecjnicl-1,2
aeckefkl-1,2
aeckikbi-1,2
aecldpig-1,6
aecoffdk-1,5
aedadjcg-1,2
aedbfmli-1,5
aedcciop-1,2
aedcjohf-1,2
aedeeebp-1,3
aedemdmb-1,2
aedeobif-1,2
aedgckgd-1,4
aedhfbod-1,2
aedjbllk-1,2
aedjdmfd-1,2
aedjjkck-1,2
aedjonim-1,4
aedkdbfg-1,3
aedkoheb-1,2
aedmfked-1,3
aedmngbk-1,6
aednhgdh-1,3
aeeagjgd-1,3
aeeamkkc-1,2
aeebhffp-1,3
aeebnckk-1,2
aeedfkkn-1,4
aeefokie-1,3
aeegfpip-1,3
aeehmjmm-1,5
aeejfnji-1,4
aeekifcn-1,7
aeekmhdd-1,4
aeelhela-1,3
aeembohd-1,3
aeemkhpp-1,2
aeeobgop-1,2
aeeoidmc-1,2
aefadhcf-1,3
aefcfhaf-1,4
aefdlchd-1,2
aefggflp-1,2
aefhjiad-1,2
aefhnedh-1,2
aefichpg-1,3
aeficlpm-1,3
aefldmif-1,2
aefnjoog-1,2
aefodnjk-1,2
aefofmhl-1,2
aefohaem-1,3
aefokobl-1,2
aefoljbb-1,2
aegahmji-1,2
aegamfmj-1,4
aegaplbb-1,2
aegbbdld-1,2
aegbbmgb-1,2
aegbjhdo-1,2
aegccgpi-1,3
aegdcejg-1,2
aegdfcml-1,3
aegealpo-1,2
aegeipmi-1,2
aegfbhmg-1,2
aegfhbng-1,2
aegfjald-1,2
aegfodmk-1,2
aeggipje-1,2
aeghgcog-1,2
aeghgmpl-1,2
aegjpmjd-1,2
aegkhhja-1,2
aeglafme-1,2
aeglglmf-1,3
aeglnjkf-1,4
aegmeafd-1,3
aegmpdgf-1,2
aegnhkam-1,2
aegnnmfe-1,2
aegojojj-1,2
aegonkkh-1,2
aehailan-1,2
aehakbee-1,3
aehanhlf-1,5
aehbflid-1,2
aehbnjcd-1,4
aehdblkh-1,4
aehdodbn-1,2
aeheaeif-1,5
aehebple-1,2
aehehnlc-1,3
aehemgla-1,4
aehemlcd-1,4
aehffbkn-1,2
aehfibka-1,2
aehgdehd-1,2
aehghoda-1,2
aehkabmd-1,2
aehmedld-1,2
aehnpnik-1,2
aeiaagll-1,2
aeiaggof-1,2
aeiebmel-1,2
aeifaamj-1,6
aeifgckh-1,2
aeifkcbm-1,6
aeigljck-1,7
aeijadnf-1,2
aeijdjpi-1,3
aeikecbc-1,5
aeilblce-1,4
aeinbfio-1,4
aeinlokp-1,2
aeinnfob-1,4
aeinpfpj-1,2
aeippghj-1,2
aejahigj-1,3
aejaibnf-1,3
aejajagn-1,3
aejajbne-1,2
aejbfagn-1,2
aejbhopi-1,2
aejblhao-1,3
aejcefpa-1,2
aejcpgac-1,3
aejdnego-1,2
aejejakc-1,2
aejfenei-1,2
aejfhibm-1,3
aejfnick-1,4
aejgkehd-1,2
aejhnpec-1,2
aejhonbc-1,2
aejjlnec-1,2
aejlhkjk-1,2
aejlmdgn-1,2
aejlnmio-1,3
aejmdhof-1,4
aejnpojn-1,2
aejohjmk-1,2
aejolmaa-1,2
aejonjim-1,3
aekanbkg-1,2
aekcicla-1,7
aekciikp-1,3
aekdaona-1,2
aekdnean-1,2
aekeacpc-1,3
aekfcmfl-1,3
aekfefcn-1,2
aekfpngi-1,3
aekioamk-1,2
aekjbnjk-1,2
aekjphke-1,2
aekkocdc-1,2
aekkojfm-1,2
aeklejod-1,2
aeklglmj-1,2
aekmdhei-1,2
aekmdjba-1,3
aekoagpf-1,2
aekohnjf-1,2
aekopfhl-1,2
aelabjkd-1,3
aelahhoh-1,2
aelbjnki-1,2
aelbpamj-1,2
aeldgpal-1,5
aeleaeib-1,2
aelgpope-1,3
aeljjceg-1,2
aeljkgkj-1,2
aeljoibc-1,5
aelkdbbg-1,2
aelkelfc-1,5
aelkfdkd-1,4
aelkkong-1,3
aelklajl-1,4
aellikem-1,4
aelonflf-1,4
aelonijb-1,5
aembddna-1,4
aemcfjjk-1,4
aemedfln-1,2
aememaia-1,4
aemghfng-1,4
aemgkdcb-1,2
aemhdggc-1,4
aemhfpid-1,2
aemhmdho-1,2
aemhnlhk-1,4
aemjgboj-1,5
aemkkofl-1,2
aemklffo-1,2
aemkoakn-1,3
aemlnkgl-1,2
aemmloie-1,2
aemmpike-1,4
aemnlbja-1,2
aenaallc-1,2
aenabkmo-1,3
aenacicg-1,3
aenbmbip-1,3
aendjcbm-1,2
aendmkgb-1,3
aenfmend-1,4
aengcbac-1,3
aenhpcke-1,5
aenidjbn-1,2
aenkdnep-1,2
aenkfaom-1,2
aenmhfhe-1,3
aenobkdp-1,2
aenocecp-1,2
aenofddc-1,7
aeoaboob-1,3
aeobiego-1,3
aeobjcge-1,4
aeocmajh-1,4
aeoiplaj-1,2
aeokcndg-1,3
aeolbblh-1,2
aeombkhj-1,3
aeomonec-1,2
aeooaeec-1,2
aepajggc-1,2
aepbkjlk-1,2
aepiiolc-1,3
aepjgheb-1,3
aeplclfo-1,2
aeplkjhh-1,2
aeplmjee-1,3
