Barcode,Cluster
abjiffoi-1,1
abjjglih-1,1
abjkoegj-1,1
abjmdkke-1,1
abjmmkjb-1,1
abjoajak-1,1
abjpeghl-1,1
abjpelgk-1,1
abkdbkbm-1,1
abkfdgdi-1,1
abkfhcoh-1,1
abkfidke-1,1
abkgfnfh-1,1
abkhngeg-1,1
abkhpidm-1,1
abkkiocn-1,1
abklccoo-1,1
abklfdde-1,1
abkphpbn-1,1
ablbidfi-1,1
abldcbfm-1,1
abldemdn-1,1
abldpoll-1,1
abledopj-1,1
ablenfmo-1,1
ablfkhem-1,1
ablhpela-1,1
ablifahb-1,1
ablijgdi-1,1
abljidgm-1,1
ablllndb-1,1
abllmhdj-1,1
ablmnbaa-1,1
ablpblei-1,1
abmabedd-1,1
abmappgi-1,1
abmbbcnj-1,1
abmbmona-1,1
abmbpjla-1,1
abmdjfcg-1,1
abmejjgg-1,1
abmemcgp-1,1
abmgbdef-1,1
abmhahbc-1,1
abmkanck-1,1
abmlpnhn-1,1
abmmeaml-1,1
abmmnepi-1,1
abmmpjnp-1,1
abmoghap-1,1
abmopico-1,1
abnaaeca-1,1
abnajilb-1,1
abncceng-1,1
abnenpep-1,1
abngegeg-1,1
abnhganc-1,1
abnhifah-1,1
abnjkocb-1,1
abnllgmh-1,1
abnmabkd-1,1
abnmflcd-1,1
abnnigim-1,1
abnnpbil-1,1
abocpfcg-1,1
aboeapih-1,1
abogmcda-1,1
abohanno-1,1
abohghok-1,1
aboipmek-1,1
abojlpje-1,1
abojnalj-1,1
abokbpkk-1,1
abokjhjc-1,1
abokjphb-1,1
abolopbg-1,1
abomabig-1,1
aboncbch-1,1
abonejch-1,1
abooaopb-1,1
aboocgap-1,1
aboofehh-1,1
abpajnho-1,1
abpciihi-1,1
abphmhfe-1,1
abpibopj-1,1
abpifeol-1,1
abpjechh-1,1
abpkgcfn-1,1
abpknjkd-1,1
abpkoien-1,1
abplknok-1,1
abplkogo-1,1
abpmbogi-1,1
abpngbhb-1,2
abpnoban-1,2
abpofdef-1,2
abpoffak-1,1
abpohgep-1,1
abppaflm-1,1
acaadphc-1,1
acadfhon-1,1
acadpoli-1,1
acaelehm-1,1
acafkkab-1,1
acafojej-1,3
acagfope-1,1
acajhfdl-1,1
acajlhfj-1,1
acakgghi-1,1
acaljpmd-1,1
acamhgaj-1,1
acamobla-1,1
acannhie-1,1
acaphoho-1,1
acapihbm-1,1
acappfnk-1,1
acbcjalp-1,1
acbdajah-1,1
acbdceei-1,1
acbejkjn-1,1
acbhjbni-1,1
acbhomna-1,1
acbifiai-1,1
acbjagke-1,1
acbjffcn-1,1
acbjgmdj-1,1
acblhcfg-1,1
acblicii-1,1
acblippl-1,1
acbmhiho-1,1
acbngmge-1,1
acbofbpb-1,1
acbogblk-1,1
acbpbphh-1,1
acbphjmm-1,1
accamnpe-1,1
accamoee-1,3
accbhaje-1,1
acccmhpj-1,1
accdfooi-1,1
accdneck-1,1
accdngcl-1,1
acceinkh-1,1
acchebal-1,1
acchipcm-1,1
acchogmp-1,1
acciaepb-1,1
acciohlk-1,1
accipifd-1,1
accjaipj-1,1
accjiemj-1,1
acckgieg-1,1
acclfbeo-1,1
accmefmf-1,1
accnalna-1,1
accpagbe-1,1
accpnikc-1,1
accpoece-1,1
acdabhbo-1,1
acdbjpig-1,1
acdfabbm-1,1
acdfkmoj-1,1
acdiebei-1,1
acdjjhhp-1,1
acdjknim-1,3
acdjndjp-1,1
acdkjahf-1,1
acdlmglc-1,1
acdmbjah-1,1
acdocadl-1,1
acdoidlp-1,1
acdolhoe-1,1
acdphbhn-1,1
aceacoke-1,1
acebjmcc-1,1
acebpcjp-1,1
acecdkbb-1,1
acedaced-1,1
acedegpb-1,1
aceghmgo-1,1
acejcgdi-1,1
acejoifb-1,1
acekccio-1,1
acekhnmm-1,1
acephnka-1,1
acfadepn-1,1
acfanhji-1,3
acfbgfpp-1,2
acfbhcji-1,2
acfcacjp-1,2
acfcjnhd-1,1
acfdbmbn-1,2
acffdkmi-1,2
acfgdagh-1,1
acfgffpd-1,2
acficlni-1,2
acfjmceg-1,3
acfldelh-1,2
acflmnee-1,2
acfmidfo-1,2
acfncdgp-1,2
acfnnhnh-1,1
acfppmho-1,2
acgckkpc-1,2
acgcmocn-1,2
acgdmppp-1,2
acgepakn-1,1
acghibpi-1,1
acghmnch-1,2
acgjddnj-1,2
acgjdjhm-1,2
acglpgok-1,1
acgppmjp-1,2
achbjaec-1,2
achbjmko-1,1
achbplen-1,1
achdhkji-1,1
achfginj-1,1
achfhmpb-1,2
achfohog-1,2
achggbjj-1,1
achgplae-1,3
achhieoj-1,2
achhlajl-1,2
achjcach-1,1
achjnhlf-1,1
achlkflj-1,2
achmbihk-1,2
achnkmgb-1,2
achoafjo-1,1
achocmcg-1,1
aciacacm-1,1
aciaobfk-1,1
acibllcb-1,1
acicoafh-1,1
acicphdf-1,1
acifallk-1,1
acifhlec-1,3
acigkgki-1,1
aciipidj-1,3
acijfkgc-1,1
acijgkon-1,1
acijjnpo-1,1
acikaajl-1,1
acjafadd-1,1
acjanpmm-1,2
acjbbioi-1,2
acjdfkdl-1,3
acjdhihl-1,1
acjeaneb-1,1
acjejkcm-1,3
acjhhnlc-1,1
acjhlccj-1,1
acjlnkap-1,1
acjmacaa-1,1
acjmgned-1,1
acjmgole-1,1
acjoaigg-1,3
acjobloh-1,1
acjoenje-1,3
acjpeoap-1,2
ackakgbl-1,1
ackbjoop-1,2
ackdbdlo-1,1
ackdlaif-1,2
ackengpn-1,2
ackepfhh-1,1
ackgaado-1,2
ackghpcf-1,3
ackgihke-1,1
ackgjlki-1,2
ackhioeb-1,2
ackigekb-1,2
ackkjnjf-1,2
ackkphed-1,2
acklbhmd-1,3
acklmcde-1,2
acknhofm-1,2
ackooejc-1,2
ackpbfnh-1,2
ackpfkhf-1,1
ackpgkkp-1,1
ackpifmk-1,2
aclbfkhh-1,1
acldgbak-1,1
acleaggo-1,2
aclegmbk-1,1
aclejbif-1,2
aclflnii-1,1
aclfnhhe-1,2
aclgjgll-1,1
aclgledm-1,2
aclhaoki-1,1
aclhemmf-1,2
acliebfn-1,2
acljjnhm-1,1
acllnohn-1,2
aclmoddo-1,2
aclnbico-1,1
aclofjkl-1,2
acmafhfd-1,2
acmfkbgm-1,2
acmgmmbl-1,1
acmjcjhe-1,2
acmjiaak-1,2
acmldbah-1,3
acmlhhpl-1,1
acmnbicj-1,1
acmngobb-1,1
acmoagln-1,2
acmojbdd-1,2
acmphiil-1,3
acncbbal-1,1
acncjlol-1,1
acndffpa-1,1
acndlipf-1,1
acnhdfem-1,3
acnhfohd-1,1
acnhhgjc-1,1
acnllaik-1,1
acnlmaac-1,2
acnmcidb-1,1
acnneaaj-1,1
acnnfbnj-1,1
acnnfjei-1,1
acnnpngd-1,1
acnoeadj-1,1
acnpaifn-1,2
acnpibaj-1,2
acoafgmf-1,2
acobopnm-1,1
acobpofb-1,2
acogglmh-1,2
acoghokn-1,2
acohbgdh-1,2
acohejof-1,3
acojbcpo-1,1
acokocef-1,1
acopbidh-1,1
acopkcoc-1,2
acpbidjk-1,1
acpdhkdf-1,2
acpejdle-1,2
acphepme-1,1
acphiedo-1,1
acpibggp-1,2
acpjjmap-1,1
acpkfjca-1,3
acplikga-1,1
acpmdjfc-1,1
acpmgjmh-1,1
acpnoggh-1,1
adabmoim-1,1
adacnpmo-1,2
adadgoil-1,2
adaepkkj-1,1
adagnckl-1,2
adahgjka-1,1
adaibcno-1,1
adaihbid-1,1
adaihhlc-1,1
adakgkef-1,2
adalkbin-1,1
adandlci-1,2
adanioen-1,1
adaomcmh-1,1
adaoobpm-1,1
adbafhoj-1,2
adbahcih-1,3
adbchhde-1,2
adbdjcef-1,1
adbdncgo-1,1
adbfkbne-1,3
adbfondl-1,2
adbjkhol-1,1
adbjligk-1,3
adbkalgg-1,3
adbkpbmk-1,2
adbmalli-1,2
adbmhdnb-1,2
adbmlgag-1,1
adceblil-1,2
adcedikd-1,3
adcfbdna-1,1
adcfcndb-1,1
adcfecaf-1,2
adcfigeg-1,1
adchhbcm-1,1
adchhcjf-1,2
adcibphj-1,3
adcinhho-1,2
adckkagi-1,3
adclhica-1,3
adcmnkml-1,3
adcngaog-1,3
adcnobla-1,1
adcpkfhc-1,3
addcapfd-1,1
addcjbcg-1,1
addddlhb-1,3
adddficp-1,1
addejplp-1,2
addfgpjg-1,1
addfiiff-1,2
addjlnfp-1,1
addklnal-1,2
addljjhj-1,1
addodicp-1,1
addonhki-1,2
addpbihi-1,2
addplmkd-1,1
adeabdfd-1,1
adebcmil-1,2
adebfbkf-1,2
adebhedl-1,1
adebkpin-1,2
adecadnk-1,2
adedaald-1,2
adedmhpa-1,2
adehgmgn-1,2
adehnfip-1,2
adejichj-1,2
adekcffh-1,1
adekfdfb-1,2
adekfhnp-1,2
adekhfcf-1,1
adelbbgm-1,2
adennecf-1,1
adeopgfh-1,1
adfajbdh-1,1
adfbgkfo-1,1
adfcbeag-1,1
adfdapia-1,1
adfdjoke-1,2
adfecfan-1,3
adfehpkn-1,1
adfepoph-1,1
adfihmlc-1,3
adfjhaoa-1,2
adfjlcoj-1,1
adfkbinp-1,1
adfkbkeg-1,1
adfkdjgn-1,2
adflkpei-1,2
adfmdfhl-1,1
adfmdkid-1,1
adfmgkec-1,2
adfmiddh-1,2
adfnjfln-1,1
adfobcaj-1,1
adfobgdc-1,1
adfojbgp-1,2
adfpjcmg-1,1
adgaenkn-1,2
adgakdgf-1,2
adgaljld-1,1
adgdpbaa-1,1
adgehgja-1,2
adgfgmic-1,1
adgfldin-1,2
adgikmom-1,2
adgjjlbh-1,2
adgknknc-1,2
adgkpcll-1,1
adglllbp-1,3
adglpglp-1,2
adgmfnjd-1,1
adgnecoe-1,1
adgnknod-1,1
adgoiela-1,1
adgpbbgk-1,2
adhbhehd-1,1
adhdajnm-1,1
adhdkkhg-1,2
adhelfkg-1,2
adhemgkd-1,1
adhfegio-1,2
adhhaipd-1,1
adhjakjm-1,3
adhjeaaf-1,1
adhjkkhp-1,1
adhkdbbk-1,1
adhkegma-1,1
adhkfppd-1,2
adhkgjcp-1,2
adhloefk-1,2
adhpnehe-1,1
adiadobj-1,1
adiaebnp-1,2
adiaonfe-1,2
adibnebj-1,1
adifiikf-1,1
adiglghd-1,1
adihhhbe-1,1
adiidaih-1,1
adiikeba-1,1
adiinkjl-1,2
adiinmme-1,1
adikdjlj-1,1
adikifbd-1,2
adiknche-1,3
adilckoo-1,1
adinldcl-1,1
adipiomb-1,2
adjadbdi-1,1
adjafmbe-1,1
adjcghfa-1,1
adjegkpp-1,1
adjencoa-1,1
adjgcmgf-1,1
adjhaknf-1,2
adjhemoa-1,1
adjibmnh-1,2
adjjfmfc-1,3
adjjhjfm-1,2
adjkbmpc-1,2
adjnbjci-1,2
adjofhil-1,1
adkaekam-1,1
adkafegg-1,2
adkbjdan-1,1
adkbjeok-1,1
adkbldla-1,1
adkbnjac-1,1
adkchbam-1,1
adkeibgm-1,1
adkfinoe-1,2
adkfjbeb-1,1
adklgefn-1,3
adkngdbm-1,1
adknpbde-1,2
adkokbcm-1,2
adkppdkk-1,2
adlcbbcd-1,1
adldlhkh-1,1
adldnncl-1,2
adleaccp-1,3
adlfojec-1,2
adlifkoa-1,2
adligclp-1,2
adliibif-1,2
adlikghm-1,1
adlipbhi-1,2
adljcpae-1,2
adljmbbg-1,2
adlkehih-1,2
adlkifhk-1,2
adlkmogn-1,2
adlladhh-1,2
adlncjhb-1,3
adloblpf-1,2
adloheoi-1,1
adlonahf-1,1
adlpgpac-1,2
admajmlj-1,1
admaomej-1,2
admbpfgg-1,2
admcgnpi-1,2
admdifbc-1,1
admeenpa-1,1
admfafaa-1,1
admgddef-1,1
admggbmn-1,1
admgobjh-1,2
admgodpo-1,1
admgohff-1,2
admicjid-1,3
admjgpnc-1,3
admjmhkj-1,2
admkdncb-1,2
admkfhde-1,2
admlchok-1,1
admniaig-1,1
adncdgbc-1,1
adndaplp-1,1
adnddamd-1,3
adneikbg-1,1
adnejpbl-1,3
adnfolac-1,3
adnhhlmm-1,3
adnibgfb-1,3
adnjapgb-1,1
adnjkdne-1,2
adnkmgal-1,2
adnldhcj-1,2
adnmkmpi-1,1
adnnggmi-1,3
adnnndme-1,2
adnnpdbb-1,1
adoalclf-1,1
adocjjcn-1,3
adodldlm-1,3
adoemhke-1,1
adofbhpe-1,2
adofjfab-1,1
adogahog-1,3
adogmklp-1,1
adoihnip-1,2
adojliif-1,1
adokoemh-1,1
adolflle-1,2
adolppkc-1,1
adoplmmp-1,1
adopmmgb-1,1
adpapghb-1,2
adpcakfl-1,2
adpcgmpm-1,2
adpckpdj-1,1
adpdeedp-1,1
adpecdlo-1,1
adpejoic-1,1
adpffcmc-1,1
adpghooa-1,1
adphainh-1,1
adpimand-1,1
adpjieja-1,1
adpjmaea-1,3
adpkedog-1,3
adpkekop-1,2
adpkpjcg-1,1
adpmfhdk-1,1
adpnlfil-1,1
adpobhej-1,1
adpojkko-1,2
adpomcmf-1,3
adpopljo-1,1
aeaalomb-1,1
aeabclaf-1,1
aeadeolj-1,2
aeadfkbd-1,1
aeaepglj-1,1
aeageefp-1,1
aeajhflh-1,2
aeajolek-1,2
aeakefil-1,1
aeakhiff-1,1
aealgale-1,2
aeambfmd-1,2
aeampaie-1,1
aeapjkhj-1,1
aebbjefo-1,1
aebdpdef-1,1
aebfdemd-1,2
aebhihia-1,1
aebhlkcj-1,2
aebifbam-1,2
aebikdci-1,1
aebkpchc-1,1
aeblhmjo-1,1
aebljigp-1,1
aebmclgl-1,2
aebnciih-1,2
aeboliea-1,1
aebppecp-1,2
aecagboj-1,3
aecbfelk-1,1
aecdegff-1,2
aecdpgeo-1,1
aeceeina-1,1
aecfcfgl-1,1
aecfigpg-1,2
aecidpek-1,1
aecifgil-1,1
aecifnhp-1,1
aeciocem-1,2
aecjnicl-1,1
aeckefkl-1,1
aeckikbi-1,1
aecldpig-1,3
aecoffdk-1,3
aedadjcg-1,1
aedbfmli-1,3
aedcciop-1,1
aedcjohf-1,1
aedeeebp-1,2
aedemdmb-1,1
aedeobif-1,1
aedgckgd-1,2
aedhfbod-1,1
aedjbllk-1,1
aedjdmfd-1,1
aedjjkck-1,1
aedjonim-1,2
aedkdbfg-1,2
aedkoheb-1,1
aedmfked-1,3
aedmngbk-1,3
aednhgdh-1,2
aeeagjgd-1,3
aeeamkkc-1,1
aeebhffp-1,2
aeebnckk-1,1
aeedfkkn-1,2
aeefokie-1,2
aeegfpip-1,2
aeehmjmm-1,3
aeejfnji-1,2
aeekifcn-1,2
aeekmhdd-1,2
aeelhela-1,2
aeembohd-1,2
aeemkhpp-1,1
aeeobgop-1,1
aeeoidmc-1,1
aefadhcf-1,2
aefcfhaf-1,2
aefdlchd-1,1
aefggflp-1,1
aefhjiad-1,1
aefhnedh-1,1
aefichpg-1,2
aeficlpm-1,2
aefldmif-1,1
aefnjoog-1,1
aefodnjk-1,1
aefofmhl-1,1
aefohaem-1,2
aefokobl-1,1
aefoljbb-1,1
aegahmji-1,1
aegamfmj-1,2
aegaplbb-1,1
aegbbdld-1,1
aegbbmgb-1,1
aegbjhdo-1,1
aegccgpi-1,2
aegdcejg-1,1
aegdfcml-1,2
aegealpo-1,1
aegeipmi-1,1
aegfbhmg-1,1
aegfhbng-1,1
aegfjald-1,1
aegfodmk-1,1
aeggipje-1,1
aeghgcog-1,1
aeghgmpl-1,1
aegjpmjd-1,1
aegkhhja-1,1
aeglafme-1,1
aeglglmf-1,2
aeglnjkf-1,2
aegmeafd-1,2
aegmpdgf-1,1
aegnhkam-1,1
aegnnmfe-1,1
aegojojj-1,2
aegonkkh-1,1
aehailan-1,1
aehakbee-1,2
aehanhlf-1,3
aehbflid-1,1
aehbnjcd-1,2
aehdblkh-1,2
aehdodbn-1,1
aeheaeif-1,3
aehebple-1,1
aehehnlc-1,2
aehemgla-1,2
aehemlcd-1,2
aehffbkn-1,1
aehfibka-1,1
aehgdehd-1,1
aehghoda-1,1
aehkabmd-1,1
aehmedld-1,1
aehnpnik-1,1
aeiaagll-1,1
aeiaggof-1,1
aeiebmel-1,1
aeifaamj-1,3
aeifgckh-1,1
aeifkcbm-1,3
aeigljck-1,3
aeijadnf-1,1
aeijdjpi-1,2
aeikecbc-1,3
aeilblce-1,2
aeinbfio-1,2
aeinlokp-1,1
aeinnfob-1,2
aeinpfpj-1,1
aeippghj-1,1
aejahigj-1,2
aejaibnf-1,2
aejajagn-1,2
aejajbne-1,1
aejbfagn-1,1
aejbhopi-1,2
aejblhao-1,2
aejcefpa-1,1
aejcpgac-1,2
aejdnego-1,1
aejejakc-1,1
aejfenei-1,1
aejfhibm-1,2
aejfnick-1,2
aejgkehd-1,1
aejhnpec-1,1
aejhonbc-1,1
aejjlnec-1,1
aejlhkjk-1,1
aejlmdgn-1,1
aejlnmio-1,2
aejmdhof-1,2
aejnpojn-1,1
aejohjmk-1,1
aejolmaa-1,1
aejonjim-1,2
aekanbkg-1,1
aekcicla-1,2
aekciikp-1,2
aekdaona-1,1
aekdnean-1,1
aekeacpc-1,2
aekfcmfl-1,2
aekfefcn-1,1
aekfpngi-1,2
aekioamk-1,1
aekjbnjk-1,1
aekjphke-1,1
aekkocdc-1,1
aekkojfm-1,1
aeklejod-1,1
aeklglmj-1,1
aekmdhei-1,1
aekmdjba-1,2
aekoagpf-1,1
aekohnjf-1,1
aekopfhl-1,1
aelabjkd-1,2
aelahhoh-1,1
aelbjnki-1,1
aelbpamj-1,1
aeldgpal-1,3
aeleaeib-1,1
aelgpope-1,2
aeljjceg-1,1
aeljkgkj-1,1
aeljoibc-1,3
aelkdbbg-1,1
aelkelfc-1,3
aelkfdkd-1,2
aelkkong-1,2
aelklajl-1,2
aellikem-1,2
aelonflf-1,2
aelonijb-1,3
aembddna-1,2
aemcfjjk-1,2
aemedfln-1,1
aememaia-1,2
aemghfng-1,2
aemgkdcb-1,1
aemhdggc-1,2
aemhfpid-1,1
aemhmdho-1,1
aemhnlhk-1,2
aemjgboj-1,3
aemkkofl-1,1
aemklffo-1,1
aemkoakn-1,2
aemlnkgl-1,1
aemmloie-1,1
aemmpike-1,2
aemnlbja-1,1
aenaallc-1,1
aenabkmo-1,2
aenacicg-1,2
aenbmbip-1,2
aendjcbm-1,1
aendmkgb-1,2
aenfmend-1,2
aengcbac-1,2
aenhpcke-1,3
aenidjbn-1,1
aenkdnep-1,1
aenkfaom-1,1
aenmhfhe-1,2
aenobkdp-1,1
aenocecp-1,1
aenofddc-1,2
aeoaboob-1,2
aeobiego-1,2
aeobjcge-1,2
aeocmajh-1,2
aeoiplaj-1,1
aeokcndg-1,2
aeolbblh-1,1
aeombkhj-1,2
aeomonec-1,1
aeooaeec-1,1
aepajggc-1,1
aepbkjlk-1,2
aepiiolc-1,2
aepjgheb-1,1
aeplclfo-1,1
aeplkjhh-1,1
aeplmjee-1,2
