Barcode,Cluster
djioiibk-1,3
djipfkih-1,3
djjadabi-1,2
djjamano-1,1
djjbjeka-1,2
djjcmhbb-1,2
djjdaoca-1,1
djjdbadl-1,2
djjemmim-1,1
djjeodbj-1,1
djjfimof-1,1
djjgonmb-1,3
djjhfplj-1,3
djjkcnom-1,1
djjlfadd-1,1
djjlmenm-1,1
djjlmjmg-1,1
djjlphek-1,1
djjmbjlm-1,1
djjmmepb-1,2
djjncolm-1,1
djjonifb-1,1
djjpmkca-1,1
djjpooek-1,2
djkalobd-1,2
djkbcgne-1,3
djkbdgko-1,2
djkbejhg-1,1
djkchlng-1,2
djkencgb-1,1
djkepefb-1,1
djkfbbho-1,1
djkgjkji-1,1
djkgkmnn-1,1
djkhobaj-1,3
djkifnnp-1,1
djkjmcoh-1,2
djkkadcj-1,2
djkkincm-1,2
djklkmha-1,2
djkodbee-1,1
djkpfmpp-1,1
djkpogfj-1,2
djlcjfgp-1,1
djlcpenk-1,1
djldkkoj-1,1
djldoimd-1,1
djldpbng-1,1
djldpgif-1,2
djlfiemo-1,1
djliljcc-1,2
djlimbio-1,1
djljllhf-1,2
djlkglge-1,1
djlkngmg-1,1
djllbheo-1,1
djllpanm-1,2
djlmbcgb-1,1
djlmeool-1,1
djlnmjng-1,2
djlonpja-1,1
djlophac-1,2
djlppdhk-1,1
djmagbdo-1,1
djmbkhko-1,3
djmcdnep-1,2
djmdljkk-1,2
djmeegpc-1,2
djmejoll-1,1
djmfcaeh-1,1
djmhigbf-1,2
djmikhab-1,1
djmjfcjm-1,1
djmjjold-1,2
djmkknca-1,2
djmlpkko-1,2
djmmdpof-1,2
djmmejge-1,2
djmnnalh-1,1
djmoeoij-1,1
djmoffel-1,2
djmplgmd-1,1
djnaaiil-1,1
djnalcjd-1,2
djnbkpbo-1,1
djndmkda-1,2
djnekpak-1,2
djnfgegd-1,2
djngcmfg-1,1
djngfebc-1,3
djnkaljo-1,1
djnlbcmk-1,2
djnmbkbi-1,1
djnngidi-1,3
djnngoid-1,1
djnniikc-1,2
djnokemc-1,2
djnpeokk-1,2
djnpplpi-1,2
djoaddfm-1,1
djocbpfo-1,1
djockobh-1,1
djocokbk-1,2
djodbofo-1,1
djoekcga-1,1
djofbjel-1,1
djofmkgl-1,2
djoggeil-1,2
djogjcdo-1,1
djojnlji-1,1
djojoldo-1,1
djokfbbh-1,3
djokgihh-1,1
djokjpei-1,1
djokmcbk-1,2
djokpaeb-1,2
djolmddp-1,2
djomijge-1,1
djomikal-1,3
djonandi-1,2
djonnipb-1,1
djpagpdo-1,2
djpajppc-1,2
djpaknbm-1,3
djpannoa-1,2
djpbeeag-1,2
djpbemho-1,2
djpcfodn-1,2
djpcleoa-1,2
djphcemb-1,1
djphmgbj-1,1
djpijbfd-1,2
djpijhbi-1,2
djpkafdp-1,2
djpkbaai-1,3
djpnbcng-1,1
djpncngk-1,1
djpnhife-1,1
dkaejelf-1,2
dkaemicl-1,1
dkafcbdo-1,1
dkagbjnd-1,2
dkagbpin-1,2
dkagchhh-1,3
dkagidek-1,3
dkahekeb-1,2
dkajobok-1,2
dkajpoef-1,3
dkakbgcm-1,1
dkakbipc-1,2
dkakieii-1,2
dkaljkhl-1,1
dkamgbic-1,3
dkandlpm-1,3
dkanipkf-1,3
dkanmigk-1,1
dkbaccik-1,2
dkbafnba-1,1
dkbbefpm-1,2
dkbcgine-1,2
dkbdgodc-1,2
dkbdnhal-1,2
dkbendnf-1,2
dkbeonjl-1,3
dkbfdmdi-1,3
dkbghbme-1,2
dkbhkafh-1,2
dkbhndhp-1,2
dkblmnhg-1,3
dkbnbfei-1,1
dkbnejma-1,2
dkbnpcpk-1,1
dkbpfnmp-1,2
dkcambgh-1,1
dkccjele-1,2
dkccmogh-1,1
dkcefcde-1,1
dkcfpaae-1,1
dkcfpgfh-1,1
dkcgnjak-1,2
dkcjaomg-1,3
dkcjfhem-1,2
dkcjgdpf-1,2
dkcjmcda-1,2
dkcmnehb-1,2
dkcnokep-1,2
dkcocigg-1,2
dkcomlil-1,2
dkcpgico-1,2
dkdbaace-1,2
dkdbdpjj-1,3
dkddcnje-1,2
dkddkomn-1,1
dkdejefp-1,3
dkdhnlap-1,1
dkdihcim-1,1
dkdjaemg-1,2
dkdjbgcp-1,1
dkdjjjap-1,2
dkdlojpm-1,1
dkdlokbh-1,1
dkdlpdce-1,3
dkdmghhj-1,2
dkdmnfif-1,3
dkdngffh-1,3
dkdogied-1,2
dkdpmlha-1,1
dkdpoogd-1,3
dkebcemc-1,1
dkedgdjc-1,2
dkefaklb-1,2
dkefphlp-1,2
dkehdami-1,2
dkehfdhc-1,2
dkehoffa-1,3
dkeiicoc-1,3
dkeimehn-1,2
dkekglle-1,2
dkeklmje-1,1
dkekmiec-1,2
dkekolci-1,2
dkeohdkl-1,2
dkeokeij-1,2
dkeoniac-1,1
dkepgpbo-1,2
dkfagdib-1,2
dkfajibp-1,2
dkfbdoll-1,2
dkfcmlnf-1,1
dkfdhpen-1,1
dkfeoemi-1,2
dkfhfgpm-1,1
dkfjfckp-1,2
dkfjnijg-1,2
dkfkemlh-1,3
dkfnhanl-1,2
dkfpebei-1,1
dkgbkcdl-1,2
dkgcljbn-1,2
dkgebbad-1,2
dkgebllj-1,2
dkgflhgg-1,2
dkggmiog-1,1
dkghmgdj-1,2
dkgikplo-1,1
dkgjhoci-1,1
dkgknpnm-1,2
dkgleajj-1,1
dkgmnkpl-1,1
dkgnagnd-1,1
dkgnkmao-1,2
dkgokhmh-1,1
dkgpdkle-1,3
dkgppmpe-1,3
dkhanbda-1,2
dkhcndcm-1,1
dkhdfhio-1,2
dkhdjgna-1,3
dkhdogln-1,3
dkheeppp-1,2
dkhfddkc-1,2
dkhfdlno-1,3
dkhfjljb-1,3
dkhgehhi-1,1
dkhhcale-1,3
dkhhommp-1,1
dkhkbdfj-1,2
dkhlhgnd-1,1
dkhmkoff-1,2
dkhndjnp-1,1
dkhnmphd-1,2
dkhoeigm-1,1
dkhpnmep-1,1
dkiceadm-1,2
dkigilae-1,3
dkihhgpb-1,1
dkikhloa-1,2
dkikjbdg-1,2
dkildpfk-1,2
dkilhffh-1,2
dkimlijm-1,3
dkimmplk-1,3
dkioiece-1,3
dkjackgk-1,3
dkjaikne-1,1
dkjcbanl-1,3
dkjcijcg-1,3
dkjclgli-1,2
dkjdfcfp-1,3
dkjeiomp-1,3
dkjeleck-1,1
dkjenbko-1,1
dkjenngo-1,2
dkjfjaki-1,2
dkjfpiah-1,2
dkjghmgk-1,2
dkjgobjl-1,2
dkjgohnd-1,2
dkjgpcin-1,2
dkjigpin-1,2
dkjkbngc-1,2
dkjmbjpe-1,3
dkjnfcmj-1,3
dkjogekh-1,2
dkjpnjfa-1,3
dkkaaded-1,1
dkkbikon-1,2
dkkdokbc-1,2
dkkejojo-1,2
dkkeobae-1,2
dkkhflml-1,1
dkkhhnlj-1,1
dkklgile-1,2
dklbhlfj-1,1
dklcmmcf-1,2
dklengja-1,1
dklepbfd-1,2
dklgendc-1,2
dklgghmh-1,1
dklgkngb-1,1
dklgkpcb-1,2
dklhdoge-1,1
dkliafmb-1,1
dkliakfj-1,1
dkllfaig-1,2
dkllmlbl-1,1
dklmdphc-1,2
dklmjppg-1,1
dklnjllm-1,2
dkloahnp-1,1
dkmaemda-1,2
dkmandgi-1,2
dkmbcgnk-1,2
dkmbelgh-1,1
dkmchdah-1,2
dkmcickd-1,1
dkmcnifc-1,3
dkmdhnch-1,2
dkmedopg-1,1
dkmeefol-1,2
dkmencjm-1,3
dkmffaeg-1,2
dkmgaabb-1,2
dkmhehba-1,1
dkmiifii-1,1
dkmldkbb-1,1
dkmllpgn-1,1
dkmmpbon-1,2
dkmnjokl-1,1
dkmobahp-1,1
dkmodohg-1,2
dkmojaha-1,3
dknaakjc-1,2
dknaegoc-1,2
dknagkal-1,2
dknchkpc-1,1
dkncjlbk-1,2
dkndeaoi-1,1
dkneobda-1,1
dkngjnkj-1,2
dkngopbh-1,1
dknhegec-1,1
dknhgigj-1,1
dknjkchh-1,3
dknkoime-1,2
dknljekh-1,2
dknmedgi-1,2
dknmhjbi-1,1
dknncfaa-1,1
dknoaklb-1,1
dknojlbn-1,2
dknphfci-1,2
dknpjgbg-1,1
dkoblfpd-1,2
dkobnpee-1,1
dkochjlc-1,2
dkochkgo-1,3
dkockogg-1,3
dkodhmao-1,1
dkodjjim-1,3
dkogdhfc-1,1
dkogpfpm-1,1
dkoinhkn-1,1
dkojcdnp-1,1
dkojddkj-1,2
dkojmmdh-1,2
dkokbadk-1,1
dkokjblb-1,2
dkolkndp-1,2
dkoohcih-1,1
dkopajni-1,1
dkopbgja-1,1
dkopcaid-1,1
dkopohkk-1,1
dkpaphia-1,2
dkpbcheh-1,1
dkpbjlca-1,2
dkpfbble-1,1
dkpifepg-1,2
dkpifnmh-1,1
dkpigfdn-1,3
dkpijhgh-1,1
dkpjjbpe-1,3
dkpkhfea-1,3
dkpkojak-1,1
dkpleaop-1,1
dkpmdpof-1,2
dkpnfflm-1,2
dkpoehne-1,2
dkppjped-1,1
dlaamike-1,2
dlaanlnk-1,2
dlabfoll-1,2
dlablppn-1,1
dlabomnd-1,3
dlacdceo-1,2
dlacgkel-1,1
dlacgkga-1,1
dlacoegm-1,1
dlacokka-1,1
dladgikd-1,2
dladliaj-1,1
dlaeooca-1,1
dlafgkfa-1,2
dlagnaop-1,1
dlahkbje-1,2
dlailleg-1,1
dlainhne-1,1
dlajbbgj-1,1
dlajdplp-1,1
dlamkjjb-1,3
dlaolbkh-1,1
dlbbjjpd-1,1
dlbcjbmc-1,2
dlbdhofh-1,2
dlbdmlpc-1,2
dlbebaba-1,2
dlbiaopn-1,3
dlbilcde-1,1
dlbjkpdd-1,2
dlblaijp-1,3
dlcbaeli-1,1
dlcfcflb-1,1
dlcfclee-1,1
dlcfggbf-1,2
dlcgfbmb-1,1
dlcgnoin-1,1
dlchmjnh-1,1
dlcincge-1,1
dlckmhdi-1,1
dlclpkdl-1,1
dlcnmlbn-1,1
dlcodphg-1,1
dlcofopk-1,1
dlcookom-1,3
dlcpflja-1,2
dldbhnla-1,1
dldcldkk-1,2
dlddkkkg-1,2
dldfbfcj-1,2
dldheeji-1,3
dldhldao-1,1
dldjndfl-1,2
dldkbgpo-1,2
dldlignk-1,1
dldnidhh-1,2
dldpkdme-1,2
dldppecb-1,2
dlecgahl-1,2
dleeebbe-1,2
dleekhca-1,2
dleekhdb-1,2
dlefimgk-1,2
dlefimna-1,1
dleginbb-1,2
dleglajk-1,2
dlegmhdb-1,2
dlegpmfe-1,2
dleiiipn-1,2
dlejhpgh-1,1
dlejielc-1,1
dlekcpkl-1,1
dlekdnlm-1,1
dlelmekd-1,2
dlemmodd-1,3
dlenbgkc-1,2
dlfcolek-1,2
dlfdpffp-1,2
dlfedeef-1,3
dlfeflad-1,2
dlfeodnc-1,2
dlffhdbe-1,2
dlffhdib-1,2
dlffmppl-1,1
dlffoojb-1,1
dlffpbak-1,1
dlfgmfjn-1,2
dlfidjbi-1,1
dlfjcfcf-1,2
dlfkdace-1,1
dlfmcnki-1,2
dlfnhdlb-1,1
dlfpciib-1,1
dlgbfmli-1,1
dlgbmjdp-1,1
dlgepodh-1,2
dlggalmi-1,2
dlgglelf-1,1
dlghhmlo-1,2
dlgjkkdc-1,2
dlgkdook-1,2
dlglbahb-1,1
dlglbdmn-1,1
dlglcbed-1,2
dlhaecim-1,1
dlhailfb-1,1
dlhajhop-1,1
dlhakmbd-1,1
dlhboppm-1,1
dlhcjpmp-1,2
dlhdimaf-1,2
dlhdohlo-1,1
dlhekbib-1,2
dlhfckfl-1,2
dlhfnkol-1,2
dlhgadeo-1,2
dlhgcdag-1,2
dlhjfjjc-1,1
dlhjhoee-1,2
dlhkcffd-1,2
dlhkhpeb-1,2
dlhkmljp-1,2
dlhknoep-1,2
dlhmjmhd-1,2
dlhmmihe-1,2
dlhnmnoa-1,2
dlhnopbh-1,2
dlhoikdf-1,3
dlhpdojg-1,1
dlhpdpij-1,2
dlhpfjpn-1,2
dlhpkoha-1,2
dliaafkj-1,1
dliaajbi-1,2
dliajpgl-1,1
dliakhib-1,1
dlibepkd-1,2
dlicadhp-1,1
dliccabk-1,2
dlicgafi-1,1
dlifcdjh-1,3
dlifnaeh-1,2
dligibkl-1,2
dlihmadd-1,2
dliinbaf-1,2
dlijblga-1,2
dlijkdnn-1,2
dlikamgk-1,2
dlikenge-1,2
dliklakl-1,1
dliknogd-1,1
dlimegof-1,2
dlinhjng-1,2
dlinmlfl-1,1
dlipjnic-1,2
dljahcjd-1,1
dljapbcn-1,2
dljcldid-1,3
dljfdhnl-1,1
dljfknkh-1,2
dljgednk-1,2
dljgkpnj-1,2
dljjcgek-1,2
dljjhbmi-1,2
dljjibcm-1,1
dljjijil-1,1
dljkplab-1,1
dljngaab-1,2
dlkbfjeb-1,2
dlkcfpli-1,1
dlkcgfca-1,1
dlkdeahj-1,1
dlkdpike-1,1
dlkgkkbg-1,2
dlkgmikl-1,2
dlkihicl-1,1
dlkjjdjp-1,3
dlkjnomo-1,2
dlklcfjk-1,2
dlklhcmm-1,1
dlkmkegg-1,2
dlkmngod-1,2
dlknbeon-1,2
dlknecne-1,2
dlkpghkd-1,2
dllbkbdj-1,1
dllbmobp-1,3
dllccjjf-1,1
dlldllhc-1,1
dllefheo-1,1
dllenmmm-1,1
dlleoiao-1,1
dllfcfio-1,1
dllfmphe-1,1
dllglanf-1,1
dllinfmk-1,1
dlljcplo-1,1
dlllmlba-1,2
dllnbbhj-1,2
dllngnhc-1,2
dlloiacm-1,2
dllokjjp-1,1
dllomanl-1,2
dlmakjik-1,2
dlmbpjla-1,2
dlmdcmib-1,1
dlmdkfom-1,1
dlmebaoh-1,2
dlmeejjh-1,3
dlmfljna-1,2
dlmgpfgg-1,2
dlmhejmg-1,2
dlmiocfl-1,2
dlmjjlgf-1,1
dlmlbdkg-1,1
dlmloigg-1,2
dlmlpejp-1,3
dlmmapgh-1,3
dlmmgnpn-1,1
dlmnnpfg-1,1
dlmokbad-1,1
dlmokmjk-1,1
dlnanokh-1,2
dlnaoncm-1,1
dlnaopda-1,2
dlnbhkbf-1,1
dlnbicim-1,1
dlnboldi-1,1
dlnemiha-1,1
dlnfgjid-1,1
dlngjbbj-1,1
dlngklon-1,1
dlnhdcon-1,1
dlniglje-1,3
dlnjlkgn-1,3
dlnkfihj-1,1
dlnlblmg-1,1
dlnlchej-1,2
dlnmccpa-1,2
dlnoibjj-1,2
dloabjab-1,2
dloaelah-1,1
dlobbamm-1,3
dlobhmdn-1,1
dlobkiba-1,2
dloddkji-1,2
dlodijca-1,2
dlofahgh-1,1
dlohfbmp-1,1
dlohjgjl-1,2
dloilmel-1,1
dlomlfpo-1,1
dlommame-1,2
dlonbkkn-1,2
dlopbbpd-1,1
dlopbded-1,1
dlopcdkc-1,1
dlophbgj-1,1
dlopjlik-1,1
dlpaalka-1,1
dlpafnej-1,1
dlpahola-1,1
dlpaidfd-1,2
dlpajdfa-1,2
dlpbacph-1,3
dlpbdngc-1,2
dlpblfjn-1,2
dlpbmgcf-1,1
dlpcabdi-1,1
dlpcjifn-1,3
dlpdnedb-1,2
dlpenajg-1,2
dlpgfopb-1,1
dlphdpcp-1,1
dlpijape-1,2
dlpjnabk-1,1
dlpkmhab-1,1
dlplmimi-1,1
dlpmbmgg-1,2
dmaabaib-1,2
dmaaibam-1,2
dmaajklh-1,3
dmabndfo-1,2
dmacmidm-1,1
dmadibnn-1,2
dmaepfeh-1,2
dmafdaoj-1,2
dmaiicek-1,2
dmajinlb-1,1
dmajjaah-1,2
dmajloaf-1,2
dmakehmn-1,1
dmaklelc-1,1
dmakolod-1,1
dmalhhij-1,1
dmamadci-1,1
dmamfbha-1,1
dmamidhi-1,1
dmamjhob-1,2
dmankfhe-1,2
dmaocknd-1,1
dmbabepm-1,1
dmbaolng-1,1
dmbbmdkp-1,2
dmbcpieg-1,1
dmbdemln-1,1
dmbdmjnk-1,2
dmbefaig-1,1
dmbgholk-1,2
dmbhifpd-1,1
dmbhikoe-1,1
dmbicflf-1,1
dmbiikma-1,2
dmbjabli-1,1
dmbjcmfd-1,1
dmbjnoje-1,1
dmbkigmg-1,1
dmbkngbc-1,1
dmblioag-1,1
dmbmmkgp-1,1
dmbnibcn-1,1
dmbniiok-1,2
dmbnljpi-1,1
dmbocjoi-1,2
dmcbpngo-1,1
dmccgncp-1,2
dmcddgah-1,2
dmcfplhn-1,2
dmciladj-1,1
dmcjoemi-1,1
dmcmpflj-1,1
dmcodgjh-1,2
dmcokehi-1,2
dmdagoii-1,1
dmdapbch-1,3
dmdbkpfc-1,1
dmdblgjd-1,3
dmdbpjbb-1,1
dmdcggne-1,1
dmdgnccf-1,3
dmdhdini-1,2
dmdjbmkn-1,2
dmdjiaee-1,2
dmdjjpke-1,1
dmdlgenn-1,2
dmdljkko-1,3
dmdlkndi-1,1
dmdlphah-1,1
dmdmdogp-1,2
dmdnfjek-1,1
dmdokfoe-1,2
dmebokni-1,2
dmecialf-1,1
dmecnhaa-1,1
dmeedegl-1,1
dmeeklfb-1,3
dmeiakkk-1,1
dmekkfef-1,1
dmekkjep-1,1
dmelejdm-1,1
dmeljmcp-1,2
dmenhjli-1,1
dmenlibh-1,1
dmeopale-1,2
dmepljeg-1,2
dmfbiehh-1,1
dmfbjomm-1,1
dmfdndno-1,1
dmfejlgd-1,3
dmfelijc-1,3
dmfeobjk-1,3
dmffclka-1,2
dmffiidm-1,2
dmfhbdac-1,1
dmfhjnlb-1,3
dmfibobf-1,1
dmfjbejb-1,1
dmfjfcpl-1,1
dmfkhkpf-1,2
dmfljaei-1,2
dmfmijke-1,1
dmfmlegp-1,2
dmfpblmg-1,1
dmfpmpaa-1,2
dmgbdemc-1,1
dmgbdldo-1,1
dmgbhela-1,2
dmgbhnep-1,1
dmgccmme-1,3
dmgcnifj-1,1
dmgdlgbj-1,3
dmgebafg-1,1
dmggbkjn-1,1
dmggjlja-1,2
dmghbjom-1,2
dmgifckg-1,3
dmgimmdk-1,3
dmgjdoln-1,2
dmgjfjel-1,2
dmgjjnln-1,2
dmgmekif-1,1
dmgnddnk-1,1
dmgohohk-1,1
dmgpkpeh-1,1
dmhbfkdj-1,1
dmhbgoam-1,1
dmhblmoj-1,1
dmhcjboa-1,1
dmhddkjf-1,2
dmhddlge-1,2
dmhdlggg-1,1
dmhelohl-1,1
dmhfaknn-1,1
dmhgdenh-1,1
dmhgpfhl-1,1
dmhhamno-1,2
dmhhkneg-1,1
dmhifkkf-1,1
dmhjakjb-1,2
dmhjbiia-1,2
dmhklofk-1,2
dmhlilmp-1,2
dmhmhllf-1,1
dmhnfhpi-1,2
dmhoeonb-1,2
dmhohcjo-1,2
dmialffj-1,2
dmibfjfd-1,1
dmibmebc-1,1
dmibpfhj-1,1
dmicbool-1,1
dmidajfc-1,1
dmidccef-1,1
dmieefib-1,1
dmigjpml-1,1
dmigkemi-1,2
dmijhipm-1,1
dmikajld-1,3
dmikgapb-1,1
dmilceap-1,1
dmilhkga-1,3
dminfegn-1,1
dminmcge-1,3
dmipgmil-1,3
dmjbbieh-1,1
dmjbgnnl-1,2
dmjbmikp-1,3
dmjclllh-1,1
dmjdpjgm-1,1
dmjhenjd-1,1
dmjhhmgg-1,2
dmjiahle-1,1
dmjibkpk-1,2
dmjjcbck-1,2
dmjjjjhk-1,1
dmjlnimm-1,1
dmjmikeo-1,1
dmjnhajc-1,1
dmjnndlh-1,1
dmjomkkj-1,1
dmkaeggl-1,1
dmkaplhj-1,1
dmkbliop-1,1
dmkcablo-1,2
dmkdipch-1,2
dmkdjhij-1,1
dmkfgehg-1,1
dmkfodfl-1,2
dmkfodhe-1,3
dmkiamgh-1,3
dmkigalg-1,2
dmkikigh-1,3
dmkjfiha-1,2
dmkjgpmi-1,1
dmklfgoh-1,1
dmkofmoe-1,1
dmkpbhgj-1,2
dmlaalnl-1,1
dmlablip-1,3
dmladckd-1,1
dmlapebo-1,2
dmlbkmin-1,1
dmlbmmml-1,2
dmleobbl-1,2
dmleocpn-1,1
dmliioan-1,1
dmlilngc-1,1
dmljokpj-1,3
dmlklkhk-1,3
dmlkmeei-1,3
dmllbaam-1,3
dmlobkng-1,3
dmlocomj-1,3
dmlpkhkk-1,3
dmlpohpj-1,3
dmlpopbj-1,3
dmmbppff-1,3
dmmdchjc-1,3
dmmemifc-1,3
dmmialmp-1,2
dmmioidl-1,1
dmmkjfkg-1,3
dmmkjkmd-1,3
dmmlkdig-1,1
dmmmhicd-1,3
dmmphkjc-1,3
dmmpjbda-1,1
dmnaddal-1,3
dmnboabi-1,3
dmnclkpn-1,1
dmnekpce-1,1
dmnfghkg-1,2
dmngbocb-1,1
dmngodgm-1,2
dmnhjapf-1,1
dmnideeb-1,1
dmniekjg-1,1
dmnifbcp-1,2
dmnjnahk-1,2
dmnkkgad-1,2
dmnkndgn-1,2
dmnljjhg-1,1
dmnlppmi-1,2
dmnmdkcn-1,2
dmnmilbh-1,1
dmnmknad-1,1
dmnoenkd-1,3
dmnofeaf-1,1
dmnojdll-1,2
dmnppbih-1,1
dmoaieok-1,1
dmobafkb-1,2
dmobbaap-1,1
dmobhlhn-1,1
dmocjlbg-1,1
dmockabf-1,2
dmocpelb-1,2
dmoeeebl-1,2
dmofgnnk-1,3
dmoihdjb-1,2
dmojkldj-1,2
dmokkafp-1,1
dmolcdia-1,2
dmoljifm-1,2
dmolpjdh-1,2
dmomlhbo-1,1
dmomoabd-1,1
dmompiak-1,1
dmonelee-1,3
dmonifdi-1,1
dmooeicc-1,1
dmpacmeo-1,1
dmpbhefj-1,2
dmpdeahj-1,1
dmpdjjnn-1,2
dmpehjok-1,1
dmpekbld-1,1
dmpfghnh-1,1
dmpgbkol-1,2
dnacdhci-1,2
dnackmcm-1,2
dnadmlcb-1,1
dnaelmep-1,2
dnaeofbh-1,1
dnafnfhc-1,2
dnafpifi-1,1
dnahcoej-1,2
dnahkjae-1,3
dnaicmce-1,1
dnaiidmj-1,1
dnajmnal-1,1
dnajniop-1,2
dnakmaed-1,1
dnaljemd-1,3
dnalneme-1,1
dnalpleg-1,1
dnamadji-1,1
dnamecoa-1,2
dnamkjhd-1,2
dnammogl-1,1
dnaofeen-1,1
dnapnlim-1,2
dnbbklkb-1,2
dnbbljef-1,2
dnbbooef-1,2
dnbbpcbe-1,2
dnbchkcm-1,3
dnbcpmhm-1,2
dnbdnfgk-1,2
dnbdpcfp-1,1
dnbejhaj-1,2
dnbeknel-1,2
dnbfagod-1,1
dnbfljom-1,2
dnbfmhbh-1,2
dnbgmgnd-1,1
dnbhjioo-1,2
dnbiicjd-1,1
dnbkpmgj-1,1
dnblndgg-1,1
dnbmblmb-1,3
dnbngaaf-1,3
dnbnjnpg-1,2
dnbnmfph-1,1
dnbohaff-1,1
dnbolkie-1,1
dnbongga-1,2
dncahneo-1,1
dncbijob-1,1
dnccdopg-1,1
dncckpmk-1,1
dncdeoie-1,1
dncegjlj-1,2
dncgeplh-1,1
dncgheof-1,3
dnchgned-1,3
dncieaoj-1,1
dncjfgpb-1,1
dncjoini-1,3
dnclehfm-1,1
dncnheng-1,1
dncoacom-1,1
dncpoend-1,1
dndahcjl-1,1
dndbhnol-1,1
dndcdaph-1,3
dndcgnhh-1,1
dndckkob-1,1
dndclcon-1,2
dndcnboj-1,1
dnddhefk-1,1
dnddkjbo-1,2
dndfhfjp-1,2
dndflpoc-1,1
dndgfbcf-1,1
dndgnbfl-1,2
dndifimg-1,1
dndilpjo-1,1
dndldaae-1,1
dndlimpl-1,1
dndllfmp-1,2
dndlmapa-1,2
dndmhklo-1,2
dndmilie-1,1
dndnnhck-1,3
dndnnnep-1,1
dndoamli-1,1
dndohjna-1,3
dndpnpdm-1,2
dnealehk-1,2
dneccnoj-1,1
dnecdobj-1,3
dnecjfnp-1,2
dnecpeem-1,1
dnedcngp-1,2
dneeddaj-1,1
dnefgfjh-1,1
dnefmekk-1,1
dneglade-1,2
dnegmgjh-1,2
dnegnehf-1,2
dneillin-1,2
dnekdbkc-1,2
dnekdcde-1,2
dnekokmd-1,2
dnelpekc-1,1
dnenjkgk-1,1
dneoebjh-1,1
dnepaalm-1,1
dnfamjaj-1,2
dnfbpllo-1,1
dnfdeegd-1,2
dnfefdpc-1,3
dnfekaic-1,2
dnfeminc-1,3
dnfeomdi-1,2
dnflcjph-1,2
dnfmoacd-1,2
dnfncnji-1,2
dngbkjlp-1,2
dngcfknj-1,1
dngdjaad-1,1
dngeabnk-1,1
dngephda-1,1
dngfemmg-1,2
dnghadfh-1,2
dnghdbmn-1,2
dnglpnhf-1,1
dngoahfi-1,2
dngolhhk-1,2
dnhbmhee-1,1
dnhebpli-1,1
dnhenlnn-1,2
dnhfjfcb-1,2
dnhgemfi-1,3
dnhhfjgn-1,2
dnhipllo-1,2
dnhjpkpi-1,2
dnhljkde-1,1
dnhmbcle-1,1
dnhobkpk-1,2
dnhojenf-1,1
dnibkkpf-1,2
dnicinjd-1,2
dnidhloi-1,1
dnieapjm-1,3
dniehghk-1,2
dniejhgl-1,1
dnifmhbb-1,1
dnifnaim-1,1
dnifnikd-1,1
dnihdmal-1,1
dniieeio-1,2
dniijjkc-1,1
dnikagcp-1,1
dnikbhkf-1,2
dnilkldd-1,1
dnimggon-1,1
dnimieik-1,2
dnimplci-1,1
dninpkgh-1,2
dniohdil-1,2
dnippjld-1,1
dnjblcko-1,1
dnjbmecn-1,1
dnjbpncn-1,2
dnjcchhp-1,1
dnjcciad-1,2
dnjcibka-1,1
dnjcoiem-1,1
dnjedgne-1,2
dnjegeeo-1,2
dnjeiido-1,2
dnjeommd-1,1
dnjgifbb-1,1
dnjgjbaa-1,1
dnjhhnja-1,3
dnjipnji-1,1
dnjlmbhm-1,1
dnjlnbkn-1,1
dnjmiekg-1,3
dnjoipmc-1,2
dnjomlom-1,2
dnjopglb-1,2
dnkcibie-1,1
dnkcijlc-1,2
dnkcjghk-1,1
dnkdgapo-1,1
dnkebkbm-1,2
dnkfcpfl-1,1
dnkganpi-1,1
dnkgegki-1,1
dnkhlelk-1,2
dnkhmibd-1,3
dnkiadpc-1,1
dnkihlkd-1,2
dnkinlbj-1,2
dnkiodlc-1,2
dnkjplgb-1,2
dnkkmkik-1,1
dnkldjff-1,2
dnklnbee-1,2
dnkmnpnb-1,2
dnknbepg-1,1
dnkncfke-1,1
dnkokcee-1,2
dnkpeobn-1,1
dnkpgbfn-1,2
dnkpkcep-1,1
dnkpmmkg-1,2
dnlacinh-1,2
dnlaihbg-1,1
dnlbahnk-1,3
dnlbkdci-1,1
dnlblgej-1,3
dnlekcah-1,2
dnleoeba-1,3
dnlfpdaj-1,3
dnlhdomi-1,3
dnlhmdjp-1,3
dnljalcj-1,3
dnlkhdhf-1,2
dnlnmlnc-1,3
dnlojoji-1,2
dnlopanf-1,2
dnlpebca-1,3
dnlpiena-1,3
dnlpldap-1,3
dnlpnjbh-1,3
dnmafigc-1,3
dnmagfbh-1,3
dnmcnlco-1,2
dnmcpmcl-1,3
dnmecocd-1,3
dnmedgpn-1,3
dnmegidb-1,1
dnmepcoh-1,3
dnmfcapc-1,3
dnmfhiao-1,2
dnminpki-1,1
dnmkpmlk-1,2
dnmmhjdl-1,3
dnmmmlaf-1,2
dnmngghn-1,2
dnmocepi-1,2
dnmpbgmc-1,1
dnnbefdl-1,1
dnnbhjdf-1,3
dnndmnhe-1,2
dnneokfo-1,1
dnnhhfne-1,1
dnnialhf-1,2
dnnjaigo-1,1
dnnjijlc-1,1
dnnlkkna-1,1
dnnmghgp-1,1
dnnmpagg-1,3
dnoacneh-1,3
dnofdkik-1,1
dnogglae-1,2
dnoiifbk-1,1
